skillId,name,desc,desc1,type,subType,target,maxLevel,frameStart,frameCount,airFrameInfostart,airFrameInfototalNum,impactFrameInfo,effectIds,resPrefix,icon,anchorPoint,control,controlSpeed,loopNum,loopFrameStart,loopFrameEnd,canTurnFace,disableUpgrade,attackRange,normalMode,fastMode,distance,hprate,changeStatus,openLv
10009108,录宗宗主嘲讽2,录宗宗主嘲讽,,1,-1,1,1,0,36,0,0,,,monster0009_taunt01,,0.5;0.32,0,0,3,12,23,FALSE,TRUE,-188;-138;400;450,,,,,,0
10009109,录宗宗主嘲讽3,录宗宗主嘲讽,,1,-1,1,1,0,36,0,0,,,monster0009_taunt01,,0.5;0.32,0,0,3,12,23,FALSE,TRUE,-188;-138;400;450,,,,,,0
10009110,录宗宗主后撤,录宗宗主后撤,,1,-1,1,1,0,15,0,0,,,monster0009_retreated01,,0.5;0.32,0,0,1,4,7,FALSE,TRUE,400;440;450;500,,,,,,0
10009111,录宗宗主前冲,录宗宗主前冲,,1,-1,1,1,0,15,0,0,,,monster0009_charge01,,0.5;0.32,0,0,1,4,7,FALSE,TRUE,400;440;450;500,,,,,,0
1001001,大师兄,大师兄1,,1,-1,1,1,0,16,0,0,,,monster0010_skill01,,0.5;0.27,0,0,0,0,0,FALSE,TRUE,-75;-25;175;225,,,,,,0
1001002,大师兄,大师兄2,,1,-1,1,1,0,30,0,0,,,monster0010_skill02,,0.5;0.27,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
1001003,易水寒,"18<row><color=136,140,107>以笛声幻化为冰剑攻击范围内的对手",,1,-1,1,1,0,53,0,0,,,monster0010_skill03,,0.5;0.27,0,0,3,0,14,FALSE,TRUE,-188;-138;400;450,,,,,,0
1001101,眼宗西门,眼宗西门1,,1,-1,1,1,0,22,0,0,,,monster0011_skill01,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,0;50;300;350,,,"0_250_2.5,250_500_1.25,500_1200_0","0_30_1.5,30_80_2,80_100_1",,0
1001102,眼宗西门,眼宗西门2,,1,-1,1,1,0,22,0,0,,,monster0011_skill02,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,200;250;450;500,,,"0_250_1.5,250_500_1.25,500_1200_2.5","0_30_2,30_80_2,80_100_2",,0
1001103,噬魂幽雷,"18<row><color=136,140,107>控制幽冥雷球攻击对手",,1,-1,1,1,0,122,0,0,,,monster0011_skill03,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,0;50;950;1000,,,"0_250_0,250_500_0,500_1200_0","0_30_0,30_80_0,80_100_0",,0
1001104,眼宗西门,眼宗西门4,,1,-1,1,1,0,86,0,0,,,monster0011_skill04,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,300;350;1050;1100,,,"0_250_1,250_500_2.5,500_1200_2.5","0_30_1.5,30_80_1,80_100_2",,0
1001105,眼宗西门,眼宗西门5,,1,-1,1,1,0,69,0,0,,,monster0011_skill05,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,120;170;600;650,,,"0_250_0,250_500_0,500_1200_0","0_30_0,30_80_0,80_100_0",,0
1001111,眼宗西门,眼宗西门前冲,,1,-1,1,1,0,12,0,0,,,monster0011_charge01,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,400;440;450;500,,,,,,0
1001112,眼宗西门,眼宗西门后撤,,1,-1,1,1,0,12,0,0,,,monster0011_retreated01,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,400;440;450;500,,,,,,0
1001113,眼宗西门,眼宗西门嘲讽,,1,-1,1,1,0,51,0,0,,,monster0011_taunt01,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,400;440;450;500,,,,,,0
1001115,眼宗西门,眼宗西门愤怒,,1,-1,1,1,0,32,0,0,,,monster0011_anger01,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,400;440;450;500,,,,,,0
10011101,眼宗西门普攻,眼宗西门1,,1,-1,1,1,0,22,0,0,,,monster0011_skill01,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-500;-300;500;700,,,,"0_25_3,25_100_0",,0
10011102,眼宗西门技能1,眼宗西门2,,1,-1,1,1,0,22,0,0,,,monster0011_skill02,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-500;-300;500;700,,,,"0_25_3,25_100_0",,0
10011103,眼宗西门技能3-1,眼宗西门4,,1,-1,1,1,0,86,0,0,,,monster0011_skill04,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-500;-300;500;700,,,,"0_25_1,25_100_5",,0
10011104,眼宗西门技能3-2,眼宗西门4,,1,-1,1,1,0,86,0,0,,,monster0011_skill04,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-500;-300;500;700,,,,"0_25_2,25_100_2",,0
10011105,眼宗西门技能3-3,眼宗西门4,,1,-1,1,1,0,86,0,0,,,monster0011_skill04,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-500;-300;500;700,,,,"0_25_5,25_100_1",,0
10011106,眼宗西门技能4,眼宗西门5,,1,-1,1,1,0,69,0,0,,,monster0011_skill05,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-500;-300;500;700,,,,"0_25_0,25_100_0",,0
10011107,眼宗西门愤怒,眼宗西门愤怒,,1,-1,1,1,0,32,0,0,,,monster0011_anger01,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,400;440;450;500,,,,,,0
10011108,眼宗西门后撤,眼宗西门后撤,,1,-1,1,1,0,12,0,0,,,monster0011_retreated01,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,400;440;450;500,,,,,,0
10011109,眼宗西门后撤2,眼宗西门后撤（反向）,,1,-1,1,1,0,12,0,0,,,monster0011_retreated02,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,400;440;450;500,,,,,,0
10011110,眼宗西门待机休闲,眼宗西门待机休闲,,1,-1,1,1,0,115,0,0,,,monster0011_show02,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,400;440;450;500,,,,,,0
1001301,手宗宗主男,手宗宗主男1,,1,-1,1,1,0,20,0,0,,,monster0013_skill01,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,-150;-100;150;200,,,"0_250_10,250_450_10,450_1200_0","0_30_0,30_80_1,80_100_1",,0
1001302,手宗宗主男,手宗宗主男2,,1,-1,1,1,0,49,0,0,,,monster0013_skill02,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,-400;-350;400;450,,,"0_250_10,250_450_10,450_1200_0","0_30_0,30_80_0,80_100_0",,0
1001303,地火诀,"18<row><color=136,140,107>引导地火灼烧当前对手",,1,-1,1,1,0,108,0,0,,,monster0013_skill03,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,-225;-175;300;350,,,"0_250_10,250_450_10,450_1200_10","0_30_0,30_80_0,80_100_0",,0
1001304,手宗宗主男,手宗宗主男4,,1,-1,1,1,0,35,0,0,,,monster0013_skill04,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,-400;-350;400;450,,,"0_250_0,250_450_100,450_1200_0","0_30_0,30_80_1,80_100_0",,0
1001305,手宗宗主男,手宗宗主男5,,1,-1,1,1,0,41,0,0,,,monster0013_skill05,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,"0_250_0,250_450_10,450_1200_10","0_30_0,30_80_1,80_100_1",,0
1001306,手宗宗主男,手宗宗主男悲伤,,1,-1,1,1,0,75,0,0,,,monster0013_sad01,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,"0_250_10,250_450_10,450_1200_10","0_30_0,30_80_0,80_100_0",,0
1001307,手宗宗主男,手宗宗主男嘲讽,,1,-1,1,1,0,63,0,0,,,monster0013_taunt01,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,"0_250_10,250_450_10,450_1200_0","0_30_0,30_80_1,80_100_0",,0
1001308,手宗宗主男,手宗宗主男愤怒,,1,-1,1,1,0,81,0,0,,,monster0013_anger01,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,"0_250_10,250_450_10,450_1200_10","0_30_1,30_80_0,80_100_0",,0
1001311,手宗宗主男,手宗宗主男前冲,,1,-1,1,1,0,12,0,0,,,monster0013_charge01,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
1001312,手宗宗主男,手宗宗主男后撤,,1,-1,1,1,0,12,0,0,,,monster0013_retreated01,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
1001313,手宗宗主男,手宗宗主男嘲讽,,1,-1,1,1,0,63,0,0,,,monster0013_taunt01,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
1001314,手宗宗主男,手宗宗主男悲伤,,1,-1,1,1,0,75,0,0,,,monster0013_sad01,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
1001315,手宗宗主男,手宗宗主男愤怒,,1,-1,1,1,0,81,0,0,,,monster0013_anger01,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
10013101,手宗宗主男普攻,手宗宗主男1,,1,-1,1,1,0,20,0,0,,,monster0013_skill01,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,-150;-100;150;200,,,,,,0
10013102,手宗宗主男技能1,手宗宗主男2,,1,-1,1,1,0,49,0,0,,,monster0013_skill02,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,-400;-350;400;450,,,,,,0
10013103,手宗宗主男技能3,手宗宗主男4,,1,-1,1,1,0,35,0,0,,,monster0013_skill04,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,-400;-350;400;450,,,,,,0
10013104,手宗宗主男技能4,手宗宗主男5,,1,-1,1,1,0,41,0,0,,,monster0013_skill05,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
10013105,手宗宗主男后撤,手宗宗主男后撤,,1,-1,1,1,0,12,0,0,,,monster0013_retreated01,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
10013106,手宗宗主男悲伤,手宗宗主男悲伤,,1,-1,1,1,0,30,0,0,,,monster0013_idle01,,0.5;0.26,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
1001401,手宗宗主女,手宗宗主女1,,1,-1,1,1,0,19,0,0,,,monster0014_skill01,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,-150;-100;150;200,,,,,,0
1001402,手宗宗主女,手宗宗主女2,,1,-1,1,1,0,43,0,0,,,monster0014_skill02,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,100;150;300;350,,,,,,0
1001403,机斗术,"18<row><color=136,140,107>结合武学与机关术的格斗技巧，让对手防不胜防",,1,4,1,1,0,117,0,0,"18,3",,monster0014_skill03,,0.5;0.32,0,0,3,99,104,FALSE,TRUE,-400;-350;400;450,,,,,,0
1001404,手宗宗主女,手宗宗主女4,,1,-1,1,1,0,52,0,0,,,monster0014_skill04,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,100;150;300;350,,,,,,0
1001405,手宗宗主女,手宗宗主女5,,1,-1,1,1,0,48,0,0,,,monster0014_skill05,,0.5;0.32,0,0,3,19,35,FALSE,TRUE,200;250;800;850,,,,,,0
1001411,手宗宗主女,手宗宗主女前冲,,1,-1,1,1,0,14,0,0,,,monster0014_charge01,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
1001412,手宗宗主女,手宗宗主女后撤,,1,-1,1,1,0,14,0,0,,,monster0014_retreated01,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
1001413,手宗宗主女,手宗宗主女嘲讽,,1,-1,1,1,0,42,0,0,,,monster0014_taunt01,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
1001414,手宗宗主女,手宗宗主女悲伤,,1,-1,1,1,0,33,0,0,,,monster0014_sad01,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
1001415,手宗宗主女,手宗宗主女愤怒,,1,-1,1,1,0,33,0,0,,,monster0014_anger01,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
10014101,手宗宗主女普攻,手宗宗主女1,,1,-1,1,1,0,19,0,0,,,monster0014_skill01,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,-150;-100;150;200,,,,,,0
10014102,手宗宗主女技能1,手宗宗主女2,,1,-1,1,1,0,43,0,0,,,monster0014_skill02,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,-150;-100;150;200,,,,,,0
10014103,手宗宗主女技能3-1,手宗宗主女4,,1,-1,1,1,0,20,0,0,,,monster0014_skill04,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,-700;-50;50;700,,,,,,0
10014104,手宗宗主女技能3-2,手宗宗主女4,,1,-1,1,1,0,20,0,0,,,monster0014_skill04,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,-150;-100;150;200,,,,,,0
10014105,手宗宗主女技能4,手宗宗主女5,,1,-1,1,1,0,48,0,0,,,monster0014_skill05,,0.5;0.32,0,0,0,19,35,FALSE,TRUE,-1500;0;0;1500,,,,,,0
10014106,手宗宗主女后撤,手宗宗主女后撤,,1,-1,1,1,0,14,0,0,,,monster0014_retreated01,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
10014107,手宗宗主女愤怒,手宗宗主女愤怒,,1,-1,1,1,0,33,0,0,,,monster0014_anger01,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
1001501,念宗宗主普攻,蓄力后施放一颗追踪子弹。（施放时已经锁定位置）,,1,-1,1,1,0,72,0,0,,,monster0015_skill01,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-1500;1500,,,,"0_50_0,50_100_10",,0
1001502,念宗宗主技能1,召唤邪恶木偶。,,1,-1,1,1,0,81,0,0,,,monster0015_skill02,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-1500;1500,,,,"0_50_5,50_100_0",,0
1001503,念宗宗主技能2,佣兵技,,1,-1,1,1,0,80,0,0,,,monster0015_skill03,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-1500;1500,,,,,,0
1001504,念宗宗主技能3,从左侧抓取木偶残肢，向右侧扔出。,,1,-1,1,1,0,48,0,0,,,monster0015_skill04,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-1500;1500,,,"-1500_0_1,0_1500_0","0_50_3,50_100_0",,0
1001505,念宗宗主技能4,从右侧抓取木偶残肢，向左侧扔出。,,1,-1,1,1,0,48,0,0,,,monster0015_skill05,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-1500;1500,,,"-1500_0_0,0_1500_1","0_50_3,50_100_0",,0
1001506,念宗宗主技能5,对傀儡手进行短暂的输送能量。,,1,-1,1,1,0,63,0,0,,,monster0015_skill06,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-1500;1500,,,,"0_50_0,50_100_10",,0
1001507,念宗宗主技能6,对傀儡娃娃进行短暂的输送能量。,,1,-1,1,1,0,63,0,0,,,monster0015_skill07,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-1500;1500,,,,"0_50_0,50_100_10",,0
1001508,念宗宗主技能7,对傀儡手和傀儡娃娃进行短暂的输送能量。,,1,-1,1,1,0,63,0,0,,,monster0015_skill08,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-1500;1500,,,,"0_50_0,50_100_10",,0
1001509,念宗宗主技能8,对傀儡手进行长时的输送能量。,,1,-1,1,1,0,63,0,0,,,monster0015_skill06,,0.5;0.22,0,0,5,36,53,FALSE,TRUE,-1500;1500,,,,"0_50_10,50_100_0",,0
1001510,念宗宗主技能9,对傀儡娃娃进行长时的输送能量。,,1,-1,1,1,0,63,0,0,,,monster0015_skill07,,0.5;0.22,0,0,5,36,53,FALSE,TRUE,-1500;1500,,,,"0_50_10,50_100_0",,0
1001511,念宗宗主技能10,对傀儡手和傀儡娃娃进行长时的输送能量。,,1,-1,1,1,0,63,0,0,,,monster0015_skill08,,0.5;0.22,0,0,5,36,53,FALSE,TRUE,-1500;1500,,,,"0_50_10,50_100_0",,0
1001513,念宗宗主嘲讽,念宗宗主嘲讽,,1,-1,1,1,0,57,0,0,,,monster0015_taunt01,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-1500;1500,,,,,,0
1001514,念宗宗主悲伤,念宗宗主悲伤,,1,-1,1,1,0,44,0,0,,,monster0015_sad01,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-1500;1500,,,,,,0
1001515,念宗宗主愤怒,念宗宗主愤怒,,1,-1,1,1,0,60,0,0,,,monster0015_anger01,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-1500;1500,,,,,,0
1001516,念宗宗主灵机一动,念宗宗主灵机一动,,1,-1,1,1,0,46,0,0,,,monster0015_smart01,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-1500;1500,,,,"0_50_0,50_100_50",,0
1001517,念宗宗主出场,念宗宗主出场,,1,-1,1,1,0,48,0,0,,,monster0015_skill09,,0.5;0.22,0,0,0,0,0,FALSE,TRUE,-1500;1500,,,,"0_50_0,50_100_50",,0
1001601,黯(战斗),黯(战斗)1,,1,-1,1,1,0,21,0,0,,,monster0016_skill01,,0.5;0.15,0,0,0,0,0,FALSE,TRUE,,,,,,,0
1001602,黯(战斗),黯(战斗)2,,1,-1,1,1,0,45,0,0,,,monster0016_skill02,,0.5;0.15,0,0,0,0,0,FALSE,TRUE,,,,,,,0
1001603,黯(战斗),"18<row><color=136,140,107>黯(战斗)3",,1,-1,1,1,0,45,0,0,,,monster0016_skill03,,0.5;0.15,0,0,0,0,0,FALSE,TRUE,,,,,,,0
1001604,黯(战斗),黯(战斗)4,,1,-1,1,1,0,63,0,0,,,monster0016_skill04,,0.5;0.15,0,0,0,0,0,FALSE,TRUE,,,,,,,0
1001701,修,修1,,1,-1,1,1,0,20,0,0,,,monster0017_skill01,,0.5;0.17,0,0,0,0,0,FALSE,TRUE,,,,,,,0
1001702,修,修2,,1,-1,1,1,0,40,0,0,,,monster0017_skill02,,0.5;0.17,0,0,0,0,0,FALSE,TRUE,,,,,,,0
1001703,普度众生,"18<row><color=136,140,107>召唤出净化之光，净化范围内的对手",,1,-1,1,1,0,47,0,0,,,monster0017_skill03,,0.5;0.17,0,0,0,0,0,FALSE,TRUE,,,,,,,0
1001704,修,修4,,1,-1,1,1,0,55,0,0,,,monster0017_skill04,,0.5;0.17,0,0,0,0,0,FALSE,TRUE,,,,,,,0
1001705,修,修5,,1,-1,1,1,0,39,0,0,,,monster0017_skill05,,0.5;0.17,0,0,0,0,0,FALSE,TRUE,,,,,,,0
1001801,暴力猫,暴力猫1,,1,-1,1,1,0,18,0,0,,,monster0018_skill01,,0.5;0.34,0,0,0,0,0,FALSE,TRUE,-150;-100;150;200,,,,,,0
1001802,暴力猫,暴力猫2,,1,-1,1,1,0,24,0,0,,,monster0018_skill02,,0.5;0.34,0,0,0,0,0,FALSE,TRUE,-150;-100;150;200,,,,,,0
1001803,猛虎击,"18<row><color=136,140,107>突然出现在对手身边，并给予对手重重一击",,1,4,1,1,0,41,0,0,"0,3",,monster0018_skill03,,0.5;0.34,0,0,0,0,0,FALSE,TRUE,400;550;700;750,,,,,,0
1001901,双刀喵,双刀喵1,,1,-1,1,1,0,20,0,0,,,monster0019_skill01,,0.5;0.18,0,0,0,0,0,FALSE,TRUE,-75;-25;75;125,,,,,,0
1001902,双刀喵,双刀喵2,,1,-1,1,1,0,32,0,0,,,monster0019_skill02,,0.5;0.18,0,0,0,0,0,FALSE,TRUE,-75;-25;75;125,,,,,,0
1001903,流风斩,"18<row><color=136,140,107>快速接近对手并斩出出其不意的一刀",,1,-1,1,1,0,82,0,0,,,monster0019_skill03,,0.5;0.18,0,0,0,0,0,FALSE,TRUE,-150;-100;250;300,,,,,,0
1002001,树藤喵,树藤喵1,,1,-1,1,1,0,16,0,0,,,monster0020_skill01,,0.5;0.20,0,0,0,0,0,FALSE,TRUE,-150;-100;250;300,,,,,,0
1002002,树藤喵,树藤喵2,,1,-1,1,1,0,21,0,0,,,monster0020_skill02,,0.5;0.20,0,0,0,0,0,FALSE,TRUE,-150;-100;300;400,,,,,,0
1002003,鬼哭藤,"18<row><color=136,140,107>用树藤缠绕并对对手造成伤害",,1,-1,1,1,0,43,0,0,,,monster0020_skill03,,0.5;0.20,0,0,0,0,0,FALSE,TRUE,-150;-100;250;300,,,,,,0
1002101,弹弓猫,弹弓猫1,,1,-1,1,1,0,17,0,0,,,monster0021_skill01,,0.5;0.27,0,0,0,0,0,FALSE,TRUE,-75;-25;450;500,,,,,,0
1002102,弹弓猫,弹弓猫2,,1,-1,1,1,0,44,0,0,,,monster0021_skill02,,0.5;0.27,0,0,0,0,0,FALSE,TRUE,-75;-25;450;500,,,,,,0
1002103,七月流火,"18<row><color=136,140,107>使用弹弓和投掷武器连续攻击对手",,1,-1,1,1,0,74,0,0,,,monster0021_skill03,,0.5;0.27,0,0,0,0,0,FALSE,TRUE,-75;-25;450;500,,,,,,0
1002201,鞭猫,鞭猫1,,1,-1,1,1,0,14,0,0,,,monster0022_skill01,,0.5;0.19,0,0,0,0,0,FALSE,TRUE,-75;-25;150;200,,,,,,0
1002202,鞭猫,鞭猫2,,1,-1,1,1,0,32,0,0,,,monster0022_skill02,,0.5;0.19,0,0,0,0,0,FALSE,TRUE,-75;-25;150;200,,,,,,0
1002203,鬼影鞭,"18<row><color=136,140,107>使用手中鞭子快速抽打对手",,1,4,1,1,0,44,0,0,"0,5",,monster0022_skill03,,0.5;0.19,0,0,0,0,0,FALSE,TRUE,-75;-25;150;200,,,,,,0
1002301,海螺猫,海螺猫1,,1,-1,1,1,0,21,0,0,,,monster0023_skill01,,0.5;0.20,0,0,0,0,0,FALSE,TRUE,-75;-25;150;300,,,,,,0
1002302,海螺猫,海螺猫2,,1,-1,1,1,0,28,0,0,,,monster0023_skill02,,0.5;0.20,0,0,0,0,0,FALSE,TRUE,-75;-25;450;500,,,,,,0
1002401,镰刀猫,镰刀猫1,,1,-1,1,1,0,26,0,0,,,monster0024_skill01,,0.5;0.20,0,0,0,0,0,FALSE,TRUE,10;60;200;250,,,,,,0
1002402,镰刀猫,镰刀猫2,,1,-1,1,1,0,30,0,0,,,monster0024_skill02,,0.5;0.20,0,0,1,13,22,FALSE,TRUE,50;100;200;250,,,,,,0
1002403,爆裂斩,"18<row><color=136,140,107>左右两柄镰刀分别斩出后，合并在一起给予对手猛<row><color=136,140,107>烈一击",,1,4,1,1,0,59,0,0,"0,3",,monster0024_skill03,,0.5;0.20,0,0,0,0,0,FALSE,TRUE,300;450;600;650,,,,,,0
1002501,泼猴怪,泼猴怪1,,1,-1,1,1,0,14,0,0,,,monster0025_skill01,,0.5;0.302,0,0,0,0,0,FALSE,TRUE,-150;-100;150;200,,,,,,0
1002502,泼猴怪,泼猴怪2,,1,-1,1,1,0,28,0,0,,,monster0025_skill02,,0.5;0.302,0,0,0,0,0,FALSE,TRUE,-300;-250;300;350,,,,,,0
1002601,男树藤猫,男树藤猫1,,1,-1,1,1,0,23,0,0,,,monster0026_skill01,,0.5;0.21,0,0,0,0,0,FALSE,TRUE,-150;-100;150;200,,,,,,0
1002602,男树藤猫,男树藤猫2,,1,-1,1,1,0,28,0,0,,,monster0026_skill02,,0.5;0.21,0,0,0,0,0,FALSE,TRUE,-225;-175;225;275,,,,,,0
1002603,穿云击,"18<row><color=136,140,107>将对手轰起浮空，并迅速的出拳连击",,1,4,1,1,0,56,0,0,"1,2",,monster0026_skill03,,0.5;0.21,0,0,0,0,0,FALSE,TRUE,300;350;450;500,,,,,,0
1002701,铁爪猫,铁爪猫1,,1,-1,1,1,0,17,0,0,,,monster0027_skill01,,0.5;0.20,0,0,0,0,0,FALSE,TRUE,-98;-48;97;147,,,,,,0
1002702,铁爪猫,铁爪猫2,,1,-1,1,1,0,27,0,0,,,monster0027_skill02,,0.5;0.20,0,0,0,0,0,FALSE,TRUE,-98;-48;97;147,,,,,,0
1002703,修罗闪,"18<row><color=136,140,107>化为残影攻击前方敌人",,1,-1,1,1,0,20,0,0,,,monster0027_skill03,,0.5;0.20,0,0,0,0,0,FALSE,TRUE,-210;-160;210;260,,,,,,0
1002801,灯笼猫,灯笼猫1,,1,-1,1,1,0,16,0,0,,,monster0028_skill01,,0.5;0.21,0,0,0,0,0,FALSE,TRUE,-113;-63;112;162,,,,,,0
1002802,灯笼猫,灯笼猫2,,1,-1,1,1,0,22,0,0,,,monster0028_skill02,,0.5;0.21,0,0,0,0,0,FALSE,TRUE,210;260;300;400,,,,,,0
1002803,醉云吐雾,"18<row><color=136,140,107>将口中美酒化为火焰喷出，灼烧对手",,1,-1,1,1,0,70,0,0,,,monster0028_skill03,,0.5;0.21,0,0,0,0,0,FALSE,TRUE,260;310;400;500,,,,,,0
1002901,高跷猫,高跷猫1,,1,-1,1,1,0,18,0,0,,,monster0029_skill01,,0.5;0.14,0,0,0,0,0,FALSE,TRUE,-150;-100;150;200,,,,,,0
1002902,高跷猫,高跷猫2,,1,-1,1,1,0,35,0,0,,,monster0029_skill02,,0.5;0.14,0,0,0,0,0,FALSE,TRUE,-225;-175;225;275,,,,,,0
1002903,瞬影踢,"18<row><color=136,140,107>迅捷踢向对手并造成伤害",,1,4,1,1,0,43,0,0,"4,3",,monster0029_skill03,,0.5;0.14,0,0,0,0,0,FALSE,TRUE,400;450;600;650,,,,,,0
1003001,道士喵,道士喵1,,1,-1,1,1,0,24,0,0,,,monster0030_skill01,,0.5;0.2,0,0,0,0,0,FALSE,TRUE,150;200;325;375,,,,,,0
1003002,道士喵,道士喵2,,1,-1,1,1,0,25,0,0,,,monster0030_skill02,,0.5;0.2,0,0,0,0,0,FALSE,TRUE,-150;-100;225;275,,,,,,0
1003003,落雷引,"18<row><color=136,140,107>高举拂尘，召唤数道雷电攻击对手",,1,-1,1,1,0,63,0,0,,,monster0030_skill03,,0.5;0.2,0,0,0,0,0,FALSE,TRUE,250;300;450;500,,,,,,0
1003101,萨满猫,萨满猫1,,1,-1,1,1,0,23,0,0,,,monster0031_skill01,,0.5;0.21,0,0,0,0,0,FALSE,TRUE,-150;-100;225;275,,,,,,0
1003102,萨满猫,萨满猫2,,1,-1,1,1,0,23,0,0,,,monster0031_skill02,,0.5;0.21,0,0,0,0,0,FALSE,TRUE,-150;-100;325;375,,,,,,0
1003103,野性狼魂,"18<row><color=136,140,107>用锣音召唤出三条狼魂攻击前方对手",,1,-1,1,1,0,25,0,0,,,monster0031_skill03,,0.5;0.21,0,0,0,0,0,FALSE,TRUE,-150;-100;450;500,,,,,,0
1003301,酿酒大师,酿酒大师1,,1,-1,1,1,0,35,0,0,,,monster0033_skill01,,0.5;0.31,0,0,0,0,0,FALSE,TRUE,0;50;200;250,,,,,,0
1003302,酿酒大师,酿酒大师2,,1,-1,1,1,0,28,0,0,,,monster0033_skill02,,0.5;0.31,0,0,0,0,0,FALSE,TRUE,300;350;400;450,,,,,,0
1003303,烈酒爆炸,"18<row><color=136,140,107>向对手扔出滚动的酒桶，酒桶会造成爆炸伤害",,1,-1,1,1,0,108,0,0,,,monster0033_skill03,,0.5;0.31,0,0,0,0,0,FALSE,TRUE,300;350;400;450,,,,,,0
1003201,残兵猫,残兵猫1,,1,-1,1,1,0,21,0,0,,,monster0032_skill01,,0.5;0.29,0,0,0,0,0,FALSE,TRUE,-210;-160;210;260,,,,,,0
1003202,残兵猫,残兵猫2,,1,-1,1,1,0,12,0,0,,,monster0032_skill02,,0.5;0.29,0,0,0,0,0,FALSE,TRUE,-210;-160;210;260,,,,,,0
