id,awardcontent,attackpower,HP,scorecost,res,,,
31533,31533101,7171,35825,5736,#challenge_icon_event369.png,,,
31541,31541101,0,0,10,#challenge_icon_event370.png,,,
31542,31542101,2886,14422,2309,#challenge_icon_event371.png,,,
31543,31543101,7217,36055,5773,#challenge_icon_event372.png,,,
31551,31551101,0,0,10,#challenge_icon_event373.png,,,
31552,31552101,2923,14606,2338,#challenge_icon_event374.png,,,
31553,31553101,7309,36515,5847,#challenge_icon_event375.png,,,
31561,31561101,0,0,10,#challenge_icon_event376.png,,,
31562,31562101,2995,14966,2396,#challenge_icon_event377.png,,,
31563,31563101,7489,37415,5991,#challenge_icon_event378.png,,,
31571,31571101,0,0,10,#challenge_icon_event379.png,,,
31572,31572101,3020,15088,2416,#challenge_icon_event380.png,,,
31573,31573101,7550,37720,6040,#challenge_icon_event381.png,,,
31581,31581101,0,0,10,#challenge_icon_event382.png,,,
31582,31582101,3028,15130,2422,#challenge_icon_event383.png,,,
31583,31583101,7571,37825,6056,#challenge_icon_event384.png,,,
31591,31591101,0,0,10,#challenge_icon_event385.png,,,
31592,31592101,3046,15222,2437,#challenge_icon_event386.png,,,
31593,31593101,7617,38055,6093,#challenge_icon_event387.png,,,
31601,31601101,0,0,10,#challenge_icon_event388.png,,,
31602,31602101,3083,15406,2466,#challenge_icon_event389.png,,,
31603,31603101,7709,38515,6167,#challenge_icon_event390.png,,,
31611,31611101,0,0,10,#challenge_icon_event391.png,,,
31612,31612101,3155,15766,2524,#challenge_icon_event392.png,,,
31613,31613101,7889,39415,6311,#challenge_icon_event393.png,,,
31621,31621101,0,0,10,#challenge_icon_event394.png,,,
31622,31622101,3180,15888,2544,#challenge_icon_event395.png,,,
31623,31623101,7950,39720,6360,#challenge_icon_event396.png,,,
31631,31631101,0,0,10,#challenge_icon_event397.png,,,
31632,31632101,3188,15930,2550,#challenge_icon_event398.png,,,
31633,31633101,7971,39825,6376,#challenge_icon_event399.png,,,
31641,31641101,0,0,10,#challenge_icon_event400.png,,,
31642,31642101,3206,16022,2565,#challenge_icon_event401.png,,,
31643,31643101,8017,40055,6413,#challenge_icon_event402.png,,,
31651,31651101,0,0,10,#challenge_icon_event403.png,,,
31652,31652101,3243,16206,2594,#challenge_icon_event404.png,,,
31653,31653101,8109,40515,6487,#challenge_icon_event405.png,,,
31661,31661101,0,0,10,#challenge_icon_event406.png,,,
31662,31662101,3315,16566,2652,#challenge_icon_event407.png,,,
31663,31663101,8289,41415,6631,#challenge_icon_event408.png,,,
31671,31671101,0,0,10,#challenge_icon_event409.png,,,
31672,31672101,3340,16688,2672,#challenge_icon_event410.png,,,
31673,31673101,8350,41720,6680,#challenge_icon_event411.png,,,
31681,31681101,0,0,10,#challenge_icon_event412.png,,,
31682,31682101,3348,16730,2678,#challenge_icon_event413.png,,,
31683,31683101,8371,41825,6696,#challenge_icon_event414.png,,,
31691,31691101,0,0,10,#challenge_icon_event415.png,,,
31692,31692101,3366,16822,2693,#challenge_icon_event416.png,,,
31693,31693101,8417,42055,6733,#challenge_icon_event417.png,,,
31701,31701101,0,0,10,#challenge_icon_event418.png,,,
31702,31702101,3403,17006,2722,#challenge_icon_event419.png,,,
31703,31703101,8509,42515,6807,#challenge_icon_event420.png,,,
31711,31711101,0,0,10,#challenge_icon_event421.png,,,
31712,31712101,3475,17366,2780,#challenge_icon_event422.png,,,
31713,31713101,8689,43415,6951,#challenge_icon_event423.png,,,
31721,31721101,0,0,10,#challenge_icon_event424.png,,,
31722,31722101,3500,17488,2800,#challenge_icon_event425.png,,,
31723,31723101,8750,43720,7000,#challenge_icon_event426.png,,,
31731,31731101,0,0,10,#challenge_icon_event427.png,,,
31732,31732101,3508,17530,2806,#challenge_icon_event428.png,,,
31733,31733101,8771,43825,7016,#challenge_icon_event429.png,,,
31741,31741101,0,0,10,#challenge_icon_event430.png,,,
31742,31742101,3526,17622,2821,#challenge_icon_event431.png,,,
31743,31743101,8817,44055,7053,#challenge_icon_event432.png,,,
31751,31751101,0,0,10,#challenge_icon_event433.png,,,
31752,31752101,3563,17806,2850,#challenge_icon_event434.png,,,
31753,31753101,8909,44515,7127,#challenge_icon_event435.png,,,
31761,31761101,0,0,10,#challenge_icon_event436.png,,,
31762,31762101,3635,18166,2908,#challenge_icon_event437.png,,,
31763,31763101,9089,45415,7271,#challenge_icon_event438.png,,,
31771,31771101,0,0,10,#challenge_icon_event439.png,,,
31772,31772101,3660,18288,2928,#challenge_icon_event440.png,,,
31773,31773101,9150,45720,7320,#challenge_icon_event441.png,,,
31781,31781101,0,0,10,#challenge_icon_event442.png,,,
31782,31782101,3668,18330,2934,#challenge_icon_event443.png,,,
31783,31783101,9171,45825,7336,#challenge_icon_event444.png,,,
31791,31791101,0,0,10,#challenge_icon_event445.png,,,
31792,31792101,3686,18422,2949,#challenge_icon_event446.png,,,
31793,31793101,9217,46055,7373,#challenge_icon_event447.png,,,
31801,31801101,0,0,10,#challenge_icon_event448.png,,,
31802,31802101,3723,18606,2978,#challenge_icon_event449.png,,,
31803,31803101,9309,46515,7447,#challenge_icon_event450.png,,,
31811,31811101,0,0,10,#challenge_icon_event451.png,,,
31812,31812101,3795,18966,3036,#challenge_icon_event452.png,,,
31813,31813101,9489,47415,7591,#challenge_icon_event453.png,,,
31821,31821101,0,0,10,#challenge_icon_event454.png,,,
31822,31822101,3820,19088,3056,#challenge_icon_event455.png,,,
31823,31823101,9550,47720,7640,#challenge_icon_event456.png,,,
31831,31831101,0,0,10,#challenge_icon_event457.png,,,
31832,31832101,3828,19130,3062,#challenge_icon_event458.png,,,
31833,31833101,9571,47825,7656,#challenge_icon_event459.png,,,
31841,31841101,0,0,10,#challenge_icon_event460.png,,,
31842,31842101,3846,19222,3077,#challenge_icon_event461.png,,,
31843,31843101,9617,48055,7693,#challenge_icon_event462.png,,,
31851,31851101,0,0,10,#challenge_icon_event463.png,,,
31852,31852101,3883,19406,3106,#challenge_icon_event464.png,,,
31853,31853101,9709,48515,7767,#challenge_icon_event465.png,,,
31861,31861101,0,0,10,#challenge_icon_event466.png,,,
31862,31862101,3955,19766,3164,#challenge_icon_event467.png,,,
31863,31863101,9889,49415,7911,#challenge_icon_event468.png,,,
31871,31871101,0,0,10,#challenge_icon_event469.png,,,
31872,31872101,3980,19888,3184,#challenge_icon_event470.png,,,
31873,31873101,9950,49720,7960,#challenge_icon_event471.png,,,
31881,31881101,0,0,10,#challenge_icon_event472.png,,,
31882,31882101,3988,19930,3190,#challenge_icon_event473.png,,,
31883,31883101,9971,49825,7976,#challenge_icon_event474.png,,,
31891,31891101,0,0,10,#challenge_icon_event475.png,,,
31892,31892101,4006,20022,3205,#challenge_icon_event476.png,,,
31893,31893101,10017,50055,8013,#challenge_icon_event477.png,,,
31901,31901101,0,0,10,#challenge_icon_event478.png,,,
31902,31902101,4043,20206,3234,#challenge_icon_event479.png,,,
31903,31903101,10109,50515,8087,#challenge_icon_event480.png,,,
