stageId,chapterId,floor,name,desc,finShowList,point,stageStepCount,icon,awardGold,awardExp,awardOther,awardID,firstAwardID,mopuptype,event1,eventrate1,event2,eventrate2,event3,eventrate3,event4,eventrate4,event5,eventrate5,
3050,3,50,弦第50层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,260,,,3,305001,6000,305002,2000,305003,2000,305004,0,305005,0,10000
3051,3,51,弦第51层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,220,,,3,305101,10000,305102,0,305103,0,305104,0,305105,0,10000
3052,3,52,弦第52层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,220,,,3,305201,5000,305202,1250,305203,1250,305204,1250,305205,1250,10000
3053,3,53,弦第53层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,220,,,3,305301,5000,305302,1250,305303,1250,305304,1250,305305,1250,10000
3054,3,54,弦第54层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,220,,,3,305401,5000,305402,1250,305403,1250,305404,1250,305405,1250,10000
3055,3,55,弦第55层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,280,,,3,305501,5000,305502,1250,305503,1250,305504,1250,305505,1250,10000
3056,3,56,弦第56层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,240,,,3,305601,2500,305602,2500,305603,5000,305604,0,305605,0,10000
3057,3,57,弦第57层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,240,,,3,305701,5000,305702,2500,305703,2500,305704,0,305705,0,10000
3058,3,58,弦第58层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,240,,,3,305801,5000,305802,5000,305803,0,305804,0,305805,0,10000
3059,3,59,弦第59层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,240,,,3,305901,5000,305902,1250,305903,1250,305904,1250,305905,1250,10000
3060,3,60,弦第60层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,300,,,3,306001,5000,306002,2500,306003,2500,306004,0,306005,0,10000
3061,3,61,弦第61层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,260,,,3,306101,5000,306102,1250,306103,1250,306104,1250,306105,1250,10000
3062,3,62,弦第62层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,260,,,3,306201,5000,306202,1250,306203,1250,306204,1250,306205,1250,10000
3063,3,63,弦第63层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,260,,,3,306301,5000,306302,1250,306303,1250,306304,1250,306305,1250,10000
3064,3,64,弦第64层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,260,,,3,306401,5000,306402,1250,306403,1250,306404,1250,306405,1250,10000
3065,3,65,弦第65层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,320,,,3,306501,2500,306502,2500,306503,5000,306504,0,306505,0,10000
3066,3,66,弦第66层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,280,,,3,306601,2500,306602,2500,306603,2500,306604,2500,306605,0,10000
3067,3,67,弦第67层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,280,,,3,306701,5000,306702,1250,306703,1250,306704,1250,306705,1250,10000
3068,3,68,弦第68层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,280,,,3,306801,5000,306802,2500,306803,2500,306804,0,306805,0,10000
3069,3,69,弦第69层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,280,,,3,306901,5000,306902,1250,306903,1250,306904,1250,306905,1250,10000
3070,3,70,弦第70层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,340,,,3,307001,3000,307002,4000,307003,3000,307004,0,307005,0,10000
3071,3,71,弦第71层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,300,,,3,307101,5000,307102,1250,307103,1250,307104,1250,307105,1250,10000
3072,3,72,弦第72层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,300,,,3,307201,5000,307202,1250,307203,1250,307204,1250,307205,1250,10000
3073,3,73,弦第73层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,300,,,3,307301,5000,307302,1250,307303,1250,307304,1250,307305,1250,10000
3074,3,74,弦第74层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,300,,,3,307401,5000,307402,1250,307403,1250,307404,1250,307405,1250,10000
3075,3,75,弦第75层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,360,,,3,307501,5000,307502,1250,307503,1250,307504,1250,307505,1250,10000
3076,3,76,弦第76层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,320,,,3,307601,2500,307602,2500,307603,5000,307604,0,307605,0,10000
3077,3,77,弦第77层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,320,,,3,307701,5000,307702,2500,307703,2500,307704,0,307705,0,10000
3078,3,78,弦第78层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,320,,,3,307801,2500,307802,2500,307803,5000,307804,0,307805,0,10000
3079,3,79,弦第79层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,320,,,3,307901,5000,307902,1250,307903,1250,307904,1250,307905,1250,10000
3080,3,80,弦第80层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,380,,,3,308001,3500,308002,3000,308003,3500,308004,0,308005,0,10000
3081,3,81,弦第81层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,340,,,3,308101,5000,308102,1250,308103,1250,308104,1250,308105,1250,10000
3082,3,82,弦第82层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,340,,,3,308201,5000,308202,1250,308203,1250,308204,1250,308205,1250,10000
3083,3,83,弦第83层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,340,,,3,308301,5000,308302,1250,308303,1250,308304,1250,308305,1250,10000
3084,3,84,弦第84层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,340,,,3,308401,5000,308402,1250,308403,1250,308404,1250,308405,1250,10000
3085,3,85,弦第85层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,400,,,3,308501,5000,308502,2500,308503,2500,308504,0,308505,0,10000
3086,3,86,弦第86层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,360,,,3,308601,5000,308602,1250,308603,1250,308604,1250,308605,1250,10000
3087,3,87,弦第87层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,360,,,3,308701,2500,308702,2500,308703,5000,308704,0,308705,0,10000
3088,3,88,弦第88层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,360,,,3,308801,2500,308802,2500,308803,2500,308804,2500,308805,0,10000
3089,3,89,弦第89层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,360,,,3,308901,5000,308902,1250,308903,1250,308904,1250,308905,1250,10000
3090,3,90,弦第90层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,420,,,3,309001,2500,309002,2000,309003,5500,309004,0,309005,0,10000
3091,3,91,弦第91层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,380,,,3,309101,5000,309102,1250,309103,1250,309104,1250,309105,1250,10000
3092,3,92,弦第92层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,380,,,3,309201,5000,309202,1250,309203,1250,309204,1250,309205,1250,10000
3093,3,93,弦第93层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,380,,,3,309301,5000,309302,2500,309303,2500,309304,0,309305,0,10000
3094,3,94,弦第94层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,380,,,3,309401,5000,309402,1250,309403,1250,309404,1250,309405,1250,10000
3095,3,95,弦第95层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,440,,,3,309501,6250,309502,1250,309503,1250,309504,1250,309505,0,10000
3096,3,96,弦第96层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,400,,,3,309601,10000,309602,0,309603,0,309604,0,309605,0,10000
3097,3,97,弦第97层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,400,,,3,309701,10000,309702,0,309703,0,309704,0,309705,0,10000
3098,3,98,弦第98层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,400,,,3,309801,10000,309802,0,309803,0,309804,0,309805,0,10000
3099,3,99,弦第99层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,400,,,3,309901,10000,309902,0,309903,0,309904,0,309905,0,10000
3100,3,100,弦第100层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,460,,,3,310001,10000,310002,0,310003,0,310004,0,310005,0,10000
