id,idx,level,power,nextLevelAddPower,costCoin,costPiece,attrToType1,attrToValue1,attrToType2,attrToValue2,attrToType3,attrToValue3,attrToType4,attrToValue4,attrToType5,attrToValue5,toMax,attrType1,attrValue1,attrType2,attrValue2,attrType3,attrValue3,attrType4,attrValue4,attrType5,attrValue5
8005,8,5,39,9,1800,180,5,21,6,24,,,,,,,69000,5,5,6,5,,,,,,
8006,8,6,48,9,2000,200,5,26,6,29,,,,,,,68820,5,5,6,5,,,,,,
8007,8,7,57,9,2200,220,5,31,6,34,,,,,,,68620,5,6,6,5,,,,,,
8008,8,8,67,9,2400,240,5,37,6,39,,,,,,,68400,5,5,6,5,,,,,,
8009,8,9,76,10,2600,260,5,42,6,44,,,,,,,68160,5,6,6,6,,,,,,
8010,8,10,87,10,2800,280,5,48,6,50,,,,,,,67900,5,5,6,5,,,,,,
8011,8,11,95,11,3000,300,5,53,6,55,,,,,,,67620,5,7,6,6,,,,,,
8012,8,12,107,11,3200,320,5,60,6,61,,,,,,,67320,5,6,6,5,,,,,,
8013,8,13,117,11,3400,340,5,66,6,66,,,,,,,67000,5,6,6,6,,,,,,
8014,8,14,127,12,3600,360,5,72,6,72,,,,,,,66660,5,7,6,6,,,,,,
8015,8,15,139,12,3800,380,5,79,6,78,,,,,,,66300,5,7,6,6,,,,,,
8016,8,16,151,12,4000,400,5,86,6,84,,,,,,,65920,5,7,6,6,,,,,,
8017,8,17,162,12,4200,420,5,93,6,90,,,,,,,65520,5,7,6,6,,,,,,
8018,8,18,174,12,4400,440,5,100,6,96,,,,,,,65100,5,7,6,6,,,,,,
8019,8,19,186,13,4600,460,5,107,6,102,,,,,,,64660,5,8,6,6,,,,,,
8020,8,20,198,13,4800,480,5,115,6,108,,,,,,,64200,5,8,6,6,,,,,,
8021,8,21,211,13,5000,500,5,123,6,114,,,,,,,63720,5,7,6,7,,,,,,
8022,8,22,223,13,5200,520,5,130,6,121,,,,,,,63220,5,9,6,6,,,,,,
8023,8,23,237,13,5400,540,5,139,6,127,,,,,,,62700,5,8,6,7,,,,,,
8024,8,24,250,14,5600,560,5,147,6,134,,,,,,,62160,5,9,6,7,,,,,,
8025,8,25,265,14,5800,580,5,156,6,141,,,,,,,61600,5,8,6,7,,,,,,
8026,8,26,278,14,6000,600,5,164,6,148,,,,,,,61020,5,9,6,7,,,,,,
8027,8,27,292,14,6200,620,5,173,6,155,,,,,,,60420,5,9,6,7,,,,,,
8028,8,28,307,14,6400,640,5,182,6,162,,,,,,,59800,5,10,6,7,,,,,,
8029,8,29,322,15,6600,660,5,192,6,169,,,,,,,59160,5,9,6,7,,,,,,
8030,8,30,337,15,6800,680,5,201,6,176,,,,,,,58500,5,10,6,7,,,,,,
8031,8,31,352,15,7000,700,5,211,6,183,,,,,,,57820,5,10,6,7,,,,,,
8032,8,32,367,15,7200,720,5,221,6,190,,,,,,,57120,5,10,6,8,,,,,,
8033,8,33,383,16,7400,740,5,231,6,198,,,,,,,56400,5,10,6,7,,,,,,
8034,8,34,399,17,7600,760,5,241,6,205,,,,,,,55660,5,11,6,8,,,,,,
8035,8,35,416,17,7800,780,5,252,6,213,,,,,,,54900,5,11,6,8,,,,,,
8036,8,36,433,17,8000,800,5,263,6,221,,,,,,,54120,5,10,6,8,,,,,,
8037,8,37,449,17,8200,820,5,273,6,229,,,,,,,53320,5,12,6,7,,,,,,
8038,8,38,467,17,8400,840,5,285,6,236,,,,,,,52500,5,11,6,8,,,,,,
8039,8,39,484,17,8600,860,5,296,6,244,,,,,,,51660,5,11,6,9,,,,,,
8040,8,40,502,18,8800,880,5,307,6,253,,,,,,,50800,5,12,6,8,,,,,,
8041,8,41,520,18,9000,900,5,319,6,261,,,,,,,49920,5,12,6,8,,,,,,
8042,8,42,538,18,9200,920,5,331,6,269,,,,,,,49020,5,12,6,8,,,,,,
8043,8,43,556,18,9400,940,5,343,6,277,,,,,,,48100,5,12,6,9,,,,,,
8044,8,44,575,19,9600,960,5,355,6,286,,,,,,,47160,5,13,6,8,,,,,,
8045,8,45,594,20,9800,980,5,368,6,294,,,,,,,46200,5,12,6,9,,,,,,
8046,8,46,613,20,10000,1000,5,380,6,303,,,,,,,45220,5,13,6,9,,,,,,
8047,8,47,633,20,10200,1020,5,393,6,312,,,,,,,44220,5,13,6,9,,,,,,
8048,8,48,653,20,10400,1040,5,406,6,321,,,,,,,43200,5,13,6,8,,,,,,
8049,8,49,672,20,10600,1060,5,419,6,329,,,,,,,42160,5,14,6,9,,,,,,
8050,8,50,693,21,10800,1080,5,433,6,338,,,,,,,41100,5,13,6,10,,,,,,
8051,8,51,714,21,11000,1100,5,446,6,348,,,,,,,40020,5,14,6,9,,,,,,
8052,8,52,735,21,11200,1120,5,460,6,357,,,,,,,38920,5,14,6,9,,,,,,
8053,8,53,756,21,11400,1140,5,474,6,366,,,,,,,37800,5,14,6,9,,,,,,
8054,8,54,777,21,11600,1160,5,488,6,375,,,,,,,36660,5,15,6,10,,,,,,
8055,8,55,799,23,11800,1180,5,503,6,385,,,,,,,35500,5,14,6,9,,,,,,
8056,8,56,820,23,12000,1200,5,517,6,394,,,,,,,34320,5,15,6,10,,,,,,
8057,8,57,843,23,12200,1220,5,532,6,404,,,,,,,33120,5,15,6,10,,,,,,
8058,8,58,866,23,12400,1240,5,547,6,414,,,,,,,31900,5,15,6,9,,,,,,
8059,8,59,888,23,12600,1260,5,562,6,423,,,,,,,30660,5,16,6,10,,,,,,
8060,8,60,911,24,12800,1280,5,578,6,433,,,,,,,29400,5,15,6,10,,,,,,
8061,8,61,934,24,13000,1300,5,593,6,443,,,,,,,28120,5,16,6,10,,,,,,
8062,8,62,958,24,13200,1320,5,609,6,453,,,,,,,26820,5,16,6,11,,,,,,
8063,8,63,982,24,13400,1340,5,625,6,464,,,,,,,25500,5,16,6,10,,,,,,
8064,8,64,1006,24,13600,1360,5,641,6,474,,,,,,,24160,5,16,6,10,,,,,,
8065,8,65,1030,25,13800,1380,5,657,6,484,,,,,,,22800,5,17,6,11,,,,,,
8066,8,66,1055,25,14000,1400,5,674,6,495,,,,,,,21420,5,17,6,10,,,,,,
8067,8,67,1080,25,14200,1420,5,691,6,505,,,,,,,20020,5,16,6,11,,,,,,
8068,8,68,1104,25,14400,1440,5,707,6,516,,,,,,,18600,5,18,6,11,,,,,,
8069,8,69,1131,25,14600,1460,5,725,6,527,,,,,,,17160,5,17,6,10,,,,,,
8070,8,70,1155,26,14800,1480,5,742,6,537,,,,,,,15700,5,17,6,11,,,,,,
8071,8,71,1181,26,15000,1500,5,759,6,548,,,,,,,14220,5,18,6,11,,,,,,
8072,8,72,1207,26,15200,1520,5,777,6,559,,,,,,,12720,5,18,6,11,,,,,,
8073,8,73,1234,26,15400,1540,5,795,6,570,,,,,,,11200,5,18,6,12,,,,,,
8074,8,74,1261,26,15600,1560,5,813,6,582,,,,,,,9660,5,18,6,11,,,,,,
8075,8,75,1288,26,15800,1580,5,831,6,593,,,,,,,8100,5,19,6,11,,,,,,
8076,8,76,1315,27,16000,1600,5,850,6,604,,,,,,,6520,5,19,6,12,,,,,,
8077,8,77,1343,28,16200,1620,5,869,6,616,,,,,,,4920,5,18,6,11,,,,,,
8078,8,78,1370,28,16400,1640,5,887,6,627,,,,,,,3300,5,19,6,12,,,,,,
8079,8,79,1398,28,16600,1660,5,906,6,639,,,,,,,1660,5,20,6,11,,,,,,
8080,8,80,1427,,,,5,926,6,650,,,,,,,0,,,,,,,,,,
9000,9,0,0,11,900000,0,,,,,,,,,,,79388,,,,,,,,,,
9001,9,1,11,12,1200,100,4,4,6,5,7,4,,,,,79388,4,5,6,4,7,5,,,,
9002,9,2,23,12,1416,118,4,9,6,9,7,9,,,,,79288,4,5,6,5,7,4,,,,
9003,9,3,35,13,1632,136,4,14,6,14,7,13,,,,,79170,4,4,6,5,7,5,,,,
9004,9,4,46,13,1848,154,4,18,6,19,7,18,,,,,79034,4,6,6,5,7,4,,,,
9005,9,5,59,13,2064,172,4,24,6,24,7,22,,,,,78880,4,5,6,5,7,5,,,,
9006,9,6,72,14,2280,190,4,29,6,29,7,27,,,,,78708,4,6,6,5,7,5,,,,
9007,9,7,86,14,2496,208,4,35,6,34,7,32,,,,,78518,4,5,6,5,7,5,,,,
9008,9,8,99,14,2712,226,4,40,6,39,7,37,,,,,78310,4,6,6,5,7,5,,,,
9009,9,9,112,14,2928,244,4,46,6,44,7,42,,,,,78084,4,7,6,6,7,5,,,,
9010,9,10,128,14,3144,262,4,53,6,50,7,47,,,,,77840,4,6,6,5,7,5,,,,
9011,9,11,141,15,3360,280,4,59,6,55,7,52,,,,,77578,4,7,6,6,7,6,,,,
9012,9,12,158,15,3576,298,4,66,6,61,7,58,,,,,77298,4,6,6,5,7,5,,,,
9013,9,13,171,15,3792,316,4,72,6,66,7,63,,,,,77000,4,8,6,6,7,5,,,,
9014,9,14,188,16,4008,334,4,80,6,72,7,68,,,,,76684,4,7,6,6,7,6,,,,
9015,9,15,204,17,4224,352,4,87,6,78,7,74,,,,,76350,4,7,6,6,7,5,,,,
9016,9,16,220,17,4440,370,4,94,6,84,7,79,,,,,75998,4,8,6,6,7,6,,,,
9017,9,17,237,17,4656,388,4,102,6,90,7,85,,,,,75628,4,8,6,6,7,6,,,,
9018,9,18,254,17,4872,406,4,110,6,96,7,91,,,,,75240,4,8,6,6,7,6,,,,
9019,9,19,271,17,5088,424,4,118,6,102,7,97,,,,,74834,4,9,6,6,7,6,,,,
9020,9,20,289,18,5304,442,4,127,6,108,7,103,,,,,74410,4,8,6,6,7,6,,,,
9021,9,21,307,18,5520,460,4,135,6,114,7,109,,,,,73968,4,9,6,7,7,6,,,,
9022,9,22,326,19,5736,478,4,144,6,121,7,115,,,,,73508,4,9,6,6,7,6,,,,
9023,9,23,344,19,5952,496,4,153,6,127,7,121,,,,,73030,4,9,6,7,7,6,,,,
9024,9,24,363,19,6168,514,4,162,6,134,7,127,,,,,72534,4,10,6,7,7,7,,,,
9025,9,25,384,20,6384,532,4,172,6,141,7,134,,,,,72020,4,9,6,7,7,6,,,,
9026,9,26,403,21,6600,550,4,181,6,148,7,140,,,,,71488,4,10,6,7,7,7,,,,
9027,9,27,424,21,6816,568,4,191,6,155,7,147,,,,,70938,4,10,6,7,7,7,,,,
9028,9,28,444,21,7032,586,4,201,6,162,7,154,,,,,70370,4,10,6,7,7,6,,,,
9029,9,29,464,22,7248,604,4,211,6,169,7,160,,,,,69784,4,11,6,7,7,7,,,,
9030,9,30,486,22,7464,622,4,222,6,176,7,167,,,,,69180,4,11,6,7,7,7,,,,
9031,9,31,508,22,7680,640,4,233,6,183,7,174,,,,,68558,4,11,6,7,7,7,,,,
9032,9,32,530,22,7896,658,4,244,6,190,7,181,,,,,67918,4,11,6,8,7,7,,,,
9033,9,33,552,23,8112,676,4,255,6,198,7,188,,,,,67260,4,11,6,7,7,7,,,,
9034,9,34,574,24,8328,694,4,266,6,205,7,195,,,,,66584,4,12,6,8,7,7,,,,
9035,9,35,598,24,8544,712,4,278,6,213,7,202,,,,,65890,4,11,6,8,7,8,,,,
9036,9,36,621,24,8760,730,4,289,6,221,7,210,,,,,65178,4,12,6,8,7,7,,,,
9037,9,37,644,24,8976,748,4,301,6,229,7,217,,,,,64448,4,13,6,7,7,8,,,,
9038,9,38,669,24,9192,766,4,314,6,236,7,225,,,,,63700,4,12,6,8,7,7,,,,
9039,9,39,693,25,9408,784,4,326,6,244,7,232,,,,,62934,4,13,6,9,7,8,,,,
9040,9,40,719,25,9624,802,4,339,6,253,7,240,,,,,62150,4,13,6,8,7,8,,,,
9041,9,41,744,25,9840,820,4,352,6,261,7,248,,,,,61348,4,13,6,8,7,8,,,,
9042,9,42,769,25,10056,838,4,365,6,269,7,256,,,,,60528,4,13,6,8,7,8,,,,
9043,9,43,795,26,10272,856,4,378,6,277,7,264,,,,,59690,4,14,6,9,7,8,,,,
9044,9,44,822,27,10488,874,4,392,6,286,7,272,,,,,58834,4,13,6,8,7,8,,,,
9045,9,45,847,27,10704,892,4,405,6,294,7,280,,,,,57960,4,14,6,9,7,8,,,,
9046,9,46,874,27,10920,910,4,419,6,303,7,288,,,,,57068,4,14,6,9,7,8,,,,
9047,9,47,901,27,11136,928,4,433,6,312,7,296,,,,,56158,4,15,6,9,7,9,,,,
9048,9,48,930,28,11352,946,4,448,6,321,7,305,,,,,55230,4,14,6,8,7,8,,,,
9049,9,49,956,29,11568,964,4,462,6,329,7,313,,,,,54284,4,15,6,9,7,9,,,,
9050,9,50,985,29,11784,982,4,477,6,338,7,322,,,,,53320,4,15,6,10,7,8,,,,
9051,9,51,1014,29,12000,1000,4,492,6,348,7,330,,,,,52338,4,15,6,9,7,9,,,,
9052,9,52,1043,29,12216,1018,4,507,6,357,7,339,,,,,51338,4,16,6,9,7,9,,,,
9053,9,53,1073,30,12432,1036,4,523,6,366,7,348,,,,,50320,4,15,6,9,7,9,,,,
9054,9,54,1102,30,12648,1054,4,538,6,375,7,357,,,,,49284,4,16,6,10,7,9,,,,
9055,9,55,1132,31,12864,1072,4,554,6,385,7,366,,,,,48230,4,16,6,9,7,9,,,,
9056,9,56,1162,31,13080,1090,4,570,6,394,7,375,,,,,47158,4,17,6,10,7,9,,,,
9057,9,57,1194,32,13296,1108,4,587,6,404,7,384,,,,,46068,4,16,6,10,7,9,,,,
9058,9,58,1224,32,13512,1126,4,603,6,414,7,393,,,,,44960,4,17,6,9,7,9,,,,
9059,9,59,1255,32,13728,1144,4,620,6,423,7,402,,,,,43834,4,17,6,10,7,10,,,,
9060,9,60,1288,32,13944,1162,4,637,6,433,7,412,,,,,42690,4,17,6,10,7,9,,,,
9061,9,61,1319,32,14160,1180,4,654,6,443,7,421,,,,,41528,4,17,6,10,7,10,,,,
9062,9,62,1352,33,14376,1198,4,671,6,453,7,431,,,,,40348,4,18,6,11,7,10,,,,
9063,9,63,1386,33,14592,1216,4,689,6,464,7,441,,,,,39150,4,18,6,10,7,9,,,,
9064,9,64,1418,33,14808,1234,4,707,6,474,7,450,,,,,37934,4,18,6,10,7,10,,,,
9065,9,65,1452,33,15024,1252,4,725,6,484,7,460,,,,,36700,4,18,6,11,7,10,,,,
9066,9,66,1486,34,15240,1270,4,743,6,495,7,470,,,,,35448,4,18,6,10,7,10,,,,
9067,9,67,1519,35,15456,1288,4,761,6,505,7,480,,,,,34178,4,19,6,11,7,10,,,,
9068,9,68,1555,35,15672,1306,4,780,6,516,7,490,,,,,32890,4,19,6,11,7,10,,,,
9069,9,69,1590,35,15888,1324,4,799,6,527,7,500,,,,,31584,4,19,6,10,7,11,,,,
9070,9,70,1625,35,16104,1342,4,818,6,537,7,511,,,,,30260,4,19,6,11,7,10,,,,
9071,9,71,1660,36,16320,1360,4,837,6,548,7,521,,,,,28918,4,20,6,11,7,11,,,,
9072,9,72,1697,37,16536,1378,4,857,6,559,7,532,,,,,27558,4,20,6,11,7,10,,,,
9073,9,73,1733,37,16752,1396,4,877,6,570,7,542,,,,,26180,4,19,6,12,7,11,,,,
9074,9,74,1770,37,16968,1414,4,896,6,582,7,553,,,,,24784,4,21,6,11,7,10,,,,
9075,9,75,1807,37,17184,1432,4,917,6,593,7,563,,,,,23370,4,20,6,11,7,11,,,,
9076,9,76,1844,38,17400,1450,4,937,6,604,7,574,,,,,21938,4,21,6,12,7,11,,,,
9077,9,77,1883,39,17616,1468,4,958,6,616,7,585,,,,,20488,4,20,6,11,7,11,,,,
9078,9,78,1920,39,17832,1486,4,978,6,627,7,596,,,,,19020,4,21,6,12,7,11,,,,
9079,9,79,1958,39,18048,1504,4,999,6,639,7,607,,,,,17534,4,22,6,11,7,11,,,,
9080,9,80,1997,39,18264,1522,4,1021,6,650,7,618,,,,,16030,4,21,6,12,7,11,,,,
9081,9,81,2036,40,18480,1540,4,1042,6,662,7,629,,,,,14508,4,22,6,12,7,12,,,,
9082,9,82,2077,40,18696,1558,4,1064,6,674,7,641,,,,,12968,4,22,6,12,7,11,,,,
9083,9,83,2116,40,18912,1576,4,1086,6,686,7,652,,,,,11410,4,22,6,12,7,12,,,,
9084,9,84,2157,40,19128,1594,4,1108,6,698,7,664,,,,,9834,4,22,6,12,7,11,,,,
9085,9,85,2196,41,19344,1612,4,1130,6,710,7,675,,,,,8240,4,22,6,13,7,12,,,,
9086,9,86,2238,41,19560,1630,4,1152,6,723,7,687,,,,,6628,4,23,6,12,7,12,,,,
9087,9,87,2279,41,19776,1648,4,1175,6,735,7,699,,,,,4998,4,23,6,13,7,11,,,,
9088,9,88,2321,42,19992,1666,4,1198,6,748,7,710,,,,,3350,4,23,6,12,7,12,,,,
9089,9,89,2362,42,20208,1684,4,1221,6,760,7,722,,,,,1684,4,24,6,13,7,12,,,,
9090,9,90,2405,,,,4,1245,6,773,7,734,,,,,0,,,,,,,,,,
10000,10,0,0,11,1000000,0,,,,,,,,,,,92367,,,,,,,,,,
10001,10,1,11,11,1500,100,5,4,6,5,7,4,,,,,92367,5,4,6,4,7,5,,,,
10002,10,2,22,11,1755,117,5,8,6,9,7,9,,,,,92267,5,4,6,5,7,4,,,,
10003,10,3,33,12,2010,134,5,12,6,14,7,13,,,,,92150,5,5,6,5,7,5,,,,
10004,10,4,45,13,2265,151,5,17,6,19,7,18,,,,,92016,5,4,6,5,7,4,,,,
10005,10,5,56,13,2520,168,5,21,6,24,7,22,,,,,91865,5,5,6,5,7,5,,,,
10006,10,6,69,13,2775,185,5,26,6,29,7,27,,,,,91697,5,5,6,5,7,5,,,,
10007,10,7,82,13,3030,202,5,31,6,34,7,32,,,,,91512,5,6,6,5,7,5,,,,
10008,10,8,96,13,3285,219,5,37,6,39,7,37,,,,,91310,5,5,6,5,7,5,,,,
10009,10,9,108,14,3540,236,5,42,6,44,7,42,,,,,91091,5,6,6,6,7,5,,,,
10010,10,10,123,14,3795,253,5,48,6,50,7,47,,,,,90855,5,5,6,5,7,5,,,,
10011,10,11,135,14,4050,270,5,53,6,55,7,52,,,,,90602,5,7,6,6,7,6,,,,
10012,10,12,152,14,4305,287,5,60,6,61,7,58,,,,,90332,5,6,6,5,7,5,,,,
10013,10,13,165,14,4560,304,5,66,6,66,7,63,,,,,90045,5,6,6,6,7,5,,,,
10014,10,14,180,16,4815,321,5,72,6,72,7,68,,,,,89741,5,7,6,6,7,6,,,,
10015,10,15,196,16,5070,338,5,79,6,78,7,74,,,,,89420,5,7,6,6,7,5,,,,
10016,10,16,212,16,5325,355,5,86,6,84,7,79,,,,,89082,5,7,6,6,7,6,,,,
10017,10,17,228,16,5580,372,5,93,6,90,7,85,,,,,88727,5,7,6,6,7,6,,,,
10018,10,18,244,16,5835,389,5,100,6,96,7,91,,,,,88355,5,7,6,6,7,6,,,,
10019,10,19,260,17,6090,406,5,107,6,102,7,97,,,,,87966,5,8,6,6,7,6,,,,
10020,10,20,277,17,6345,423,5,115,6,108,7,103,,,,,87560,5,8,6,6,7,6,,,,
10021,10,21,295,17,6600,440,5,123,6,114,7,109,,,,,87137,5,7,6,7,7,6,,,,
10022,10,22,312,18,6855,457,5,130,6,121,7,115,,,,,86697,5,9,6,6,7,6,,,,
10023,10,23,330,18,7110,474,5,139,6,127,7,121,,,,,86240,5,8,6,7,7,6,,,,
10024,10,24,348,19,7365,491,5,147,6,134,7,127,,,,,85766,5,9,6,7,7,7,,,,
10025,10,25,368,19,7620,508,5,156,6,141,7,134,,,,,85275,5,8,6,7,7,6,,,,
10026,10,26,386,20,7875,525,5,164,6,148,7,140,,,,,84767,5,9,6,7,7,7,,,,
10027,10,27,406,20,8130,542,5,173,6,155,7,147,,,,,84242,5,9,6,7,7,7,,,,
10028,10,28,425,20,8385,559,5,182,6,162,7,154,,,,,83700,5,10,6,7,7,6,,,,
10029,10,29,445,21,8640,576,5,192,6,169,7,160,,,,,83141,5,9,6,7,7,7,,,,
10030,10,30,465,21,8895,593,5,201,6,176,7,167,,,,,82565,5,10,6,7,7,7,,,,
10031,10,31,486,21,9150,610,5,211,6,183,7,174,,,,,81972,5,10,6,7,7,7,,,,
10032,10,32,507,21,9405,627,5,221,6,190,7,181,,,,,81362,5,10,6,8,7,7,,,,
10033,10,33,528,22,9660,644,5,231,6,198,7,188,,,,,80735,5,10,6,7,7,7,,,,
10034,10,34,549,23,9915,661,5,241,6,205,7,195,,,,,80091,5,11,6,8,7,7,,,,
10035,10,35,572,23,10170,678,5,252,6,213,7,202,,,,,79430,5,11,6,8,7,8,,,,
10036,10,36,595,23,10425,695,5,263,6,221,7,210,,,,,78752,5,10,6,8,7,7,,,,
10037,10,37,616,23,10680,712,5,273,6,229,7,217,,,,,78057,5,12,6,7,7,8,,,,
10038,10,38,640,23,10935,729,5,285,6,236,7,225,,,,,77345,5,11,6,8,7,7,,,,
10039,10,39,663,23,11190,746,5,296,6,244,7,232,,,,,76616,5,11,6,9,7,8,,,,
10040,10,40,687,24,11445,763,5,307,6,253,7,240,,,,,75870,5,12,6,8,7,8,,,,
10041,10,41,711,24,11700,780,5,319,6,261,7,248,,,,,75107,5,12,6,8,7,8,,,,
10042,10,42,735,24,11955,797,5,331,6,269,7,256,,,,,74327,5,12,6,8,7,8,,,,
10043,10,43,760,24,12210,814,5,343,6,277,7,264,,,,,73530,5,12,6,9,7,8,,,,
10044,10,44,785,25,12465,831,5,355,6,286,7,272,,,,,72716,5,13,6,8,7,8,,,,
10045,10,45,810,26,12720,848,5,368,6,294,7,280,,,,,71885,5,12,6,9,7,8,,,,
10046,10,46,835,26,12975,865,5,380,6,303,7,288,,,,,71037,5,13,6,9,7,8,,,,
10047,10,47,861,26,13230,882,5,393,6,312,7,296,,,,,70172,5,13,6,9,7,9,,,,
10048,10,48,888,26,13485,899,5,406,6,321,7,305,,,,,69290,5,13,6,8,7,8,,,,
10049,10,49,913,27,13740,916,5,419,6,329,7,313,,,,,68391,5,14,6,9,7,9,,,,
10050,10,50,941,28,13995,933,5,433,6,338,7,322,,,,,67475,5,13,6,10,7,8,,,,
10051,10,51,968,28,14250,950,5,446,6,348,7,330,,,,,66542,5,14,6,9,7,9,,,,
10052,10,52,996,28,14505,967,5,460,6,357,7,339,,,,,65592,5,14,6,9,7,9,,,,
10053,10,53,1024,28,14760,984,5,474,6,366,7,348,,,,,64625,5,14,6,9,7,9,,,,
10054,10,54,1052,28,15015,1001,5,488,6,375,7,357,,,,,63641,5,15,6,10,7,9,,,,
10055,10,55,1081,30,15270,1018,5,503,6,385,7,366,,,,,62640,5,14,6,9,7,9,,,,
10056,10,56,1109,30,15525,1035,5,517,6,394,7,375,,,,,61622,5,15,6,10,7,9,,,,
10057,10,57,1139,30,15780,1052,5,532,6,404,7,384,,,,,60587,5,15,6,10,7,9,,,,
10058,10,58,1168,30,16035,1069,5,547,6,414,7,393,,,,,59535,5,15,6,9,7,9,,,,
10059,10,59,1197,30,16290,1086,5,562,6,423,7,402,,,,,58466,5,16,6,10,7,10,,,,
10060,10,60,1229,31,16545,1103,5,578,6,433,7,412,,,,,57380,5,15,6,10,7,9,,,,
10061,10,61,1258,31,16800,1120,5,593,6,443,7,421,,,,,56277,5,16,6,10,7,10,,,,
10062,10,62,1290,31,17055,1137,5,609,6,453,7,431,,,,,55157,5,16,6,11,7,10,,,,
10063,10,63,1322,31,17310,1154,5,625,6,464,7,441,,,,,54020,5,16,6,10,7,9,,,,
10064,10,64,1352,31,17565,1171,5,641,6,474,7,450,,,,,52866,5,16,6,10,7,10,,,,
10065,10,65,1384,32,17820,1188,5,657,6,484,7,460,,,,,51695,5,17,6,11,7,10,,,,
10066,10,66,1417,33,18075,1205,5,674,6,495,7,470,,,,,50507,5,17,6,10,7,10,,,,
10067,10,67,1449,33,18330,1222,5,691,6,505,7,480,,,,,49302,5,16,6,11,7,10,,,,
10068,10,68,1482,33,18585,1239,5,707,6,516,7,490,,,,,48080,5,18,6,11,7,10,,,,
10069,10,69,1516,33,18840,1256,5,725,6,527,7,500,,,,,46841,5,17,6,10,7,11,,,,
10070,10,70,1549,34,19095,1273,5,742,6,537,7,511,,,,,45585,5,17,6,11,7,10,,,,
10071,10,71,1582,34,19350,1290,5,759,6,548,7,521,,,,,44312,5,18,6,11,7,11,,,,
10072,10,72,1617,35,19605,1307,5,777,6,559,7,532,,,,,43022,5,18,6,11,7,10,,,,
10073,10,73,1651,35,19860,1324,5,795,6,570,7,542,,,,,41715,5,18,6,12,7,11,,,,
10074,10,74,1687,35,20115,1341,5,813,6,582,7,553,,,,,40391,5,18,6,11,7,10,,,,
10075,10,75,1721,35,20370,1358,5,831,6,593,7,563,,,,,39050,5,19,6,11,7,11,,,,
10076,10,76,1757,36,20625,1375,5,850,6,604,7,574,,,,,37692,5,19,6,12,7,11,,,,
10077,10,77,1794,37,20880,1392,5,869,6,616,7,585,,,,,36317,5,18,6,11,7,11,,,,
10078,10,78,1829,37,21135,1409,5,887,6,627,7,596,,,,,34925,5,19,6,12,7,11,,,,
10079,10,79,1865,37,21390,1426,5,906,6,639,7,607,,,,,33516,5,20,6,11,7,11,,,,
10080,10,80,1902,37,21645,1443,5,926,6,650,7,618,,,,,32090,5,19,6,12,7,11,,,,
10081,10,81,1939,38,21900,1460,5,945,6,662,7,629,,,,,30647,5,20,6,12,7,12,,,,
10082,10,82,1978,38,22155,1477,5,965,6,674,7,641,,,,,29187,5,20,6,12,7,11,,,,
10083,10,83,2015,38,22410,1494,5,985,6,686,7,652,,,,,27710,5,20,6,12,7,12,,,,
10084,10,84,2054,38,22665,1511,5,1005,6,698,7,664,,,,,26216,5,20,6,12,7,11,,,,
10085,10,85,2091,38,22920,1528,5,1025,6,710,7,675,,,,,24705,5,20,6,13,7,12,,,,
10086,10,86,2131,39,23175,1545,5,1045,6,723,7,687,,,,,23177,5,21,6,12,7,12,,,,
10087,10,87,2170,39,23430,1562,5,1066,6,735,7,699,,,,,21632,5,21,6,13,7,11,,,,
10088,10,88,2210,40,23685,1579,5,1087,6,748,7,710,,,,,20070,5,21,6,12,7,12,,,,
10089,10,89,2249,40,23940,1596,5,1108,6,760,7,722,,,,,18491,5,21,6,13,7,12,,,,
10090,10,90,2289,40,24195,1613,5,1129,6,773,7,734,,,,,16895,5,21,6,12,7,13,,,,
10091,10,91,2330,41,24450,1630,5,1150,6,785,7,747,,,,,15282,5,22,6,13,7,12,,,,
10092,10,92,2371,41,24705,1647,5,1172,6,798,7,759,,,,,13652,5,22,6,13,7,12,,,,
10093,10,93,2412,41,24960,1664,5,1194,6,811,7,771,,,,,12005,5,22,6,13,7,12,,,,
10094,10,94,2453,41,25215,1681,5,1216,6,824,7,783,,,,,10341,5,22,6,13,7,13,,,,
10095,10,95,2495,42,25470,1698,5,1238,6,837,7,796,,,,,8660,5,22,6,13,7,12,,,,
10096,10,96,2537,43,25725,1715,5,1260,6,850,7,808,,,,,6962,5,23,6,14,7,13,,,,
10097,10,97,2580,43,25980,1732,5,1283,6,864,7,821,,,,,5247,5,22,6,13,7,13,,,,
10098,10,98,2622,43,26235,1749,5,1305,6,877,7,834,,,,,3515,5,23,6,13,7,12,,,,
10099,10,99,2665,44,26490,1766,5,1328,6,890,7,846,,,,,1766,5,24,6,14,7,13,,,,
10100,10,100,2710,,,,5,1352,6,904,7,859,,,,,0,,,,,,,,,,
11000,11,0,0,12,1100000,0,,,,,,,,,,,105076,,,,,,,,,,
11001,11,1,12,13,2000,100,4,4,5,4,6,5,,,,,105076,4,5,5,4,6,4,,,,
11002,11,2,24,13,2320,116,4,9,5,8,6,9,,,,,104976,4,5,5,4,6,5,,,,
11003,11,3,37,13,2640,132,4,14,5,12,6,14,,,,,104860,4,4,5,5,6,5,,,,
11004,11,4,50,14,2960,148,4,18,5,17,6,19,,,,,104728,4,6,5,4,6,5,,,,
