id,name,icon,des,link,linkelse,needevent,needarg,award,nextid,preid,sort,showLv
17007,升级角色,,角色等级达到7级,802,0,2007,7,"1,1,7000",17008,17006,3,1
17008,升级角色,,角色等级达到8级,802,0,2007,8,"1,1,8000",17009,17007,3,1
17009,升级角色,,角色等级达到9级,802,0,2007,9,"1,1,9000",17010,17008,3,1
17010,升级角色,,角色等级达到10级,802,0,2007,10,"1,1,10000",17011,17009,3,1
17011,升级角色,,角色等级达到11级,802,0,2007,11,"1,1,11000",17012,17010,3,1
17012,升级角色,,角色等级达到12级,802,0,2007,12,"1,1,12000",17013,17011,3,1
17013,升级角色,,角色等级达到13级,802,0,2007,13,"1,1,13000",17014,17012,3,1
17014,升级角色,,角色等级达到14级,802,0,2007,14,"1,1,14000",17015,17013,3,1
17015,升级角色,,角色等级达到15级,802,0,2007,15,"1,1,15000",17016,17014,3,1
17016,升级角色,,角色等级达到16级,802,0,2007,16,"1,1,16000",17017,17015,3,1
17017,升级角色,,角色等级达到17级,802,0,2007,17,"1,1,17000",17018,17016,3,1
17018,升级角色,,角色等级达到18级,802,0,2007,18,"1,1,18000",17019,17017,3,1
17019,升级角色,,角色等级达到19级,802,0,2007,19,"1,1,19000",17020,17018,3,1
17020,升级角色,,角色等级达到20级,802,0,2007,20,"1,1,20000",17021,17019,3,1
17021,升级角色,,角色等级达到21级,802,0,2007,21,"1,1,21000",17022,17020,3,1
17022,升级角色,,角色等级达到22级,802,0,2007,22,"1,1,22000",17023,17021,3,1
17023,升级角色,,角色等级达到23级,802,0,2007,23,"1,1,23000",17024,17022,3,1
17024,升级角色,,角色等级达到24级,802,0,2007,24,"1,1,24000",17025,17023,3,1
17025,升级角色,,角色等级达到25级,802,0,2007,25,"1,1,25000",17026,17024,3,1
17026,升级角色,,角色等级达到26级,802,0,2007,26,"1,1,26000",17027,17025,3,1
17027,升级角色,,角色等级达到27级,802,0,2007,27,"1,1,27000",17028,17026,3,1
17028,升级角色,,角色等级达到28级,802,0,2007,28,"1,1,28000",17029,17027,3,1
17029,升级角色,,角色等级达到29级,802,0,2007,29,"1,1,29000",17030,17028,3,1
17030,升级角色,,角色等级达到30级,802,0,2007,30,"1,1,30000",17031,17029,3,1
17031,升级角色,,角色等级达到31级,802,0,2007,31,"1,1,31000",17032,17030,3,1
17032,升级角色,,角色等级达到32级,802,0,2007,32,"1,1,32000",17033,17031,3,1
17033,升级角色,,角色等级达到33级,802,0,2007,33,"1,1,33000",17034,17032,3,1
17034,升级角色,,角色等级达到34级,802,0,2007,34,"1,1,34000",17035,17033,3,1
17035,升级角色,,角色等级达到35级,802,0,2007,35,"1,1,35000",17036,17034,3,1
17036,升级角色,,角色等级达到36级,802,0,2007,36,"1,1,36000",17037,17035,3,1
17037,升级角色,,角色等级达到37级,802,0,2007,37,"1,1,37000",17038,17036,3,1
17038,升级角色,,角色等级达到38级,802,0,2007,38,"1,1,38000",17039,17037,3,1
17039,升级角色,,角色等级达到39级,802,0,2007,39,"1,1,39000",17040,17038,3,1
17040,升级角色,,角色等级达到40级,802,0,2007,40,"1,1,40000",17041,17039,3,1
17041,升级角色,,角色等级达到41级,802,0,2007,41,"1,1,41000",17042,17040,3,1
17042,升级角色,,角色等级达到42级,802,0,2007,42,"1,1,42000",17043,17041,3,1
17043,升级角色,,角色等级达到43级,802,0,2007,43,"1,1,43000",17044,17042,3,1
17044,升级角色,,角色等级达到44级,802,0,2007,44,"1,1,44000",17045,17043,3,1
17045,升级角色,,角色等级达到45级,802,0,2007,45,"1,1,45000",17046,17044,3,1
17046,升级角色,,角色等级达到46级,802,0,2007,46,"1,1,46000",17047,17045,3,1
17047,升级角色,,角色等级达到47级,802,0,2007,47,"1,1,47000",17048,17046,3,1
17048,升级角色,,角色等级达到48级,802,0,2007,48,"1,1,48000",17049,17047,3,1
17049,升级角色,,角色等级达到49级,802,0,2007,49,"1,1,49000",17050,17048,3,1
17050,升级角色,,角色等级达到50级,802,0,2007,50,"1,1,50000",17051,17049,3,1
17051,升级角色,,角色等级达到51级,802,0,2007,51,"1,1,51000",17052,17050,3,1
17052,升级角色,,角色等级达到52级,802,0,2007,52,"1,1,52000",17053,17051,3,1
17053,升级角色,,角色等级达到53级,802,0,2007,53,"1,1,53000",17054,17052,3,1
17054,升级角色,,角色等级达到54级,802,0,2007,54,"1,1,54000",17055,17053,3,1
17055,升级角色,,角色等级达到55级,802,0,2007,55,"1,1,55000",17056,17054,3,1
17056,升级角色,,角色等级达到56级,802,0,2007,56,"1,1,56000",17057,17055,3,1
17057,升级角色,,角色等级达到57级,802,0,2007,57,"1,1,57000",17058,17056,3,1
17058,升级角色,,角色等级达到58级,802,0,2007,58,"1,1,58000",17059,17057,3,1
17059,升级角色,,角色等级达到59级,802,0,2007,59,"1,1,59000",17060,17058,3,1
17060,升级角色,,角色等级达到60级,802,0,2007,60,"1,1,60000",17061,17059,3,1
17061,升级角色,,角色等级达到61级,802,0,2007,61,"1,1,61000",17062,17060,3,1
17062,升级角色,,角色等级达到62级,802,0,2007,62,"1,1,62000",17063,17061,3,1
17063,升级角色,,角色等级达到63级,802,0,2007,63,"1,1,63000",17064,17062,3,1
17064,升级角色,,角色等级达到64级,802,0,2007,64,"1,1,64000",17065,17063,3,1
17065,升级角色,,角色等级达到65级,802,0,2007,65,"1,1,65000",17066,17064,3,1
17066,升级角色,,角色等级达到66级,802,0,2007,66,"1,1,66000",17067,17065,3,1
17067,升级角色,,角色等级达到67级,802,0,2007,67,"1,1,67000",17068,17066,3,1
17068,升级角色,,角色等级达到68级,802,0,2007,68,"1,1,68000",17069,17067,3,1
17069,升级角色,,角色等级达到69级,802,0,2007,69,"1,1,69000",17070,17068,3,1
17070,升级角色,,角色等级达到70级,802,0,2007,70,"1,1,70000",17071,17069,3,1
17071,升级角色,,角色等级达到71级,802,0,2007,71,"1,1,71000",17072,17070,3,1
17072,升级角色,,角色等级达到72级,802,0,2007,72,"1,1,72000",17073,17071,3,1
17073,升级角色,,角色等级达到73级,802,0,2007,73,"1,1,73000",17074,17072,3,1
17074,升级角色,,角色等级达到74级,802,0,2007,74,"1,1,74000",17075,17073,3,1
17075,升级角色,,角色等级达到75级,802,0,2007,75,"1,1,75000",17076,17074,3,1
17076,升级角色,,角色等级达到76级,802,0,2007,76,"1,1,76000",17077,17075,3,1
17077,升级角色,,角色等级达到77级,802,0,2007,77,"1,1,77000",17078,17076,3,1
17078,升级角色,,角色等级达到78级,802,0,2007,78,"1,1,78000",17079,17077,3,1
17079,升级角色,,角色等级达到79级,802,0,2007,79,"1,1,79000",17080,17078,3,1
17080,升级角色,,角色等级达到80级,802,0,2007,80,"1,1,80000",0,17079,3,1
18001,提升VIP等级,,VIP等级达到1级,1301,0,2008,1,"1,1,10000",18002,0,4,99
18002,提升VIP等级,,VIP等级达到2级,1301,0,2008,2,"1,1,20000",18003,18001,4,99
18003,提升VIP等级,,VIP等级达到3级,1301,0,2008,3,"1,1,30000",18004,18002,4,99
18004,提升VIP等级,,VIP等级达到4级,1301,0,2008,4,"1,1,40000",18005,18003,4,99
18005,提升VIP等级,,VIP等级达到5级,1301,0,2008,5,"1,1,50000",18006,18004,4,99
18006,提升VIP等级,,VIP等级达到6级,1301,0,2008,6,"1,1,60000",18007,18005,4,99
18007,提升VIP等级,,VIP等级达到7级,1301,0,2008,7,"1,1,70000",18008,18006,4,99
18008,提升VIP等级,,VIP等级达到8级,1301,0,2008,8,"1,1,80000",18009,18007,4,99
18009,提升VIP等级,,VIP等级达到9级,1301,0,2008,9,"1,1,90000",18010,18008,4,99
18010,提升VIP等级,,VIP等级达到10级,1301,0,2008,10,"1,1,100000",18011,18009,4,99
18011,提升VIP等级,,VIP等级达到11级,1301,0,2008,11,"1,1,110000",18012,18010,4,99
18012,提升VIP等级,,VIP等级达到12级,1301,0,2008,12,"1,1,120000",18013,18011,4,99
18013,提升VIP等级,,VIP等级达到13级,1301,0,2008,13,"1,1,130000",18014,18012,4,99
18014,提升VIP等级,,VIP等级达到14级,1301,0,2008,14,"1,1,140000",0,18013,4,99
19001,提升战斗力,,战斗力达到2000,201,0,2009,2000,"1,2,100",19002,0,15,5
19002,提升战斗力,,战斗力达到4000,201,0,2009,4000,"1,2,100",19003,19001,15,5
19003,提升战斗力,,战斗力达到10000,201,0,2009,10000,"1,2,100",19004,19002,15,5
19004,提升战斗力,,战斗力达到20000,201,0,2009,20000,"1,2,100",19005,19003,15,5
19005,提升战斗力,,战斗力达到40000,201,0,2009,40000,"1,2,100",19006,19004,15,5
19006,提升战斗力,,战斗力达到60000,201,0,2009,60000,"1,2,100",19007,19005,15,5
19007,提升战斗力,,战斗力达到80000,201,0,2009,80000,"1,2,100",19008,19006,15,5
19008,提升战斗力,,战斗力达到100000,201,0,2009,100000,"1,2,100",19009,19007,15,5
19009,提升战斗力,,战斗力达到140000,201,0,2009,140000,"1,2,100",19010,19008,15,5
19010,提升战斗力,,战斗力达到180000,201,0,2009,180000,"1,2,100",19011,19009,15,5
19011,提升战斗力,,战斗力达到200000,201,0,2009,200000,"1,2,100",19012,19010,15,5
19012,提升战斗力,,战斗力达到220000,201,0,2009,220000,"1,2,100",19013,19011,15,5
19013,提升战斗力,,战斗力达到240000,201,0,2009,240000,"1,2,100",19014,19012,15,5
19014,提升战斗力,,战斗力达到260000,201,0,2009,260000,"1,2,100",19015,19013,15,5
19015,提升战斗力,,战斗力达到280000,201,0,2009,280000,"1,2,100",19016,19014,15,5
19016,提升战斗力,,战斗力达到300000,201,0,2009,300000,"1,2,100",19017,19015,15,5
19017,提升战斗力,,战斗力达到320000,201,0,2009,320000,"1,2,100",19018,19016,15,5
19018,提升战斗力,,战斗力达到340000,201,0,2009,340000,"1,2,100",19019,19017,15,5
19019,提升战斗力,,战斗力达到360000,201,0,2009,360000,"1,2,100",19020,19018,15,5
19020,提升战斗力,,战斗力达到380000,201,0,2009,380000,"1,2,100",19021,19019,15,5
19021,提升战斗力,,战斗力达到400000,201,0,2009,400000,"1,2,100",0,19020,15,5
20001,拥有四星京剧猫,,拥有1个四星京剧猫,502,0,2010,1,"10,1,10",20002,0,13,4
20002,拥有四星京剧猫,,拥有5个四星京剧猫,502,0,2010,5,"10,1,20",20003,20001,13,4
20003,拥有四星京剧猫,,拥有10个四星京剧猫,502,0,2010,10,"10,1,30",20004,20002,13,4
20004,拥有四星京剧猫,,拥有15个四星京剧猫,502,0,2010,15,"10,1,40",20005,20003,13,4
20005,拥有四星京剧猫,,拥有20个四星京剧猫,502,0,2010,20,"10,1,50",20006,20004,13,4
20006,拥有四星京剧猫,,拥有25个四星京剧猫,502,0,2010,25,"10,1,60",20007,20005,13,4
20007,拥有四星京剧猫,,拥有30个四星京剧猫,502,0,2010,30,"10,1,70",20008,20006,13,4
20008,拥有四星京剧猫,,拥有35个四星京剧猫,502,0,2010,35,"10,1,80",20009,20007,13,4
20009,拥有四星京剧猫,,拥有40个四星京剧猫,502,0,2010,40,"10,1,90",0,20008,13,4
21001,拥有紫色京剧猫,,拥有1个紫色品质京剧猫,701,0,2011,1,"9,1001,1;9,1002,1;9,1003,1;9,1004,1",21002,0,14,4
21002,拥有紫色京剧猫,,拥有5个紫色品质京剧猫,701,0,2011,5,"9,1005,2;9,1006,2;9,1007,2;9,1008,2",21003,21001,14,4
21003,拥有紫色京剧猫,,拥有10个紫色品质京剧猫,701,0,2011,10,"9,1001,2;9,1002,2;9,1003,2;9,1004,2",21004,21002,14,4
21004,拥有紫色京剧猫,,拥有15个紫色品质京剧猫,701,0,2011,15,"9,1005,2;9,1006,2;9,1007,2;9,1008,2",21005,21003,14,4
21005,拥有紫色京剧猫,,拥有20个紫色品质京剧猫,701,0,2011,20,"9,1001,2;9,1002,2;9,1003,2;9,1004,2",21006,21004,14,4
21006,拥有紫色京剧猫,,拥有25个紫色品质京剧猫,701,0,2011,25,"9,1005,2;9,1006,2;9,1007,2;9,1008,2",21007,21005,14,4
21007,拥有紫色京剧猫,,拥有30个紫色品质京剧猫,701,0,2011,30,"9,1001,2;9,1002,2;9,1003,2;9,1004,2",21008,21006,14,4
21008,拥有紫色京剧猫,,拥有35个紫色品质京剧猫,701,0,2011,35,"9,1005,2;9,1006,2;9,1007,2;9,1008,2",21009,21007,14,4
21009,拥有紫色京剧猫,,拥有40个紫色品质京剧猫,701,0,2011,40,"9,1001,2;9,1002,2;9,1003,2;9,1004,2",0,21008,14,4
22001,解锁助阵位,,解锁1个京剧猫助阵位,503,0,2012,1,"6,6,500",22002,0,21,27
22002,解锁助阵位,,解锁2个京剧猫助阵位,503,0,2012,2,"6,6,500",22003,22001,21,27
22003,解锁助阵位,,解锁3个京剧猫助阵位,503,0,2012,3,"6,6,500",22004,22002,21,27
22004,解锁助阵位,,解锁4个京剧猫助阵位,503,0,2012,4,"6,6,500",22005,22003,21,27
22005,解锁助阵位,,解锁5个京剧猫助阵位,503,0,2012,5,"6,6,500",22006,22004,21,27
22006,解锁助阵位,,解锁6个京剧猫助阵位,503,0,2012,6,"6,6,500",22007,22005,21,27
22007,解锁助阵位,,解锁7个京剧猫助阵位,503,0,2012,7,"6,6,500",0,22006,21,27
25001,培养助阵位,,培养1个紫色品质助阵位,503,0,2015,1,"6,6,500",25002,0,22,27
25002,培养助阵位,,培养2个紫色品质助阵位,503,0,2015,2,"6,6,500",25003,25001,22,27
25003,培养助阵位,,培养3个紫色品质助阵位,503,0,2015,3,"6,6,500",25004,25002,22,27
25004,培养助阵位,,培养4个紫色品质助阵位,503,0,2015,4,"6,6,500",25005,25003,22,27
25005,培养助阵位,,培养5个紫色品质助阵位,503,0,2015,5,"6,6,500",25006,25004,22,27
25006,培养助阵位,,培养6个紫色品质助阵位,503,0,2015,6,"6,6,500",25007,25005,22,27
25007,培养助阵位,,培养7个紫色品质助阵位,503,0,2015,7,"6,6,500",0,25006,22,27
27001,排位赛胜场,,排位赛累计胜利10场,1702,0,2017,10,"1,2,20",27002,0,18,19
27002,排位赛胜场,,排位赛累计胜利100场,1702,0,2017,100,"1,2,50",27003,27001,18,19
27003,排位赛胜场,,排位赛累计胜利500场,1702,0,2017,500,"1,2,100",27004,27002,18,19
27004,排位赛胜场,,排位赛累计胜利1000场,1702,0,2017,1000,"1,2,200",0,27003,18,19
29001,激活多个角色,,激活1个新角色,2401,0,2019,1,"1,1,100000",29002,0,5,1
29002,激活多个角色,,激活2个新角色,2401,0,2019,2,"1,1,100000",29003,29001,5,1
29003,激活多个角色,,激活3个新角色,2401,0,2019,3,"1,1,100000",0,29002,5,1
30001,勇气试炼胜场,,勇气试炼累计胜利10场,1802,0,2020,10,"30,1,5",30002,0,23,27
30002,勇气试炼胜场,,勇气试炼累计胜利30场,1802,0,2020,30,"30,1,5",30003,30001,23,27
30003,勇气试炼胜场,,勇气试炼累计胜利60场,1802,0,2020,60,"30,1,10",30004,30002,23,27
30004,勇气试炼胜场,,勇气试炼累计胜利90场,1802,0,2020,90,"30,1,10",30005,30003,23,27
30005,勇气试炼胜场,,勇气试炼累计胜利120场,1802,0,2020,120,"30,1,10",30006,30004,23,27
30006,勇气试炼胜场,,勇气试炼累计胜利150场,1802,0,2020,150,"30,1,10",30007,30005,23,27
30007,勇气试炼胜场,,勇气试炼累计胜利180场,1802,0,2020,180,"30,1,10",30008,30006,23,27
30008,勇气试炼胜场,,勇气试炼累计胜利210场,1802,0,2020,210,"30,1,10",30009,30007,23,27
30009,勇气试炼胜场,,勇气试炼累计胜利240场,1802,0,2020,240,"30,1,10",30010,30008,23,27
30010,勇气试炼胜场,,勇气试炼累计胜利270场,1802,0,2020,270,"30,1,10",30011,30009,23,27
30011,勇气试炼胜场,,勇气试炼累计胜利300场,1802,0,2020,300,"30,1,10",0,30010,23,27
31001,通关无限挑战,,无限挑战通关鼓楼,1801,0,2021,1,"1,2,100",31002,0,24,27
31002,通关无限挑战,,无限挑战通关管楼,1801,0,2021,2,"1,2,200",31003,31001,24,27
31003,通关无限挑战,,无限挑战通关弦楼,1801,0,2021,3,"1,2,300",0,31002,24,27
32001,累计释放韵功,,战斗中累计释放10次韵功,801,0,2022,10,"1,6,100",32002,0,6,1
32002,累计释放韵功,,战斗中累计释放50次韵功,801,0,2022,50,"1,6,500",32003,32001,6,1
32003,累计释放韵功,,战斗中累计释放100次韵功,801,0,2022,100,"1,6,1000",32004,32002,6,1
32004,累计释放韵功,,战斗中累计释放500次韵功,801,0,2022,500,"1,6,5000",32005,32003,6,1
32005,累计释放韵功,,战斗中累计释放1000次韵功,801,0,2022,1000,"1,6,10000",0,32004,6,1
33001,释放韵力激发,,战斗中累计释放10次韵力激发,801,0,2023,10,"1,1,10000",33002,0,7,1
33002,释放韵力激发,,战斗中累计释放50次韵力激发,801,0,2023,50,"1,1,50000",33003,33001,7,1
33003,释放韵力激发,,战斗中累计释放100次韵力激发,801,0,2023,100,"1,1,100000",33004,33002,7,1
33004,释放韵力激发,,战斗中累计释放500次韵力激发,801,0,2023,500,"1,1,500000",33005,33003,7,1
33005,释放韵力激发,,战斗中累计释放1000次韵力激发,801,0,2023,1000,"1,1,1000000",0,33004,7,1
34001,召唤京剧猫,,战斗中累计召唤10次京剧猫,801,0,2024,10,"1,1,1000",34002,0,8,1
34002,召唤京剧猫,,战斗中累计召唤100次京剧猫,801,0,2024,100,"1,1,10000",34003,34001,8,1
34003,召唤京剧猫,,战斗中累计召唤500次京剧猫,801,0,2024,500,"1,1,50000",34004,34002,8,1
34004,召唤京剧猫,,战斗中累计召唤1000次京剧猫,801,0,2024,1000,"1,1,100000",34005,34003,8,1
34005,召唤京剧猫,,战斗中累计召唤5000次京剧猫,801,0,2024,5000,"1,1,500000",34006,34004,8,1
34006,召唤京剧猫,,战斗中累计召唤10000次京剧猫,801,0,2024,10000,"1,1,1000000",0,34005,8,1
35001,成为好友,,与5个人成为好友,601,0,2025,5,"1,1,1000",35002,0,17,15
35002,成为好友,,与10个人成为好友,601,0,2025,10,"1,1,1000",35003,35001,17,15
35003,成为好友,,与15个人成为好友,601,0,2025,15,"1,1,1000",35004,35002,17,15
35004,成为好友,,与20个人成为好友,601,0,2025,20,"1,1,1000",35005,35003,17,15
35005,成为好友,,与25个人成为好友,601,0,2025,25,"1,1,1000",35006,35004,17,15
35006,成为好友,,与30个人成为好友,601,0,2025,30,"1,1,1000",35007,35005,17,15
35007,成为好友,,与35个人成为好友,601,0,2025,35,"1,1,1000",35008,35006,17,15
35008,成为好友,,与40个人成为好友,601,0,2025,40,"1,1,1000",35009,35007,17,15
35009,成为好友,,与45个人成为好友,601,0,2025,45,"1,1,1000",35010,35008,17,15
35010,成为好友,,与50个人成为好友,601,0,2025,50,"1,1,1000",35011,35009,17,15
35011,成为好友,,与100个人成为好友,601,0,2025,100,"1,1,1000",0,35010,17,15
36001,拥有玉器,,拥有一块任意1级玉器,201,0,2032,1,"1,1,5000",36002,0,16,5
36002,拥有玉器,,拥有一块任意5级玉器,201,0,2032,5,"1,2,50",36003,36001,16,5
36003,拥有玉器,,拥有一块任意10级玉器,201,0,2032,10,"1,2,300",36004,36002,16,5
36004,拥有玉器,,拥有一块任意15级玉器,201,0,2032,15,"1,2,1000",0,36003,16,5
39001,进行伶人招募,,累计进行10次伶人招募,701,0,2029,10,"6,1,10",39002,0,10,4
39002,进行伶人招募,,累计进行30次伶人招募,701,0,2029,30,"6,1,30",39003,39001,10,4
39003,进行伶人招募,,累计进行100次伶人招募,701,0,2029,100,"6,2,10",39004,39002,10,4
39004,进行伶人招募,,累计进行200次伶人招募,701,0,2029,200,"6,3,10",39005,39003,10,4
39005,进行伶人招募,,累计进行300次伶人招募,701,0,2029,300,"6,3,20",0,39004,10,4
40001,进行群伶招募,,累计进行10次群伶招募,701,0,2030,10,"9,1001,1;9,1002,1;9,1003,1;9,1004,1",40002,0,11,4
40002,进行群伶招募,,累计进行30次群伶招募,701,0,2030,30,"9,1005,2;9,1006,2;9,1007,2;9,1008,2",40003,40001,11,4
40003,进行群伶招募,,累计进行100次群伶招募,701,0,2030,100,"9,1001,3;9,1002,3;9,1003,3;9,1004,3",40004,40002,11,4
40004,进行群伶招募,,累计进行200次群伶招募,701,0,2030,200,"9,1001,5;9,1002,5;9,1003,5;9,1004,5",40005,40003,11,4
40005,进行群伶招募,,累计进行300次群伶招募,701,0,2030,300,"9,1001,10;9,1002,10;9,1003,10;9,1004,10",0,40004,11,4
41001,进行名伶招募,,累计进行10次名伶招募,701,0,2031,10,"1,1,100000",41002,0,12,4
41002,进行名伶招募,,累计进行30次名伶招募,701,0,2031,30,"1,1,200000",41003,41001,12,4
41003,进行名伶招募,,累计进行100次名伶招募,701,0,2031,100,"1,1,500000",41004,41002,12,4
41004,进行名伶招募,,累计进行200次名伶招募,701,0,2031,200,"1,1,1000000",41005,41003,12,4
41005,进行名伶招募,,累计进行300次名伶招募,701,0,2031,300,"1,1,1500000",0,41004,12,4
