id,monsterid,name,sect,quality,skillid,in_effectid,out_effectid,PicOffset,ResOffset,PicRotate,rate,outType,param1,param2,maxstar,maxfloor,count,lucky,desc,lifelight,Res,sex,awakenstar1,effect1,awakenstar2,effect2,awakenstar3,effect3,des1,des2,des3,handbook_bigxy,handbook_bigscale,handbook_bigrotate,handbook_smallxy,handbook_smallscale,handbook_smallrotate,story1,story1opencondition,story2,story2opencondition,story3,story3opencondition
24,10024,索命修罗,4,3,1002423,12,13,"0,0","195,50",0,1600,0,2,-100,10,5,80,1013,判宗邢堂弟子|主明正典刑|擅使奇门兵器|招式不能以常理度之|,2,monster0024,1,3,1;30;100,6,2;1100,,,增加100点中毒抗性,出现概率增加11%,,"18,0",0.5,0,"23,5",0.85,0,"18<row><color=207,178,101>宗主大人率领我等追击逃走的小黑<row><color=207,178,101>追到一处山谷，<row><color=207,178,101>突然出现了无数的魔物<row><color=207,178,101>我不停地斩杀着魔物。<row><color=207,178,101>不知道斩杀了多少魔物之后，<row><color=207,178,101>我才突然反应过来……<row><color=207,178,101>我们这一队，<row><color=207,178,101>只剩下我一个了……","3,24,6;佣兵索命修罗等级达到6级","18<row><color=207,178,101>混沌、力量，<row><color=207,178,101>我的同门陷入其中不能自拔，<row><color=207,178,101>自从猫土之战之后就是如此。<row><color=207,178,101>真遗憾你们无法阻止什么，<row><color=207,178,101>黯大人的意志不可违背，<row><color=207,178,101>这个世界必将属于混沌!","1,10809,0;通关章节关卡第八章 第9关",,
30,10030,摄魂灵官,4,3,1003023,12,13,"0,0","200,50",0,1400,0,2,0,10,5,80,1014,判宗弟子|负责缉捕之职|平日好作道士打扮|手中佛尘即是兵器|,2,monster0030,1,3,1;29;100,6,2;1000,,,增加100点减速抗性,出现概率增加10%,,"18,0",0.5,0,"23,5",0.85,0,"18<row><color=207,178,101>北边的哨探失去了联络，<row><color=207,178,101>夺命大人让我前去查看一番。<row><color=207,178,101>这可不是一个好差事。<row><color=207,178,101>修罗他带着一队好手在那边，<row><color=207,178,101>如果他们都挡不住，我过去也是白搭。<row><color=207,178,101>我得好好想一想……<row><color=207,178,101>怎么才能保全自己的小命……","3,30,6;佣兵摄魂灵官等级达到6级","18<row><color=207,178,101>闭嘴！<row><color=207,178,101>不要用那种语调和我说话！<row><color=207,178,101>那个弱小的我早就成为了过去！<row><color=207,178,101>没错，因为我拥有了混沌的力量！<row><color=207,178,101>在我的面前颤抖吧！","3,30,10;佣兵摄魂灵官等级达到10级",,
31,10031,叫天,9,3,1003123,12,13,"0,0","195,50",0,1300,0,2,0,10,5,80,1001,出身唱宗|将音之韵与铜锣结合|创出独特的金锣音功|,2,monster0031,1,3,1;30;100,6,2;1000,,,增加100点中毒抗性,出现概率增加10%,,"18,0",0.5,0,"23,5",0.85,0,"18<row><color=207,178,101>别动。<row><color=207,178,101>让他们过去，神行客。<row><color=207,178,101>魔物太多了，<row><color=207,178,101>你不可能一路杀出去。<row><color=207,178,101>靠紧我，我会将我们伪装起来。<row><color=207,178,101>对，就是这样，<row><color=207,178,101>我们就能躲开魔物。<row><color=207,178,101>看！<row><color=207,178,101>洞口就在那边。<row><color=207,178,101>趁现在没有魔物，我们赶紧冲出去！","3,31,6;佣兵叫天等级达到6级","18<row><color=207,178,101>你们这些蠢货已经主动步入了陷阱。<row><color=207,178,101>虽然你们经历了千难万险，<row><color=207,178,101>才来这里……<row><color=207,178,101>但是现在，<row><color=207,178,101>活下来的唯一途径，<row><color=207,178,101>就是加入黯大人的麾下！
","2,50901,0;通关十二宗宫唱宗前厅",,
33,10033,杜康,11,3,1003323,12,13,"0,0","225,40",0,1000,2,0,100,10,5,80,1016,嗜酒如命的酿酒师|被混沌魔化后失去灵智|四处作恶|,2,monster0033,1,3,1;30;100,6,2;1000,,,增加100点中毒抗性,出现概率增加10%,,"18,0",0.45,0,"23,5",0.85,0,"18<row><color=207,178,101>虽然人们常说「喝酒伤身」，<row><color=207,178,101>但对在下来说来说，<row><color=207,178,101>酒才是治病疗伤的良方。<row><color=207,178,101>可惜啊，和尚不知道云游去了何处<row><color=207,178,101>，不然两人一起喝上千杯，岂不快哉！","3,33,6;佣兵杜康等级达到6级","18<row><color=207,178,101>不行不行！<row><color=207,178,101>已经用了最好的本源之水<row><color=207,178,101>在下的技艺也能称得上天下第一<row><color=207,178,101>怎么仍然酿造不出我想要的无双美酒<row><color=207,178,101>难道是酒曲不行？<row><color=207,178,101>我得好好想一想……<row><color=207,178,101>加一点混沌会怎么样？<row><color=207,178,101>啊！这是个好主意，<row><color=207,178,101>哇哈哈哈哈哈","5,39,3;佣兵莽头陀层级达到3级",,
36,10036,水上漂,5,3,1003623,12,13,"0,0","230,50",0,1100,0,2,0,10,5,80,1012,云梦泽中的水贼|擅使奇门兵器船锚|出招诡异|狠辣无比|,2,monster0036,1,3,1;27;100,6,2;1000,,,增加100点眩晕抗性,出现概率增加10%,,"18,0",0.5,0,"23,5",0.85,0,"18<row><color=207,178,101>身为强盗这一行，<row><color=207,178,101>不能没有气势！<row><color=207,178,101>躲得远远的拿着把弹弓，<row><color=207,178,101>有什么气势？<row><color=207,178,101>关键时候还得看我手上的大铁锚，<row><color=207,178,101>这呼呼的砸过去，<row><color=207,178,101>看还有谁敢反抗？！","3,36,6;佣兵水上漂等级达到6级","18<row><color=207,178,101>同伴？<row><color=207,178,101>不过是一群弱者聚集起来而已。<row><color=207,178,101>以为这样就能反抗强者？<row><color=207,178,101>简直愚不可及！<row><color=207,178,101>你，不这样认为么？","3,27,8;佣兵水上漂等级达到8级",,
40,10040,小丑梅花,10,3,1004023,12,13,"0,0","215,50",0,1500,0,2,0,10,5,80,1017,傀儡师手下之一|据说出身念宗|性格多变|心机颇深|,2,monster0040,1,3,1;29;100,6,2;1000,,,增加100点减速抗性,出现概率增加10%,,"18,0",0.5,0,"23,5",0.85,0,"18<row><color=207,178,101>嗨，方片，<row><color=207,178,101>别把他们赶跑了。<row><color=207,178,101>等我玩够了再说。<row><color=207,178,101>现在才想到逃跑?太迟了！<row><color=207,178,101>没有猫可以离开这里。","3,40,6;佣兵小丑梅花等级达到6级","18<row><color=207,178,101>蠢货方片！<row><color=207,178,101>你把这些京剧猫引到了这里来，<row><color=207,178,101>你想破坏主人的计划么？<row><color=207,178,101>京剧猫。休想进入主人的密室！<row><color=207,178,101>翻腾的仇恨将吞没你们！","4,41,3;佣兵小丑方片星级达到3级",,
41,10041,小丑方片,12,3,1004123,12,13,"0,0","200,50",0,800,1,2,100;1,10,5,80,1017,傀儡师手下之一|奸诈狡猾|为求目的不择手段|手下冤魂无数|,2,monster0041,1,3,1;30;100,6,2;800,,,增加100点中毒抗性,出现概率增加8%,,"18,0",0.45,0,"23,5",0.85,0,"18<row><color=207,178,101>肯定是我首开纪录<row><color=207,178,101>梅花，敢和我打赌吗?<row><color=207,178,101>真希望你们能撑久点，<row><color=207,178,101>我有很多惊喜给你们!
","3,41,6;佣兵小丑方片等级达到6级","18<row><color=207,178,101>桀桀桀桀~<row><color=207,178,101>你们的性命终结在我方片大爷的手里，<row><color=207,178,101>应该感到荣幸！<row><color=207,178,101>哭吧！<row><color=207,178,101>叫吧！<row><color=207,178,101>来尝尝方片大爷的厉害吧！","5,40,3;佣兵小丑梅花层级达到3级",,
48,10048,假修,11,3,1004823,12,13,"0,0","210,40",0,1100,0,2,0,10,5,80,1009,魔化的做宗弟子|乔装打扮的假修|四处败坏修的名声|,2,monster0048,1,3,1;30;100,6,2;1000,,,增加100点中毒抗性,出现概率增加10%,,"18,0",0.5,0,"23,5",0.85,0,"18<row><color=207,178,101>你问我是谁？<row><color=207,178,101>我这副模样你都不认识？<row><color=207,178,101>我是修啊。<row><color=207,178,101>货真价实，童叟无欺，<row><color=207,178,101>京剧猫的始祖是也！","3,48,6;佣兵假修等级达到6级","18<row><color=207,178,101>这个……<row><color=207,178,101>根据传说，<row><color=207,178,101>修应该早就已经……<row><color=207,178,101>这个珠子！<row><color=207,178,101>你怎么可能拥有这个珠子！？","1,11712,0;通关章节关卡第十七章 第12关",,
50,10050,铁面罗汉,11,3,1005023,12,13,"0,0","210,50",0,1300,0,2,0,10,5,80,1009,做宗弟子|傀儡师的亲卫队之一|代表猜忌|喜欢以言语激怒对手|,2,monster0050,1,3,1;30;100,6,2;1000,,,增加100点中毒抗性,出现概率增加10%,,"18,0",0.5,0,"23,5",0.85,0,"18<row><color=207,178,101>你会被朋友们抛弃。<row><color=207,178,101>你会背叛你的朋友。<row><color=207,178,101>敌人就在你身边。<row><color=207,178,101>你还能相信谁?","3,50,6;佣兵铁面罗汉等级达到6级","18<row><color=207,178,101>闹剧也该结束了，<row><color=207,178,101>我玩的很尽兴，<row><color=207,178,101>北斗你个蠢货，<row><color=207,178,101>这是我看到的最好笑的笑话。<row><color=207,178,101>所以，我想再给你们一次机会，京剧猫。<row><color=207,178,101>成为混沌的傀儡，<row><color=207,178,101>依附于黯大人吧。","3,50,10;佣兵铁面罗汉等级达到10级",,
56,10056,机器猫,5,3,1005623,12,13,"0,0","195,50",0,1200,2,0,100,10,5,80,1015,手宗两位宗主联手制作|有灵智的机械傀儡|藏身于冰山密洞之中|,2,monster0056,1,3,1;29;100,6,2;1000,,,增加100点减速抗性,出现概率增加10%,,"18,0",0.5,10,"23,5",0.85,0,"18<row><color=207,178,101>「你是我们最完美的作品。」<row><color=207,178,101>那对男女对我说了这样一句话，<row><color=207,178,101>还给了我一颗奇妙的永动核心。<row><color=207,178,101>那段日子真快乐啊，<row><color=207,178,101>每一天他们两个都陪我玩，<row><color=207,178,101>给我制作各种各样的玩具。<row><color=207,178,101>然而有一天，他们匆匆离开了这里。<row><color=207,178,101>「乖乖躲在这里，不要出去。」<row><color=207,178,101>妈妈最后对我说道。","3,56,6;佣兵机器猫等级达到6级","18<row><color=207,178,101>咦？有人来了。<row><color=207,178,101>是爸爸妈妈回来了么？<row><color=207,178,101>不对，来的有好几个。<row><color=207,178,101>是来陪我玩的么？<row><color=207,178,101>太好了！<row><color=207,178,101>一起来陪我做游戏吧！
","2,50503,0;通关十二宗宫手宗界石",,
58,10058,飞羽,10,3,1005823,12,13,"0,0","210,50",0,1200,0,2,0,10,5,80,1010,擅使弓箭|百发百中|与座下飞鹰配合默契|常人难以近身|,2,monster0058,1,3,1;30;100,6,2;1000,,,增加100点中毒抗性,出现概率增加10%,,"18,0",0.5,0,"23,5",0.85,0,"18<row><color=207,178,101>最近，这偏僻山谷里的寺庙<row><color=207,178,101>忽然来了不少猫，打探什么宝藏的事情。<row><color=207,178,101>荒谬！<row><color=207,178,101>这乾元寺虽然有些秘密，<row><color=207,178,101>但是跟宝藏却并无瓜葛。<row><color=207,178,101>等等，什么声音？<row><color=207,178,101>见鬼，居然有人打开了机关封印！","3,58,6;佣兵飞羽等级达到6级","18<row><color=207,178,101>这力量……<row><color=207,178,101>难以置信！<row><color=207,178,101>如此汹涌的力量！<row><color=207,178,101>混沌的力量将会让我所向无敌！<row><color=207,178,101>过去的我真是太愚蠢了，<row><color=207,178,101>幸亏那两个鼠辈打开了封印，<row><color=207,178,101>灵蛇大人，不，黯大人！<row><color=207,178,101>感谢您的恩赐。","3,58,8;佣兵飞羽等级达到8级",,
47,10047,画师,2,3,1004723,12,13,"0,0","200,50",0,1400,1,2,200;1,10,5,80,1005,录宗的大师兄|因心中一丝执念|将整个镇子无限循环在|猫土大战的前一天|,2,monster0047,1,3,1;27;80,6,2;1000,,,增加80点眩晕抗性,出现概率增加10%,,"18,0",0.5,0,"23,5",0.85,0,"18<row><color=207,178,101>我是录宗的大弟子，<row><color=207,178,101>宗主是我的师傅，<row><color=207,178,101>师傅派我来打理这座村子。<row><color=207,178,101>他希望建造一座完美的村庄，<row><color=207,178,101>让所有的村民安居乐业。","3,47,3;佣兵画师等级达到3级","18<row><color=207,178,101>我几经辛苦，<row><color=207,178,101>才将饱受混沌蹂躏的镇子停留在了猫土大战的前一天......<row><color=207,178,101>还是那个人所向往的，<row><color=207,178,101>沉浸在和平的一天.......<row><color=207,178,101>都是你们！毁了这一切！！<row><color=207,178,101>事到如今，你们也休想全身而退！！！","1,10506,0;通关章节关卡第五章 第6关",,
26,10026,毒郎君,7,2,1002623,12,13,"0,0","190,60",0,1300,0,2,0,10,5,80,1011,身宗弟子|于操控草木中|悟出的一身毒功|奇诡无比|,1,monster0026,1,3,1;30;100,6,2;1000,,,增加100点中毒抗性,出现概率增加10%,,"18,0",0.5,0,"23,5",0.85,0,"18<row><color=207,178,101>身宗闭门之后，也不安宁。<row><color=207,178,101>宗门守护的本源之水被混沌污染，<row><color=207,178,101>只有宗主能慢慢净化。<row><color=207,178,101>我和玲珑，一边守护山门，<row><color=207,178,101>一边要清除渗入的密林的魔物还有混沌。","3,26,3;佣兵毒郎君等级达到3级","18<row><color=207,178,101>我不能允许你们进入身宗。<row><color=207,178,101>我？<row><color=207,178,101>被混沌污染？<row><color=207,178,101>不！<row><color=207,178,101>你们才是被污染的…<row><color=207,178,101>而我不是…","5,20,3;佣兵玲珑层级达到3级",,
1,10001,铜锤,12,2,1000123,12,13,"0,0","250,50",0,1500,0,2,0,10,5,80,1001,盘踞于巴山的山贼|暴躁不安|拥有很强的破坏欲|擅使双锤|力量十足|,1,monster0001,1,3,1;30;80,6,2;1000,,,增加80点中毒抗性,出现概率增加10%,,"18,0",0.45,0,"23,5",0.85,0,"18<row><color=207,178,101>这就是韵力么？<row><color=207,178,101>很好，我现在充满了力量！<row><color=207,178,101>铁胆能做到的，我也能做到！<row><color=207,178,101>不管什么样的魔物，<row><color=207,178,101>放马过来吧！！！","3,1,3;佣兵铜锤等级达到3级","18<row><color=207,178,101>只是轻伤而已！<row><color=207,178,101>不疼不痒！<row><color=207,178,101>你以为能轻易打败我？<row><color=207,178,101>我可不会输给铁胆。<row><color=207,178,101>我要把你彻底捏碎！","4,1,3;佣兵铜锤星级达到3级",,
6,10006,小雷公,5,2,1000623,12,13,"0,0","205,50",0,2000,0,2,0,10,5,80,1003,江南怪盗|擅使火器霹雳雷火弹|人称当世小雷公|,1,monster0006,1,3,1;30;80,6,2;1200,,,增加80点中毒抗性,出现概率增加12%,,"18,0",0.5,0,"23,5",0.85,0,"18<row><color=207,178,101>成功了！<row><color=207,178,101>七郎，你打开了宝库机关。<row><color=207,178,101>用不了多久，我们就可以进入…… <row><color=207,178,101>那是什么？<row><color=207,178,101>当心！有什么东西朝你去了！<row><color=207,178,101>小心！闪开！闪开——","3,6,3;佣兵小雷公等级达到3级","18<row><color=207,178,101>不，不可能!<row><color=207,178,101>等一下，我投降，我投降。<row><color=207,178,101>你们会为你们卤莽的行为付出巨大的代价。<row><color=207,178,101>黯大人不会放过你们！<row><color=207,178,101>你们将直接面对他无尽的愤怒！","3,6,5;佣兵小雷公等级达到5级",,
20,10020,玲珑,7,2,1002023,12,13,"0,0","200,50",0,800,0,2,0,10,5,80,1011,身宗弟子|将身宗的水之韵的能力|转化为操控天下草木|,1,monster0020,0,3,1;30;80,6,2;800,,,增加80点中毒抗性,出现概率增加8%,,"18,0",0.5,0,"23,5",0.85,0,"18<row><color=207,178,101>偌大的身宗，<row><color=207,178,101>在十年前猫土大战之后，<row><color=207,178,101>只剩下了宗主和我，寥寥数人。<row><color=207,178,101>不得已，我们开启了守山大阵，<row><color=207,178,101>隔绝世事，躲藏了起来。<row><color=207,178,101>但是，混沌无孔不入，<row><color=207,178,101>不但宗门守护的本源之水被污染，<row><color=207,178,101>守山大阵的密林中也时常有渗透的混沌。","3,20,3;佣兵玲珑等级达到3级","18<row><color=207,178,101>帮帮我!<row><color=207,178,101>救救我!<row><color=207,178,101>混沌的力量侵蚀了我，<row><color=207,178,101>好痛苦……<row><color=207,178,101>我无法控制自己！<row><color=207,178,101>帮帮我……<row><color=207,178,101>帮……<row><color=207,178,101>太迟了，<row><color=207,178,101>我……只有服从！","4,26,3;佣兵毒郎君星级达到3级",,
21,10021,鬼猴儿,5,2,1002123,12,13,"0,0","210,55",0,1500,0,2,0,10,5,80,1012,南海海贼|擅使弹弓暗器|十步以内|列无虚发|,1,monster0021,1,3,1;29;80,6,2;1000,,,增加80点减速抗性,出现概率增加10%,,"18,0",0.5,0,"23,5",0.85,0,"18<row><color=207,178,101>我爷爷经常告诫我，<row><color=207,178,101>不要把话说得太满。<row><color=207,178,101>所以，<row><color=207,178,101>我从不和敌人硬碰硬。<row><color=207,178,101>我宁愿运用我的机智……<row><color=207,178,101>还有弹弓。<row><color=207,178,101>我不喜欢沉重的武器，<row><color=207,178,101>那让我没法发挥我的优势！<row><color=207,178,101>对，<row><color=207,178,101>体型小也有体型小的有优势！","3,21,3;佣兵鬼猴儿等级达到3级","18<row><color=207,178,101>百发百中！<row><color=207,178,101>哈哈，没有猫能躲过我的射击！<row><color=207,178,101>就算是京剧猫也不行！<row><color=207,178,101>那个满脑子肌肉的笨猫根本就不明白，<row><color=207,178,101>保存自己才是最重要的，<row><color=207,178,101>傻傻的冲上去，<row><color=207,178,101>碰到扎手的点子就完了！","3,21,5;佣兵鬼猴儿等级达到5级",,
27,10027,七郎,5,2,1002723,12,13,"0,0","200,50",0,1600,1,2,200;1,10,5,80,1003,手宗弟子|双手铁爪即是炼器工具|也是武器|,1,monster0027,1,3,1;30;80,6,2;1100,,,增加80点中毒抗性,出现概率增加11%,,"18,0",0.5,0,"23,5",0.85,0,"18<row><color=207,178,101>快一点，再快一点！<row><color=207,178,101>那家伙仍然跟在我们后面。<row><color=207,178,101>没想到最后还让他发现了。<row><color=207,178,101>等等！<row><color=207,178,101>他追上来了！<row><color=207,178,101>准备交战吧，小雷公！","3,27,3;佣兵七郎等级达到3级","18<row><color=207,178,101>你们怎么进来的?<row><color=207,178,101>你们这些京剧猫不应该来这里。<row><color=207,178,101>小雷公？<row><color=207,178,101>你让这些家伙进入了这个地方，<row><color=207,178,101>你太让我失望了。<row><color=207,178,101>而你们，京剧猫。<row><color=207,178,101>你们马上就要大大的后悔啦!","3,27,5;佣兵七郎等级达到5级",,
28,10028,守夜人,3,2,1002823,12,13,"0,0","195,50",0,1200,0,2,0,10,5,80,1010,原为镇中守夜人|因为黯的入侵而被魔化|四处抓捕没有魔化的猫|,1,monster0028,1,3,1;30;80,6,2;1000,,,增加80点中毒抗性,出现概率增加10%,,"18,0",0.5,0,"23,5",0.85,0,"18<row><color=207,178,101>我们这镇子，太过偏远<row><color=207,178,101>也没什么出产，平素连商队都难得一见。<row><color=207,178,101>四周都是荒郊野岭的，<row><color=207,178,101>也就东边几十里外有个阴霾山谷，<row><color=207,178,101>山谷边上有个乾元寺，<row><color=207,178,101>据说有不少年头了。","3,28,3;佣兵守夜人等级达到3级","18<row><color=207,178,101>请问，你们是尊贵的京剧猫么？<row><color=207,178,101>哦？<row><color=207,178,101>居然能遇到尊贵的京剧猫，<row><color=207,178,101>实在是太荣幸了。<row><color=207,178,101>我会好好“招待”你们的。","1,10706,0;通关章节关卡第七章 第6关",,
29,10029,神行客,10,2,1002923,12,13,"0,0","210,35",0,1500,1,2,0,10,5,80,1014,念宗弟子|将傀儡术施于自身|没有痛感|很难对付|,1,monster0029,1,3,1;29;80,6,2;1000,,,增加80点减速抗性,出现概率增加10%,,"18,0",0.45,0,"23,5",0.85,0,"18<row><color=207,178,101>你是打算继续无所事事地坐着，<row><color=207,178,101>还是和我一起做些有用的事？<row><color=207,178,101>大人让我们去联络其他宗门，<row><color=207,178,101>不是让在这里晒太阳的。<row><color=207,178,101>唱宗都是想你这样软绵绵的家伙么？<row><color=207,178,101>不是是前面有魔物么？<row><color=207,178,101>一路杀过去就是了。","3,29,3;佣兵神行客等级达到3级","18<row><color=207,178,101>只要依附于真正的强者之下，<row><color=207,178,101>资质，努力，<row><color=207,178,101>这些全部都毫无意义！<row><color=207,178,101>唯有取之不尽，用之不竭的力量！<row><color=207,178,101>当一个傀儡，又有什么不好呢~","2,51001,0;通关十二宗宫念宗前厅",,
32,10032,夺命,3,2,1003223,12,13,"0,0","190,50",0,1400,0,2,0,10,5,80,1003,督宗天下巡捕之一|一身横练|钢筋铁骨|重锤如岳|一击断魂|,1,monster0032,1,3,1;30;80,6,2;1000,,,增加80点中毒抗性,出现概率增加10%,,"18,0",0.5,0,"23,5",0.85,0,"18<row><color=207,178,101>都小心些，黯就在附近。<row><color=207,178,101>决战在即，刻不容缓。<row><color=207,178,101>要记住你们训练时学到的东西。<row><color=207,178,101>如果想活命，就别屈服于混沌。<row><color=207,178,101>哨探？我有派出……<row><color=207,178,101>好的，我再派一个去北边。<row><color=207,178,101>你自己也小心点，追魂。","3,32,3;佣兵夺命等级达到3级","18<row><color=207,178,101>蠢货!<row><color=207,178,101>你们以为胜券在握了吗?<row><color=207,178,101>你们只是离地狱更近了一步而以……<row><color=207,178,101>这场游戏已经让我觉得无聊啦。<row><color=207,178,101>看来你们还不知道自己将面临怎样的恐怖!<row><color=207,178,101>呼出你的最后一口气!<row><color=207,178,101>你的末日临近啦!","2,50403,0;通关十二宗宫督宗界石",,
39,10039,莽头陀,11,2,1003923,12,13,"0,0","205,50",0,2000,0,2,0,10,5,80,1016,猫土云游僧侣|嗜酒如命|随身所带的装酒葫芦|也是其本命兵器|,1,monster0039,1,3,1;30;80,6,2;1200,,,增加80点中毒抗性,出现概率增加12%,,"18,0",0.45,0,"23,5",0.85,0,"18<row><color=207,178,101>看看那些不沾酒的家伙，<row><color=207,178,101>简直是无聊透顶！<row><color=207,178,101>有什么能比一起喝一杯更加交心？<row><color=207,178,101>只要一起喝一杯，<row><color=207,178,101>就能知道对方是什么器量。<row><color=207,178,101>真怀念和老酒鬼一起喝酒的日子啊。","3,39,3;佣兵莽头陀等级达到3级","18<row><color=207,178,101>酒！<row><color=207,178,101>怎么哪里都没有酒！<row><color=207,178,101>酒都到哪里去了？<row><color=207,178,101>老酒鬼也不知道跑哪里去了，<row><color=207,178,101>害的洒家找不到酒喝。<row><color=207,178,101>等等，有人来了。<row><color=207,178,101>他们应该会带着酒吧……","4,33,3;佣兵杜康星级达到3级",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
