id,modelId,level,power,MaxHP,MaxMP,MaxSP,PA,PF,MA,MF,HPRecover,MPRecover,SPRecover,AttSpeed,CombinationAtt,MoveSpeed,JumpHeight,FlyTimes,SPDamage,AttPush,AttPushDef,AttRaise,AttRaiseDef,Stiff,StiffDef,BaseCrit,CritRate,CritDef,StunDef,StunTimeDef,SlowDef,SlowTimeDef,PoisonDef,BloodDef,KODef,FloatVal,FloatDef,Fall,FallDef
2072,2,72,164874,606344,100,8228,16120,8987,16120,8987,0,0,1221,30,800,600,175,99,618,0,0,0,0,0,0,2301,5000,1252,0,0,0,0,0,0,99999,0,0,0,0
2073,2,73,168373,621413,100,8433,16521,9211,16521,9211,0,0,1252,30,800,600,175,99,634,0,0,0,0,0,0,2359,5000,1284,0,0,0,0,0,0,99999,0,0,0,0
2074,2,74,171907,636667,100,8641,16927,9438,16927,9438,0,0,1283,30,800,600,175,99,650,0,0,0,0,0,0,2417,5000,1316,0,0,0,0,0,0,99999,0,0,0,0
2075,2,75,175484,652102,100,8851,17338,9667,17338,9667,0,0,1315,30,800,600,175,99,666,0,0,0,0,0,0,2476,5000,1348,0,0,0,0,0,0,99999,0,0,0,0
2076,2,76,179104,667722,100,9064,17754,9899,17754,9899,0,0,1347,30,800,600,175,99,682,0,0,0,0,0,0,2536,5000,1381,0,0,0,0,0,0,99999,0,0,0,0
2077,2,77,182772,683526,100,9279,18175,10134,18175,10134,0,0,1379,30,800,600,175,99,699,0,0,0,0,0,0,2597,5000,1414,0,0,0,0,0,0,99999,0,0,0,0
2078,2,78,186481,699512,100,9496,18601,10371,18601,10371,0,0,1412,30,800,600,175,99,716,0,0,0,0,0,0,2658,5000,1448,0,0,0,0,0,0,99999,0,0,0,0
2079,2,79,190230,715682,100,9716,19032,10611,19032,10611,0,0,1445,30,800,600,175,99,733,0,0,0,0,0,0,2720,5000,1482,0,0,0,0,0,0,99999,0,0,0,0
2080,2,80,194026,732034 ,100 ,9939 ,19467,10854,19467,10854,0,0,1479,30,800,600,175,99,750,0,0,0,0,0,0,2783,5000,1516,0,0,0,0,0,0,99999,0,0,0,0
3001,3,1,26209,5388,100,71,139,76,139,76,0,0,7,30,800,600,175,99,2,0,0,0,0,0,0,17,5000,8,0,0,0,0,0,0,99999,0,0,0,0
3002,3,2,26669,7432,100,98,193,106,193,106,0,0,11,30,800,600,175,99,4,0,0,0,0,0,0,24,5000,12,0,0,0,0,0,0,99999,0,0,0,0
3003,3,3,27169,9661,100,128,252,139,252,139,0,0,15,30,800,600,175,99,6,0,0,0,0,0,0,32,5000,16,0,0,0,0,0,0,99999,0,0,0,0
3004,3,4,27702,12071,100,160,316,174,316,174,0,0,19,30,800,600,175,99,8,0,0,0,0,0,0,41,5000,20,0,0,0,0,0,0,99999,0,0,0,0
3005,3,5,28283,14662,100,195,385,212,385,212,0,0,24,30,800,600,175,99,10,0,0,0,0,0,0,50,5000,25,0,0,0,0,0,0,99999,0,0,0,0
3006,3,6,28897,17438,100,232,458,253,458,253,0,0,29,30,800,600,175,99,12,0,0,0,0,0,0,60,5000,30,0,0,0,0,0,0,99999,0,0,0,0
3007,3,7,29576,20399,100,272,536,297,536,297,0,0,35,30,800,600,175,99,15,0,0,0,0,0,0,71,5000,36,0,0,0,0,0,0,99999,0,0,0,0
3008,3,8,30288,23541,100,314,619,343,619,343,0,0,41,30,800,600,175,99,18,0,0,0,0,0,0,83,5000,42,0,0,0,0,0,0,99999,0,0,0,0
3009,3,9,31039,26868,100,359,707,392,707,392,0,0,47,30,800,600,175,99,21,0,0,0,0,0,0,95,5000,49,0,0,0,0,0,0,99999,0,0,0,0
3010,3,10,31839,30380,100,407,800,444,800,444,0,0,54,30,800,600,175,99,24,0,0,0,0,0,0,108,5000,56,0,0,0,0,0,0,99999,0,0,0,0
3011,3,11,32672,34073,100,457,898,498,898,498,0,0,61,30,800,600,175,99,27,0,0,0,0,0,0,122,5000,63,0,0,0,0,0,0,99999,0,0,0,0
3012,3,12,33561,37947,100,509,1001,555,1001,555,0,0,69,30,800,600,175,99,31,0,0,0,0,0,0,136,5000,71,0,0,0,0,0,0,99999,0,0,0,0
3013,3,13,34490,42010,100,564,1109,615,1109,615,0,0,77,30,800,600,175,99,35,0,0,0,0,0,0,151,5000,79,0,0,0,0,0,0,99999,0,0,0,0
3014,3,14,35457,46254,100,621,1222,678,1222,678,0,0,85,30,800,600,175,99,39,0,0,0,0,0,0,167,5000,88,0,0,0,0,0,0,99999,0,0,0,0
3015,3,15,36472,50683,100,681,1340,743,1340,743,0,0,94,30,800,600,175,99,43,0,0,0,0,0,0,184,5000,97,0,0,0,0,0,0,99999,0,0,0,0
3016,3,16,37527,55293,100,743,1462,811,1462,811,0,0,103,30,800,600,175,99,48,0,0,0,0,0,0,201,5000,106,0,0,0,0,0,0,99999,0,0,0,0
3017,3,17,38625,60088,100,808,1589,882,1589,882,0,0,112,30,800,600,175,99,53,0,0,0,0,0,0,219,5000,116,0,0,0,0,0,0,99999,0,0,0,0
3018,3,18,39773,65068,100,876,1721,956,1721,956,0,0,122,30,800,600,175,99,58,0,0,0,0,0,0,238,5000,126,0,0,0,0,0,0,99999,0,0,0,0
3019,3,19,40949,70233,100,946,1858,1032,1858,1032,0,0,132,30,800,600,175,99,63,0,0,0,0,0,0,257,5000,136,0,0,0,0,0,0,99999,0,0,0,0
3020,3,20,42174,75575,100,1018,2000,1111,2000,1111,0,0,143,30,800,600,175,99,68,0,0,0,0,0,0,277,5000,147,0,0,0,0,0,0,99999,0,0,0,0
3021,3,21,43438,81106,100,1093,2147,1193,2147,1193,0,0,154,30,800,600,175,99,73,0,0,0,0,0,0,298,5000,158,0,0,0,0,0,0,99999,0,0,0,0
3022,3,22,44753,86818,100,1170,2299,1278,2299,1278,0,0,165,30,800,600,175,99,79,0,0,0,0,0,0,320,5000,170,0,0,0,0,0,0,99999,0,0,0,0
3023,3,23,46110,92715,100,1250,2456,1365,2456,1365,0,0,177,30,800,600,175,99,85,0,0,0,0,0,0,342,5000,182,0,0,0,0,0,0,99999,0,0,0,0
3024,3,24,47501,98793,100,1332,2617,1455,2617,1455,0,0,189,30,800,600,175,99,91,0,0,0,0,0,0,365,5000,194,0,0,0,0,0,0,99999,0,0,0,0
3025,3,25,48945,105056,100,1417,2783,1548,2783,1548,0,0,202,30,800,600,175,99,97,0,0,0,0,0,0,389,5000,207,0,0,0,0,0,0,99999,0,0,0,0
3026,3,26,50429,111500,100,1504,2954,1643,2954,1643,0,0,215,30,800,600,175,99,104,0,0,0,0,0,0,413,5000,220,0,0,0,0,0,0,99999,0,0,0,0
3027,3,27,51956,118132,100,1594,3130,1741,3130,1741,0,0,228,30,800,600,175,99,111,0,0,0,0,0,0,438,5000,234,0,0,0,0,0,0,99999,0,0,0,0
3028,3,28,53528,124945,100,1686,3311,1842,3311,1842,0,0,242,30,800,600,175,99,118,0,0,0,0,0,0,464,5000,248,0,0,0,0,0,0,99999,0,0,0,0
3029,3,29,55140,131940,100,1781,3497,1946,3497,1946,0,0,256,30,800,600,175,99,125,0,0,0,0,0,0,491,5000,262,0,0,0,0,0,0,99999,0,0,0,0
3030,3,30,56788,139123,100,1879,3688,2052,3688,2052,0,0,270,30,800,600,175,99,132,0,0,0,0,0,0,518,5000,277,0,0,0,0,0,0,99999,0,0,0,0
3031,3,31,58482,146484,100,1979,3884,2161,3884,2161,0,0,285,30,800,600,175,99,139,0,0,0,0,0,0,546,5000,292,0,0,0,0,0,0,99999,0,0,0,0
3032,3,32,60230,154033,100,2082,4085,2273,4085,2273,0,0,300,30,800,600,175,99,147,0,0,0,0,0,0,575,5000,308,0,0,0,0,0,0,99999,0,0,0,0
3033,3,33,62018,161763,100,2187,4291,2388,4291,2388,0,0,316,30,800,600,175,99,155,0,0,0,0,0,0,604,5000,324,0,0,0,0,0,0,99999,0,0,0,0
3034,3,34,63838,169674,100,2294,4501,2505,4501,2505,0,0,332,30,800,600,175,99,163,0,0,0,0,0,0,634,5000,340,0,0,0,0,0,0,99999,0,0,0,0
3035,3,35,65701,177774,100,2404,4716,2625,4716,2625,0,0,348,30,800,600,175,99,171,0,0,0,0,0,0,665,5000,357,0,0,0,0,0,0,99999,0,0,0,0
3036,3,36,67620,186055,100,2517,4936,2748,4936,2748,0,0,365,30,800,600,175,99,180,0,0,0,0,0,0,696,5000,374,0,0,0,0,0,0,99999,0,0,0,0
3037,3,37,69576,194517,100,2632,5161,2873,5161,2873,0,0,382,30,800,600,175,99,189,0,0,0,0,0,0,728,5000,392,0,0,0,0,0,0,99999,0,0,0,0
3038,3,38,71568,203164,100,2749,5391,3001,5391,3001,0,0,399,30,800,600,175,99,198,0,0,0,0,0,0,761,5000,410,0,0,0,0,0,0,99999,0,0,0,0
3039,3,39,73609,211996,100,2869,5626,3132,5626,3132,0,0,417,30,800,600,175,99,207,0,0,0,0,0,0,795,5000,428,0,0,0,0,0,0,99999,0,0,0,0
3040,3,40,75683,221009,100,2991,5866,3266,5866,3266,0,0,435,30,800,600,175,99,216,0,0,0,0,0,0,829,5000,447,0,0,0,0,0,0,99999,0,0,0,0
3041,3,41,77805,230207,100,3116,6111,3402,6111,3402,0,0,454,30,800,600,175,99,225,0,0,0,0,0,0,864,5000,466,0,0,0,0,0,0,99999,0,0,0,0
3042,3,42,79975,239590,100,3243,6361,3541,6361,3541,0,0,473,30,800,600,175,99,235,0,0,0,0,0,0,900,5000,485,0,0,0,0,0,0,99999,0,0,0,0
3043,3,43,82180,249154,100,3373,6615,3683,6615,3683,0,0,492,30,800,600,175,99,245,0,0,0,0,0,0,936,5000,505,0,0,0,0,0,0,99999,0,0,0,0
3044,3,44,84435,258903,100,3506,6874,3828,6874,3828,0,0,512,30,800,600,175,99,255,0,0,0,0,0,0,973,5000,525,0,0,0,0,0,0,99999,0,0,0,0
3045,3,45,86727,268837,100,3641,7138,3975,7138,3975,0,0,532,30,800,600,175,99,265,0,0,0,0,0,0,1011,5000,546,0,0,0,0,0,0,99999,0,0,0,0
3046,3,46,89076,278952,100,3778,7407,4125,7407,4125,0,0,553,30,800,600,175,99,276,0,0,0,0,0,0,1050,5000,567,0,0,0,0,0,0,99999,0,0,0,0
3047,3,47,91459,289248,100,3918,7681,4278,7681,4278,0,0,574,30,800,600,175,99,287,0,0,0,0,0,0,1089,5000,588,0,0,0,0,0,0,99999,0,0,0,0
3048,3,48,93886,299733,100,4061,7960,4434,7960,4434,0,0,595,30,800,600,175,99,298,0,0,0,0,0,0,1129,5000,610,0,0,0,0,0,0,99999,0,0,0,0
3049,3,49,96356,310399,100,4206,8244,4592,8244,4592,0,0,617,30,800,600,175,99,309,0,0,0,0,0,0,1170,5000,632,0,0,0,0,0,0,99999,0,0,0,0
3050,3,50,98859,321246,100,4353,8533,4753,8533,4753,0,0,639,30,800,600,175,99,320,0,0,0,0,0,0,1211,5000,655,0,0,0,0,0,0,99999,0,0,0,0
3051,3,51,101402,332281,100,4503,8827,4917,8827,4917,0,0,661,30,800,600,175,99,331,0,0,0,0,0,0,1253,5000,678,0,0,0,0,0,0,99999,0,0,0,0
3052,3,52,103999,343497,100,4655,9125,5083,9125,5083,0,0,684,30,800,600,175,99,343,0,0,0,0,0,0,1296,5000,701,0,0,0,0,0,0,99999,0,0,0,0
3053,3,53,106638,354895,100,4810,9428,5252,9428,5252,0,0,707,30,800,600,175,99,355,0,0,0,0,0,0,1340,5000,725,0,0,0,0,0,0,99999,0,0,0,0
3054,3,54,109318,366477,100,4967,9736,5424,9736,5424,0,0,731,30,800,600,175,99,367,0,0,0,0,0,0,1384,5000,749,0,0,0,0,0,0,99999,0,0,0,0
3055,3,55,112040,378244,100,5127,10049,5599,10049,5599,0,0,755,30,800,600,175,99,379,0,0,0,0,0,0,1429,5000,774,0,0,0,0,0,0,99999,0,0,0,0
3056,3,56,114808,390192,100,5289,10367,5776,10367,5776,0,0,779,30,800,600,175,99,392,0,0,0,0,0,0,1475,5000,799,0,0,0,0,0,0,99999,0,0,0,0
3057,3,57,117621,402325,100,5454,10690,5956,10690,5956,0,0,804,30,800,600,175,99,405,0,0,0,0,0,0,1521,5000,824,0,0,0,0,0,0,99999,0,0,0,0
3058,3,58,120476,414647,100,5622,11018,6139,11018,6139,0,0,829,30,800,600,175,99,418,0,0,0,0,0,0,1568,5000,850,0,0,0,0,0,0,99999,0,0,0,0
3059,3,59,123377,427146,100,5792,11351,6325,11351,6325,0,0,855,30,800,600,175,99,431,0,0,0,0,0,0,1616,5000,876,0,0,0,0,0,0,99999,0,0,0,0
3060,3,60,126314,439830,100,5965,11689,6513,11689,6513,0,0,881,30,800,600,175,99,444,0,0,0,0,0,0,1664,5000,903,0,0,0,0,0,0,99999,0,0,0,0
3061,3,61,129284,452695,100,6140,12031,6704,12031,6704,0,0,907,30,800,600,175,99,457,0,0,0,0,0,0,1713,5000,930,0,0,0,0,0,0,99999,0,0,0,0
3062,3,62,132311,465745,100,6317,12378,6898,12378,6898,0,0,934,30,800,600,175,99,471,0,0,0,0,0,0,1763,5000,957,0,0,0,0,0,0,99999,0,0,0,0
3063,3,63,135381,478980,100,6497,12730,7095,12730,7095,0,0,961,30,800,600,175,99,485,0,0,0,0,0,0,1814,5000,985,0,0,0,0,0,0,99999,0,0,0,0
3064,3,64,138480,492396,100,6679,13087,7294,13087,7294,0,0,988,30,800,600,175,99,499,0,0,0,0,0,0,1865,5000,1013,0,0,0,0,0,0,99999,0,0,0,0
3065,3,65,141631,505997,100,6864,13449,7496,13449,7496,0,0,1016,30,800,600,175,99,513,0,0,0,0,0,0,1917,5000,1042,0,0,0,0,0,0,99999,0,0,0,0
3066,3,66,144823,519783,100,7052,13816,7701,13816,7701,0,0,1044,30,800,600,175,99,527,0,0,0,0,0,0,1970,5000,1071,0,0,0,0,0,0,99999,0,0,0,0
3067,3,67,148066,533754,100,7242,14188,7909,14188,7909,0,0,1073,30,800,600,175,99,542,0,0,0,0,0,0,2023,5000,1100,0,0,0,0,0,0,99999,0,0,0,0
3068,3,68,151346,547902,100,7434,14565,8119,14565,8119,0,0,1102,30,800,600,175,99,557,0,0,0,0,0,0,2077,5000,1130,0,0,0,0,0,0,99999,0,0,0,0
3069,3,69,154666,562239,100,7629,14947,8332,14947,8332,0,0,1131,30,800,600,175,99,572,0,0,0,0,0,0,2132,5000,1160,0,0,0,0,0,0,99999,0,0,0,0
3070,3,70,158029,576757,100,7826,15333,8548,15333,8548,0,0,1161,30,800,600,175,99,587,0,0,0,0,0,0,2188,5000,1190,0,0,0,0,0,0,99999,0,0,0,0
3071,3,71,161428,591460,100,8026,15724,8766,15724,8766,0,0,1191,30,800,600,175,99,602,0,0,0,0,0,0,2244,5000,1221,0,0,0,0,0,0,99999,0,0,0,0
3072,3,72,164874,606344,100,8228,16120,8987,16120,8987,0,0,1221,30,800,600,175,99,618,0,0,0,0,0,0,2301,5000,1252,0,0,0,0,0,0,99999,0,0,0,0
3073,3,73,168373,621413,100,8433,16521,9211,16521,9211,0,0,1252,30,800,600,175,99,634,0,0,0,0,0,0,2359,5000,1284,0,0,0,0,0,0,99999,0,0,0,0
3074,3,74,171907,636667,100,8641,16927,9438,16927,9438,0,0,1283,30,800,600,175,99,650,0,0,0,0,0,0,2417,5000,1316,0,0,0,0,0,0,99999,0,0,0,0
3075,3,75,175484,652102,100,8851,17338,9667,17338,9667,0,0,1315,30,800,600,175,99,666,0,0,0,0,0,0,2476,5000,1348,0,0,0,0,0,0,99999,0,0,0,0
3076,3,76,179104,667722,100,9064,17754,9899,17754,9899,0,0,1347,30,800,600,175,99,682,0,0,0,0,0,0,2536,5000,1381,0,0,0,0,0,0,99999,0,0,0,0
3077,3,77,182772,683526,100,9279,18175,10134,18175,10134,0,0,1379,30,800,600,175,99,699,0,0,0,0,0,0,2597,5000,1414,0,0,0,0,0,0,99999,0,0,0,0
3078,3,78,186481,699512,100,9496,18601,10371,18601,10371,0,0,1412,30,800,600,175,99,716,0,0,0,0,0,0,2658,5000,1448,0,0,0,0,0,0,99999,0,0,0,0
3079,3,79,190230,715682,100,9716,19032,10611,19032,10611,0,0,1445,30,800,600,175,99,733,0,0,0,0,0,0,2720,5000,1482,0,0,0,0,0,0,99999,0,0,0,0
3080,3,80,194026,732034 ,100 ,9939 ,19467,10854,19467,10854,0,0,1479,30,800,600,175,99,750,0,0,0,0,0,0,2783,5000,1516,0,0,0,0,0,0,99999,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
