id,type1,weight1,awardcontent1,type2,weight2,awardcontent2,type3,weight3,awardcontent3,type4,weight4,awardcontent4,type5,weight5,awardcontent5,type6,weight6,awardcontent6,type7,weight7,awardcontent7,type8,weight8,awardcontent8,type9,weight9,awardcontent9,type10,weight10,awardcontent10
14005,2,10000,1400501,,,,,,,,,,,,,,,,,,,,,,,,,,,
14101,2,10000,1410101,2,10000,1410102,,,,,,,,,,,,,,,,,,,,,,,,
14102,2,10000,1410201,2,10000,1410202,,,,,,,,,,,,,,,,,,,,,,,,
14103,2,10000,1410301,2,10000,1410302,,,,,,,,,,,,,,,,,,,,,,,,
14104,2,10000,1410401,2,10000,1410402,,,,,,,,,,,,,,,,,,,,,,,,
14105,2,10000,1410501,,,,,,,,,,,,,,,,,,,,,,,,,,,
14201,2,10000,1420101,2,10000,1420102,,,,,,,,,,,,,,,,,,,,,,,,
14202,2,10000,1420201,2,10000,1420202,,,,,,,,,,,,,,,,,,,,,,,,
14203,2,10000,1420301,2,10000,1420302,,,,,,,,,,,,,,,,,,,,,,,,
14204,2,10000,1420401,2,10000,1420402,,,,,,,,,,,,,,,,,,,,,,,,
14205,2,10000,1420501,,,,,,,,,,,,,,,,,,,,,,,,,,,
14301,2,10000,1430101,2,10000,1430102,,,,,,,,,,,,,,,,,,,,,,,,
14302,2,10000,1430201,2,10000,1430202,,,,,,,,,,,,,,,,,,,,,,,,
14303,2,10000,1430301,2,10000,1430302,,,,,,,,,,,,,,,,,,,,,,,,
14304,2,10000,1430401,2,10000,1430402,,,,,,,,,,,,,,,,,,,,,,,,
14305,2,10000,1430501,,,,,,,,,,,,,,,,,,,,,,,,,,,
14401,2,10000,1440101,2,10000,1440102,,,,,,,,,,,,,,,,,,,,,,,,
14402,2,10000,1440201,2,10000,1440202,,,,,,,,,,,,,,,,,,,,,,,,
14403,2,10000,1440301,2,10000,1440302,,,,,,,,,,,,,,,,,,,,,,,,
14404,2,10000,1440401,2,10000,1440402,,,,,,,,,,,,,,,,,,,,,,,,
14405,2,10000,1440501,,,,,,,,,,,,,,,,,,,,,,,,,,,
14501,2,10000,1450101,2,10000,1450102,,,,,,,,,,,,,,,,,,,,,,,,
14502,2,10000,1450201,2,10000,1450202,,,,,,,,,,,,,,,,,,,,,,,,
14503,2,10000,1450301,2,10000,1450302,,,,,,,,,,,,,,,,,,,,,,,,
14504,2,10000,1450401,2,10000,1450402,,,,,,,,,,,,,,,,,,,,,,,,
14505,2,10000,1450501,,,,,,,,,,,,,,,,,,,,,,,,,,,
14601,2,10000,1460101,2,10000,1460102,,,,,,,,,,,,,,,,,,,,,,,,
14602,2,10000,1460201,2,10000,1460202,,,,,,,,,,,,,,,,,,,,,,,,
14603,2,10000,1460301,2,10000,1460302,,,,,,,,,,,,,,,,,,,,,,,,
14604,2,10000,1460401,2,10000,1460402,,,,,,,,,,,,,,,,,,,,,,,,
14605,2,10000,1460501,,,,,,,,,,,,,,,,,,,,,,,,,,,
14701,2,10000,1470101,2,10000,1470102,,,,,,,,,,,,,,,,,,,,,,,,
14702,2,10000,1470201,2,10000,1470202,,,,,,,,,,,,,,,,,,,,,,,,
14703,2,10000,1470301,2,10000,1470302,,,,,,,,,,,,,,,,,,,,,,,,
14704,2,10000,1470401,2,10000,1470402,,,,,,,,,,,,,,,,,,,,,,,,
14705,2,10000,1470501,,,,,,,,,,,,,,,,,,,,,,,,,,,
14801,2,10000,1480101,2,10000,1480102,,,,,,,,,,,,,,,,,,,,,,,,
14802,2,10000,1480201,2,10000,1480202,,,,,,,,,,,,,,,,,,,,,,,,
14803,2,10000,1480301,2,10000,1480302,,,,,,,,,,,,,,,,,,,,,,,,
14804,2,10000,1480401,2,10000,1480402,,,,,,,,,,,,,,,,,,,,,,,,
14805,2,10000,1480501,,,,,,,,,,,,,,,,,,,,,,,,,,,
14901,2,10000,1490101,2,10000,1490102,,,,,,,,,,,,,,,,,,,,,,,,
14902,2,10000,1490201,2,10000,1490202,,,,,,,,,,,,,,,,,,,,,,,,
14903,2,10000,1490301,2,10000,1490302,,,,,,,,,,,,,,,,,,,,,,,,
14904,2,10000,1490401,2,10000,1490402,,,,,,,,,,,,,,,,,,,,,,,,
14905,2,10000,1490501,,,,,,,,,,,,,,,,,,,,,,,,,,,
15001,2,10000,1500101,2,10000,1500102,,,,,,,,,,,,,,,,,,,,,,,,
15002,2,10000,1500201,2,10000,1500202,,,,,,,,,,,,,,,,,,,,,,,,
15003,2,10000,1500301,2,10000,1500302,,,,,,,,,,,,,,,,,,,,,,,,
15004,2,10000,1500401,2,10000,1500402,,,,,,,,,,,,,,,,,,,,,,,,
15005,2,10000,1500501,,,,,,,,,,,,,,,,,,,,,,,,,,,
15101,2,10000,1510101,2,10000,1510102,,,,,,,,,,,,,,,,,,,,,,,,
15102,2,10000,1510201,2,10000,1510202,,,,,,,,,,,,,,,,,,,,,,,,
15103,2,10000,1510301,2,10000,1510302,,,,,,,,,,,,,,,,,,,,,,,,
15104,2,10000,1510401,2,10000,1510402,,,,,,,,,,,,,,,,,,,,,,,,
15105,2,10000,1510501,,,,,,,,,,,,,,,,,,,,,,,,,,,
15201,2,10000,1520101,2,10000,1520102,,,,,,,,,,,,,,,,,,,,,,,,
15202,2,10000,1520201,2,10000,1520202,,,,,,,,,,,,,,,,,,,,,,,,
15203,2,10000,1520301,2,10000,1520302,,,,,,,,,,,,,,,,,,,,,,,,
15204,2,10000,1520401,2,10000,1520402,,,,,,,,,,,,,,,,,,,,,,,,
15205,2,10000,1520501,,,,,,,,,,,,,,,,,,,,,,,,,,,
15301,2,10000,1530101,2,10000,1530102,,,,,,,,,,,,,,,,,,,,,,,,
15302,2,10000,1530201,2,10000,1530202,,,,,,,,,,,,,,,,,,,,,,,,
15303,2,10000,1530301,2,10000,1530302,,,,,,,,,,,,,,,,,,,,,,,,
15304,2,10000,1530401,2,10000,1530402,,,,,,,,,,,,,,,,,,,,,,,,
15305,2,10000,1530501,,,,,,,,,,,,,,,,,,,,,,,,,,,
15401,2,10000,1540101,2,10000,1540102,,,,,,,,,,,,,,,,,,,,,,,,
15402,2,10000,1540201,2,10000,1540202,,,,,,,,,,,,,,,,,,,,,,,,
15403,2,10000,1540301,2,10000,1540302,,,,,,,,,,,,,,,,,,,,,,,,
15404,2,10000,1540401,2,10000,1540402,,,,,,,,,,,,,,,,,,,,,,,,
15405,2,10000,1540501,,,,,,,,,,,,,,,,,,,,,,,,,,,
15501,2,10000,1550101,2,10000,1550102,,,,,,,,,,,,,,,,,,,,,,,,
15502,2,10000,1550201,2,10000,1550202,,,,,,,,,,,,,,,,,,,,,,,,
15503,2,10000,1550301,2,10000,1550302,,,,,,,,,,,,,,,,,,,,,,,,
15504,2,10000,1550401,2,10000,1550402,,,,,,,,,,,,,,,,,,,,,,,,
15505,2,10000,1550501,,,,,,,,,,,,,,,,,,,,,,,,,,,
15601,2,10000,1560101,2,10000,1560102,,,,,,,,,,,,,,,,,,,,,,,,
15602,2,10000,1560201,2,10000,1560202,,,,,,,,,,,,,,,,,,,,,,,,
15603,2,10000,1560301,2,10000,1560302,,,,,,,,,,,,,,,,,,,,,,,,
15604,2,10000,1560401,2,10000,1560402,,,,,,,,,,,,,,,,,,,,,,,,
15605,2,10000,1560501,,,,,,,,,,,,,,,,,,,,,,,,,,,
15701,2,10000,1570101,2,10000,1570102,,,,,,,,,,,,,,,,,,,,,,,,
15702,2,10000,1570201,2,10000,1570202,,,,,,,,,,,,,,,,,,,,,,,,
15703,2,10000,1570301,2,10000,1570302,,,,,,,,,,,,,,,,,,,,,,,,
15704,2,10000,1570401,2,10000,1570402,,,,,,,,,,,,,,,,,,,,,,,,
15705,2,10000,1570501,,,,,,,,,,,,,,,,,,,,,,,,,,,
15801,2,10000,1580101,2,10000,1580102,,,,,,,,,,,,,,,,,,,,,,,,
15802,2,10000,1580201,2,10000,1580202,,,,,,,,,,,,,,,,,,,,,,,,
15803,2,10000,1580301,2,10000,1580302,,,,,,,,,,,,,,,,,,,,,,,,
15804,2,10000,1580401,2,10000,1580402,,,,,,,,,,,,,,,,,,,,,,,,
15805,2,10000,1580501,,,,,,,,,,,,,,,,,,,,,,,,,,,
15901,2,10000,1590101,2,10000,1590102,,,,,,,,,,,,,,,,,,,,,,,,
15902,2,10000,1590201,2,10000,1590202,,,,,,,,,,,,,,,,,,,,,,,,
15903,2,10000,1590301,2,10000,1590302,,,,,,,,,,,,,,,,,,,,,,,,
15904,2,10000,1590401,2,10000,1590402,,,,,,,,,,,,,,,,,,,,,,,,
15905,2,10000,1590501,,,,,,,,,,,,,,,,,,,,,,,,,,,
16001,2,10000,1600101,2,10000,1600102,,,,,,,,,,,,,,,,,,,,,,,,
16002,2,10000,1600201,2,10000,1600202,,,,,,,,,,,,,,,,,,,,,,,,
16003,2,10000,1600301,2,10000,1600302,,,,,,,,,,,,,,,,,,,,,,,,
16004,2,10000,1600401,2,10000,1600402,,,,,,,,,,,,,,,,,,,,,,,,
16005,2,10000,1600501,,,,,,,,,,,,,,,,,,,,,,,,,,,
16101,2,10000,1610101,2,10000,1610102,,,,,,,,,,,,,,,,,,,,,,,,
16102,2,10000,1610201,2,10000,1610202,,,,,,,,,,,,,,,,,,,,,,,,
16103,2,10000,1610301,2,10000,1610302,,,,,,,,,,,,,,,,,,,,,,,,
16104,2,10000,1610401,2,10000,1610402,,,,,,,,,,,,,,,,,,,,,,,,
16105,2,10000,1610501,,,,,,,,,,,,,,,,,,,,,,,,,,,
16201,2,10000,1620101,2,10000,1620102,,,,,,,,,,,,,,,,,,,,,,,,
16202,2,10000,1620201,2,10000,1620202,,,,,,,,,,,,,,,,,,,,,,,,
16203,2,10000,1620301,2,10000,1620302,,,,,,,,,,,,,,,,,,,,,,,,
16204,2,10000,1620401,2,10000,1620402,,,,,,,,,,,,,,,,,,,,,,,,
16205,2,10000,1620501,,,,,,,,,,,,,,,,,,,,,,,,,,,
16301,2,10000,1630101,2,10000,1630102,,,,,,,,,,,,,,,,,,,,,,,,
16302,2,10000,1630201,2,10000,1630202,,,,,,,,,,,,,,,,,,,,,,,,
16303,2,10000,1630301,2,10000,1630302,,,,,,,,,,,,,,,,,,,,,,,,
16304,2,10000,1630401,2,10000,1630402,,,,,,,,,,,,,,,,,,,,,,,,
16305,2,10000,1630501,,,,,,,,,,,,,,,,,,,,,,,,,,,
16401,2,10000,1640101,2,10000,1640102,,,,,,,,,,,,,,,,,,,,,,,,
16402,2,10000,1640201,2,10000,1640202,,,,,,,,,,,,,,,,,,,,,,,,
16403,2,10000,1640301,2,10000,1640302,,,,,,,,,,,,,,,,,,,,,,,,
16404,2,10000,1640401,2,10000,1640402,,,,,,,,,,,,,,,,,,,,,,,,
16405,2,10000,1640501,,,,,,,,,,,,,,,,,,,,,,,,,,,
16501,2,10000,1650101,2,10000,1650102,,,,,,,,,,,,,,,,,,,,,,,,
16502,2,10000,1650201,2,10000,1650202,,,,,,,,,,,,,,,,,,,,,,,,
16503,2,10000,1650301,2,10000,1650302,,,,,,,,,,,,,,,,,,,,,,,,
16504,2,10000,1650401,2,10000,1650402,,,,,,,,,,,,,,,,,,,,,,,,
16505,2,10000,1650501,,,,,,,,,,,,,,,,,,,,,,,,,,,
16601,2,10000,1660101,2,10000,1660102,,,,,,,,,,,,,,,,,,,,,,,,
16602,2,10000,1660201,2,10000,1660202,,,,,,,,,,,,,,,,,,,,,,,,
16603,2,10000,1660301,2,10000,1660302,,,,,,,,,,,,,,,,,,,,,,,,
16604,2,10000,1660401,2,10000,1660402,,,,,,,,,,,,,,,,,,,,,,,,
16605,2,10000,1660501,,,,,,,,,,,,,,,,,,,,,,,,,,,
16701,2,10000,1670101,2,10000,1670102,,,,,,,,,,,,,,,,,,,,,,,,
16702,2,10000,1670201,2,10000,1670202,,,,,,,,,,,,,,,,,,,,,,,,
16703,2,10000,1670301,2,10000,1670302,,,,,,,,,,,,,,,,,,,,,,,,
16704,2,10000,1670401,2,10000,1670402,,,,,,,,,,,,,,,,,,,,,,,,
16705,2,10000,1670501,,,,,,,,,,,,,,,,,,,,,,,,,,,
16801,2,10000,1680101,2,10000,1680102,,,,,,,,,,,,,,,,,,,,,,,,
16802,2,10000,1680201,2,10000,1680202,,,,,,,,,,,,,,,,,,,,,,,,
16803,2,10000,1680301,2,10000,1680302,,,,,,,,,,,,,,,,,,,,,,,,
16804,2,10000,1680401,2,10000,1680402,,,,,,,,,,,,,,,,,,,,,,,,
16805,2,10000,1680501,,,,,,,,,,,,,,,,,,,,,,,,,,,
16901,2,10000,1690101,2,10000,1690102,,,,,,,,,,,,,,,,,,,,,,,,
16902,2,10000,1690201,2,10000,1690202,,,,,,,,,,,,,,,,,,,,,,,,
16903,2,10000,1690301,2,10000,1690302,,,,,,,,,,,,,,,,,,,,,,,,
16904,2,10000,1690401,2,10000,1690402,,,,,,,,,,,,,,,,,,,,,,,,
16905,2,10000,1690501,,,,,,,,,,,,,,,,,,,,,,,,,,,
17001,2,10000,1700101,2,10000,1700102,,,,,,,,,,,,,,,,,,,,,,,,
17002,2,10000,1700201,2,10000,1700202,,,,,,,,,,,,,,,,,,,,,,,,
17003,2,10000,1700301,2,10000,1700302,,,,,,,,,,,,,,,,,,,,,,,,
17004,2,10000,1700401,2,10000,1700402,,,,,,,,,,,,,,,,,,,,,,,,
17005,2,10000,1700501,,,,,,,,,,,,,,,,,,,,,,,,,,,
17101,2,10000,1710101,2,10000,1710102,,,,,,,,,,,,,,,,,,,,,,,,
17102,2,10000,1710201,2,10000,1710202,,,,,,,,,,,,,,,,,,,,,,,,
17103,2,10000,1710301,2,10000,1710302,,,,,,,,,,,,,,,,,,,,,,,,
17104,2,10000,1710401,2,10000,1710402,,,,,,,,,,,,,,,,,,,,,,,,
17105,2,10000,1710501,,,,,,,,,,,,,,,,,,,,,,,,,,,
17201,2,10000,1720101,2,10000,1720102,,,,,,,,,,,,,,,,,,,,,,,,
17202,2,10000,1720201,2,10000,1720202,,,,,,,,,,,,,,,,,,,,,,,,
17203,2,10000,1720301,2,10000,1720302,,,,,,,,,,,,,,,,,,,,,,,,
17204,2,10000,1720401,2,10000,1720402,,,,,,,,,,,,,,,,,,,,,,,,
17205,2,10000,1720501,,,,,,,,,,,,,,,,,,,,,,,,,,,
17301,2,10000,1730101,2,10000,1730102,,,,,,,,,,,,,,,,,,,,,,,,
17302,2,10000,1730201,2,10000,1730202,,,,,,,,,,,,,,,,,,,,,,,,
17303,2,10000,1730301,2,10000,1730302,,,,,,,,,,,,,,,,,,,,,,,,
17304,2,10000,1730401,2,10000,1730402,,,,,,,,,,,,,,,,,,,,,,,,
17305,2,10000,1730501,,,,,,,,,,,,,,,,,,,,,,,,,,,
17401,2,10000,1740101,2,10000,1740102,,,,,,,,,,,,,,,,,,,,,,,,
17402,2,10000,1740201,2,10000,1740202,,,,,,,,,,,,,,,,,,,,,,,,
17403,2,10000,1740301,2,10000,1740302,,,,,,,,,,,,,,,,,,,,,,,,
17404,2,10000,1740401,2,10000,1740402,,,,,,,,,,,,,,,,,,,,,,,,
17405,2,10000,1740501,,,,,,,,,,,,,,,,,,,,,,,,,,,
17501,2,10000,1750101,2,10000,1750102,,,,,,,,,,,,,,,,,,,,,,,,
17502,2,10000,1750201,2,10000,1750202,,,,,,,,,,,,,,,,,,,,,,,,
17503,2,10000,1750301,2,10000,1750302,,,,,,,,,,,,,,,,,,,,,,,,
17504,2,10000,1750401,2,10000,1750402,,,,,,,,,,,,,,,,,,,,,,,,
17505,2,10000,1750501,,,,,,,,,,,,,,,,,,,,,,,,,,,
17601,2,10000,1760101,2,10000,1760102,,,,,,,,,,,,,,,,,,,,,,,,
17602,2,10000,1760201,2,10000,1760202,,,,,,,,,,,,,,,,,,,,,,,,
17603,2,10000,1760301,2,10000,1760302,,,,,,,,,,,,,,,,,,,,,,,,
17604,2,10000,1760401,2,10000,1760402,,,,,,,,,,,,,,,,,,,,,,,,
17605,2,10000,1760501,,,,,,,,,,,,,,,,,,,,,,,,,,,
17701,2,10000,1770101,2,10000,1770102,,,,,,,,,,,,,,,,,,,,,,,,
17702,2,10000,1770201,2,10000,1770202,,,,,,,,,,,,,,,,,,,,,,,,
17703,2,10000,1770301,2,10000,1770302,,,,,,,,,,,,,,,,,,,,,,,,
17704,2,10000,1770401,2,10000,1770402,,,,,,,,,,,,,,,,,,,,,,,,
17705,2,10000,1770501,,,,,,,,,,,,,,,,,,,,,,,,,,,
17801,2,10000,1780101,2,10000,1780102,,,,,,,,,,,,,,,,,,,,,,,,
17802,2,10000,1780201,2,10000,1780202,,,,,,,,,,,,,,,,,,,,,,,,
17803,2,10000,1780301,2,10000,1780302,,,,,,,,,,,,,,,,,,,,,,,,
17804,2,10000,1780401,2,10000,1780402,,,,,,,,,,,,,,,,,,,,,,,,
17805,2,10000,1780501,,,,,,,,,,,,,,,,,,,,,,,,,,,
17901,2,10000,1790101,2,10000,1790102,,,,,,,,,,,,,,,,,,,,,,,,
17902,2,10000,1790201,2,10000,1790202,,,,,,,,,,,,,,,,,,,,,,,,
17903,2,10000,1790301,2,10000,1790302,,,,,,,,,,,,,,,,,,,,,,,,
17904,2,10000,1790401,2,10000,1790402,,,,,,,,,,,,,,,,,,,,,,,,
17905,2,10000,1790501,,,,,,,,,,,,,,,,,,,,,,,,,,,
18001,2,10000,1800101,2,10000,1800102,,,,,,,,,,,,,,,,,,,,,,,,
18002,2,10000,1800201,2,10000,1800202,,,,,,,,,,,,,,,,,,,,,,,,
18003,2,10000,1800301,2,10000,1800302,,,,,,,,,,,,,,,,,,,,,,,,
18004,2,10000,1800401,2,10000,1800402,,,,,,,,,,,,,,,,,,,,,,,,
18005,2,10000,1800501,,,,,,,,,,,,,,,,,,,,,,,,,,,
118001,2,10000,11800101,,,,,,,,,,,,,,,,,,,,,,,,,,,
119001,2,10000,11900101,2,10000,11900102,2,10000,11900103,2,10000,11900104,,,,,,,,,,,,,,,,,,
119002,2,10000,11900201,2,10000,11900202,2,10000,11900203,2,10000,11900204,,,,,,,,,,,,,,,,,,
119003,2,10000,11900301,2,10000,11900302,2,10000,11900303,2,10000,11900304,,,,,,,,,,,,,,,,,,
119004,2,10000,11900401,2,10000,11900402,2,10000,11900403,2,10000,11900404,,,,,,,,,,,,,,,,,,
128001,2,10000,12800101,,,,,,,,,,,,,,,,,,,,,,,,,,,
128002,2,10000,12800201,,,,,,,,,,,,,,,,,,,,,,,,,,,
128003,2,10000,12800301,,,,,,,,,,,,,,,,,,,,,,,,,,,
129001,2,10000,12900101,2,10000,12900102,2,10000,12900103,2,10000,12900104,2,10000,12900105,2,10000,12900106,2,10000,12900107,,,,,,,,,
129002,2,10000,12900201,2,10000,12900202,2,10000,12900203,2,10000,12900204,2,10000,12900205,2,10000,12900206,2,10000,12900207,,,,,,,,,
129003,2,10000,12900301,2,10000,12900302,2,10000,12900303,2,10000,12900304,2,10000,12900305,2,10000,12900306,2,10000,12900307,,,,,,,,,
129004,2,10000,12900401,2,10000,12900402,2,10000,12900403,2,10000,12900404,2,10000,12900405,2,10000,12900406,2,10000,12900407,,,,,,,,,
138001,2,10000,13800101,,,,,,,,,,,,,,,,,,,,,,,,,,,
138002,2,10000,13800201,,,,,,,,,,,,,,,,,,,,,,,,,,,
138003,2,10000,13800301,,,,,,,,,,,,,,,,,,,,,,,,,,,
138004,2,10000,13800401,,,,,,,,,,,,,,,,,,,,,,,,,,,
138005,2,10000,13800501,,,,,,,,,,,,,,,,,,,,,,,,,,,
139001,2,10000,13900101,2,10000,13900102,2,10000,13900103,2,10000,13900104,2,10000,13900105,2,10000,13900106,2,10000,13900107,2,10000,13900108,2,10000,13900109,2,10000,13900110
139002,2,10000,13900201,2,10000,13900202,2,10000,13900203,2,10000,13900204,2,10000,13900205,2,10000,13900206,2,10000,13900207,2,10000,13900208,2,10000,13900209,2,10000,13900210
139003,2,10000,13900301,2,10000,13900302,2,10000,13900303,2,10000,13900304,2,10000,13900305,2,10000,13900306,2,10000,13900307,2,10000,13900308,2,10000,13900309,2,10000,13900310
139004,2,10000,13900401,2,10000,13900402,2,10000,13900403,2,10000,13900404,2,10000,13900405,2,10000,13900406,2,10000,13900407,2,10000,13900408,2,10000,13900409,2,10000,13900410
500101,2,10000,50010101,2,3000,50010102,,,,,,,,,,,,,,,,,,,,,,,,
500102,2,10000,50010201,2,3000,50010202,,,,,,,,,,,,,,,,,,,,,,,,
500103,2,10000,50010301,2,3000,50010302,,,,,,,,,,,,,,,,,,,,,,,,
500104,2,10000,50010401,2,3000,50010402,,,,,,,,,,,,,,,,,,,,,,,,
500105,2,10000,50010501,2,3000,50010502,,,,,,,,,,,,,,,,,,,,,,,,
500106,2,10000,50010601,2,3000,50010602,,,,,,,,,,,,,,,,,,,,,,,,
500107,2,10000,50010701,2,3000,50010702,,,,,,,,,,,,,,,,,,,,,,,,
500108,2,10000,50010801,2,3000,50010802,,,,,,,,,,,,,,,,,,,,,,,,
500109,2,10000,50010901,2,3000,50010902,,,,,,,,,,,,,,,,,,,,,,,,
500110,2,10000,50011001,2,3000,50011002,,,,,,,,,,,,,,,,,,,,,,,,
500111,2,10000,50011101,2,3000,50011102,,,,,,,,,,,,,,,,,,,,,,,,
500112,2,10000,50011201,2,3000,50011202,,,,,,,,,,,,,,,,,,,,,,,,
500113,2,10000,50011301,2,3000,50011302,,,,,,,,,,,,,,,,,,,,,,,,
500114,2,10000,50011401,2,3000,50011402,,,,,,,,,,,,,,,,,,,,,,,,
500115,2,10000,50011501,2,3000,50011502,,,,,,,,,,,,,,,,,,,,,,,,
500116,2,10000,50011601,2,3000,50011602,,,,,,,,,,,,,,,,,,,,,,,,
600101,2,10000,60010101,2,3000,60010102,,,,,,,,,,,,,,,,,,,,,,,,
600102,2,10000,60010201,2,3000,60010202,,,,,,,,,,,,,,,,,,,,,,,,
600103,2,10000,60010301,2,3000,60010302,,,,,,,,,,,,,,,,,,,,,,,,
600104,2,10000,60010401,2,3000,60010402,,,,,,,,,,,,,,,,,,,,,,,,
600105,2,10000,60010501,2,3000,60010502,,,,,,,,,,,,,,,,,,,,,,,,
600106,2,10000,60010601,2,3000,60010602,,,,,,,,,,,,,,,,,,,,,,,,
600107,2,10000,60010701,2,3000,60010702,,,,,,,,,,,,,,,,,,,,,,,,
600108,2,10000,60010801,2,3000,60010802,,,,,,,,,,,,,,,,,,,,,,,,
600109,2,10000,60010901,2,3000,60010902,,,,,,,,,,,,,,,,,,,,,,,,
600110,2,10000,60011001,2,3000,60011002,,,,,,,,,,,,,,,,,,,,,,,,
600111,2,10000,60011101,2,3000,60011102,,,,,,,,,,,,,,,,,,,,,,,,
600112,2,10000,60011201,2,3000,60011202,,,,,,,,,,,,,,,,,,,,,,,,
600113,2,10000,60011301,2,3000,60011302,,,,,,,,,,,,,,,,,,,,,,,,
600114,2,10000,60011401,2,3000,60011402,,,,,,,,,,,,,,,,,,,,,,,,
600115,2,10000,60011501,2,3000,60011502,,,,,,,,,,,,,,,,,,,,,,,,
600116,2,10000,60011601,2,3000,60011602,,,,,,,,,,,,,,,,,,,,,,,,
700101,2,10000,70010101,2,3000,70010102,,,,,,,,,,,,,,,,,,,,,,,,
700102,2,10000,70010201,2,3000,70010202,,,,,,,,,,,,,,,,,,,,,,,,
700103,2,10000,70010301,2,3000,70010302,,,,,,,,,,,,,,,,,,,,,,,,
700104,2,10000,70010401,2,3000,70010402,,,,,,,,,,,,,,,,,,,,,,,,
700105,2,10000,70010501,2,3000,70010502,,,,,,,,,,,,,,,,,,,,,,,,
700106,2,10000,70010601,2,3000,70010602,,,,,,,,,,,,,,,,,,,,,,,,
700107,2,10000,70010701,2,3000,70010702,,,,,,,,,,,,,,,,,,,,,,,,
700108,2,10000,70010801,2,3000,70010802,,,,,,,,,,,,,,,,,,,,,,,,
700109,2,10000,70010901,2,3000,70010902,,,,,,,,,,,,,,,,,,,,,,,,
700110,2,10000,70011001,2,3000,70011002,,,,,,,,,,,,,,,,,,,,,,,,
700111,2,10000,70011101,2,3000,70011102,,,,,,,,,,,,,,,,,,,,,,,,
700112,2,10000,70011201,2,3000,70011202,,,,,,,,,,,,,,,,,,,,,,,,
700113,2,10000,70011301,2,3000,70011302,,,,,,,,,,,,,,,,,,,,,,,,
700114,2,10000,70011401,2,3000,70011402,,,,,,,,,,,,,,,,,,,,,,,,
700115,2,10000,70011501,2,3000,70011502,,,,,,,,,,,,,,,,,,,,,,,,
700116,2,10000,70011601,2,3000,70011602,,,,,,,,,,,,,,,,,,,,,,,,
1010101,2,10000,101010101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010102,2,10000,101010201,2,10000,101010202,,,,,,,,,,,,,,,,,,,,,,,,
1010201,2,10000,101020101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010202,2,10000,101020201,2,10000,101020202,,,,,,,,,,,,,,,,,,,,,,,,
1010301,2,10000,101030101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010302,2,10000,101030201,2,10000,101030202,,,,,,,,,,,,,,,,,,,,,,,,
1010401,2,10000,101040101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010402,2,10000,101040201,2,10000,101040202,,,,,,,,,,,,,,,,,,,,,,,,
1010501,2,10000,101050101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010502,2,10000,101050201,2,10000,101050202,,,,,,,,,,,,,,,,,,,,,,,,
1010601,2,10000,101060101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010602,2,10000,101060201,2,10000,101060202,,,,,,,,,,,,,,,,,,,,,,,,
1020101,2,10000,102010101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020102,2,10000,102010201,2,10000,102010202,,,,,,,,,,,,,,,,,,,,,,,,
1020201,2,10000,102020101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020202,2,10000,102020201,2,10000,102020202,,,,,,,,,,,,,,,,,,,,,,,,
1020301,2,10000,102030101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020302,2,10000,102030201,2,10000,102030202,,,,,,,,,,,,,,,,,,,,,,,,
1020401,2,10000,102040101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020402,2,10000,102040201,2,10000,102040202,,,,,,,,,,,,,,,,,,,,,,,,
1020501,2,10000,102050101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020502,2,10000,102050201,2,10000,102050202,,,,,,,,,,,,,,,,,,,,,,,,
1020601,2,10000,102060101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020602,2,10000,102060201,2,10000,102060202,,,,,,,,,,,,,,,,,,,,,,,,
1020701,2,10000,102070101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020702,2,10000,102070201,2,10000,102070202,,,,,,,,,,,,,,,,,,,,,,,,
1020801,2,10000,102080101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020802,2,10000,102080201,2,10000,102080202,,,,,,,,,,,,,,,,,,,,,,,,
1020901,2,10000,102090101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020902,2,10000,102090201,2,10000,102090202,,,,,,,,,,,,,,,,,,,,,,,,
1030101,2,10000,103010101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030102,2,10000,103010201,2,10000,103010202,,,,,,,,,,,,,,,,,,,,,,,,
1030201,2,10000,103020101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030202,2,10000,103020201,2,10000,103020202,,,,,,,,,,,,,,,,,,,,,,,,
1030301,2,10000,103030101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030302,2,10000,103030201,2,10000,103030202,,,,,,,,,,,,,,,,,,,,,,,,
1030401,2,10000,103040101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030402,2,10000,103040201,2,10000,103040202,,,,,,,,,,,,,,,,,,,,,,,,
