id,equipId,resID,level,name,icon,quality,advanced,levelUpNeedCoin,levelUpNeedResId1,levelUpNeedResCnt1,levelUpNeedResId2,levelUpNeedResCnt2,isStepUp,attrType,attrValue,nextLevelAttrType,nextLevelAttrValue,res,equipPosition,power,LOffset,ROffset,LZoder,RZoder
3042,3,,42,Óñ´ø,#yaodai_yudai.png,3,1,53100,1,6,,,0,1,7762,1,165,,4,419,,,,
3043,3,,43,Óñ´ø,#yaodai_yudai.png,3,1,56185,1,6,,,0,1,7927,1,165,,4,428,,,,
3044,3,,44,Óñ´ø,#yaodai_yudai.png,3,1,59373,1,6,,,0,1,8092,1,166,,4,437,,,,
3045,3,,45,Óñ´ø,#yaodai_yudai.png,3,1,139250,4001,85,4002,85,1,1,8258,1,1849,,4,446,,,,
3046,3,,46,½õ±§¶Ç,#yaodai_jinbaodu.png,4,0,66057,1,8,,,0,1,10107,1,198,,4,546,,,,
3047,3,,47,½õ±§¶Ç,#yaodai_jinbaodu.png,4,0,69555,1,8,,,0,1,10305,1,199,,4,556,,,,
3048,3,,48,½õ±§¶Ç,#yaodai_jinbaodu.png,4,0,73161,1,8,,,0,1,10504,1,198,,4,567,,,,
3049,3,,49,½õ±§¶Ç,#yaodai_jinbaodu.png,4,0,76872,1,8,,,0,1,10702,1,198,,4,578,,,,
3050,3,,50,½õ±§¶Ç,#yaodai_jinbaodu.png,4,0,80692,1,8,,,0,1,10900,1,198,,4,589,,,,
3051,3,,51,½õ±§¶Ç,#yaodai_jinbaodu.png,4,0,84618,1,10,,,0,1,11098,1,198,,4,599,,,,
3052,3,,52,½õ±§¶Ç,#yaodai_jinbaodu.png,4,0,88656,1,10,,,0,1,11296,1,198,,4,610,,,,
3053,3,,53,½õ±§¶Ç,#yaodai_jinbaodu.png,4,0,92803,1,10,,,0,1,11494,1,199,,4,621,,,,
3054,3,,54,½õ±§¶Ç,#yaodai_jinbaodu.png,4,0,97061,1,10,,,0,1,11693,1,198,,4,631,,,,
3055,3,,55,½õ±§¶Ç,#yaodai_jinbaodu.png,4,0,225402,5001,130,5002,130,1,1,11891,1,2213,,4,642,,,,
3056,3,,56,ÌÆâ¥Æ®´ø,#yaodai_tangnipiaodai.png,4,1,105913,1,15,,,0,1,14104,1,231,,4,762,,,,
3057,3,,57,ÌÆâ¥Æ®´ø,#yaodai_tangnipiaodai.png,4,1,110510,1,15,,,0,1,14335,1,231,,4,774,,,,
3058,3,,58,ÌÆâ¥Æ®´ø,#yaodai_tangnipiaodai.png,4,1,115219,1,15,,,0,1,14566,1,231,,4,787,,,,
3059,3,,59,ÌÆâ¥Æ®´ø,#yaodai_tangnipiaodai.png,4,1,120045,1,15,,,0,1,14797,1,232,,4,799,,,,
3060,3,,60,ÌÆâ¥Æ®´ø,#yaodai_tangnipiaodai.png,4,1,124986,1,15,,,0,1,15029,1,231,,4,812,,,,
3061,3,,61,ÌÆâ¥Æ®´ø,#yaodai_tangnipiaodai.png,4,1,130045,1,20,,,0,1,15260,1,231,,4,824,,,,
3062,3,,62,ÌÆâ¥Æ®´ø,#yaodai_tangnipiaodai.png,4,1,135220,1,20,,,0,1,15491,1,231,,4,837,,,,
3063,3,,63,ÌÆâ¥Æ®´ø,#yaodai_tangnipiaodai.png,4,1,140513,1,20,,,0,1,15722,1,232,,4,849,,,,
3064,3,,64,ÌÆâ¥Æ®´ø,#yaodai_tangnipiaodai.png,4,1,145926,1,20,,,0,1,15954,1,231,,4,862,,,,
3065,3,,65,ÌÆâ¥Æ®´ø,#yaodai_tangnipiaodai.png,4,1,336576,6001,185,6002,185,1,1,16185,1,2576,,4,874,,,,
3066,3,,66,´óÁú¿¿¶Ç,#yaodai_dalongkaodu.png,4,2,157111,1,30,,,0,1,18761,1,264,,4,1013,,,,
3067,3,,67,´óÁú¿¿¶Ç,#yaodai_dalongkaodu.png,4,2,162885,1,30,,,0,1,19025,1,265,,4,1027,,,,
3068,3,,68,´óÁú¿¿¶Ç,#yaodai_dalongkaodu.png,4,2,168780,1,30,,,0,1,19290,1,264,,4,1042,,,,
3069,3,,69,´óÁú¿¿¶Ç,#yaodai_dalongkaodu.png,4,2,174799,1,30,,,0,1,19554,1,264,,4,1056,,,,
3070,3,,70,´óÁú¿¿¶Ç,#yaodai_dalongkaodu.png,4,2,180941,1,30,,,0,1,19818,1,264,,4,1070,,,,
3071,3,,71,´óÁú¿¿¶Ç,#yaodai_dalongkaodu.png,4,2,187207,1,50,,,0,1,20082,1,265,,4,1084,,,,
3072,3,,72,´óÁú¿¿¶Ç,#yaodai_dalongkaodu.png,4,2,193598,1,50,,,0,1,20347,1,264,,4,1099,,,,
3073,3,,73,´óÁú¿¿¶Ç,#yaodai_dalongkaodu.png,4,2,200113,1,50,,,0,1,20611,1,264,,4,1113,,,,
3074,3,,74,´óÁú¿¿¶Ç,#yaodai_dalongkaodu.png,4,2,206756,1,50,,,0,1,20875,1,264,,4,1127,,,,
3075,3,,75,´óÁú¿¿¶Ç,#yaodai_dalongkaodu.png,4,2,474500,7001,250,7002,250,1,1,21139,1,2940,,4,1142,,,,
3076,3,,76,÷è÷ë¿¿¶Ç,#yaodai_qilinkaodu.png,5,0,220422,1,80,,,0,1,24079,1,297,,4,1300,,,,
3077,3,,77,÷è÷ë¿¿¶Ç,#yaodai_qilinkaodu.png,5,0,227447,1,80,,,0,1,24376,1,297,,4,1316,,,,
3078,3,,78,÷è÷ë¿¿¶Ç,#yaodai_qilinkaodu.png,5,0,234600,1,80,,,0,1,24673,1,298,,4,1332,,,,
3079,3,,79,÷è÷ë¿¿¶Ç,#yaodai_qilinkaodu.png,5,0,241884,1,80,,,0,1,24971,1,297,,4,1348,,,,
3080,3,,80,÷è÷ë¿¿¶Ç,#yaodai_qilinkaodu.png,5,0,249298,,,,,0,1,25268,1,0,,4,1364,,,,
4001,4,,1,ºÚ¶Ð¿ì¿ã,#ku_heiduankuaiku.png,1,0,7,1,1,,,0,7,9,7,1,,5,7,,,,
4002,4,,2,ºÚ¶Ð¿ì¿ã,#ku_heiduankuaiku.png,1,0,39,1,1,,,0,7,10,7,2,,5,8,,,,
4003,4,,3,ºÚ¶Ð¿ì¿ã,#ku_heiduankuaiku.png,1,0,106,1,1,,,0,7,12,7,1,,5,9,,,,
4004,4,,4,ºÚ¶Ð¿ì¿ã,#ku_heiduankuaiku.png,1,0,212,1,1,,,0,7,13,7,2,,5,10,,,,
4005,4,,5,ºÚ¶Ð¿ì¿ã,#ku_heiduankuaiku.png,1,0,362,1,1,,,0,7,15,7,1,,5,12,,,,
4006,4,,6,ºÚ¶Ð¿ì¿ã,#ku_heiduankuaiku.png,1,0,563,1,1,,,0,7,16,7,2,,5,12,,,,
4007,4,,7,ºÚ¶Ð¿ì¿ã,#ku_heiduankuaiku.png,1,0,815,1,1,,,0,7,18,7,21,,5,14,,,,
4008,4,,8,ºÚ¶Ð¿ì¿ã,#ku_heiduankuaiku.png,1,0,1124,1,1,,,0,7,39,7,3,,5,30,,,,
4009,4,,9,ºÚ¶Ð¿ì¿ã,#ku_heiduankuaiku.png,1,0,1491,1,1,,,0,7,42,7,3,,5,32,,,,
4010,4,,10,ºÚ¶Ð¿ì¿ã,#ku_heiduankuaiku.png,1,0,1920,1,1,,,0,7,45,7,3,,5,35,,,,
4011,4,,11,ºÚ¶Ð¿ì¿ã,#ku_heiduankuaiku.png,1,0,2414,1,2,,,0,7,48,7,3,,5,37,,,,
4012,4,,12,ºÚ¶Ð¿ì¿ã,#ku_heiduankuaiku.png,1,0,2975,1,2,,,0,7,51,7,3,,5,39,,,,
4013,4,,13,ºÚ¶Ð¿ì¿ã,#ku_heiduankuaiku.png,1,0,3605,1,2,,,0,7,54,7,3,,5,42,,,,
4014,4,,14,ºÚ¶Ð¿ì¿ã,#ku_heiduankuaiku.png,1,0,4308,1,2,,,0,7,57,7,3,,5,44,,,,
4015,4,,15,ºÚ¶Ð¿ì¿ã,#ku_heiduankuaiku.png,1,0,5084,1,2,,,0,7,60,7,3,,5,46,,,,
4016,4,,16,ºÚ¶Ð¿ì¿ã,#ku_heiduankuaiku.png,1,0,5936,1,2,,,0,7,63,7,3,,5,49,,,,
4017,4,,17,ºÚ¶Ð¿ì¿ã,#ku_heiduankuaiku.png,1,0,15256,1001,10,1002,10,1,7,66,7,37,,5,51,,,,
4018,4,,18,¼ý¿ã,#ku_jianku.png,2,0,7875,1,2,,,0,7,103,7,5,,5,79,,,,
4019,4,,19,¼ý¿ã,#ku_jianku.png,2,0,8966,1,2,,,0,7,108,7,4,,5,83,,,,
4020,4,,20,¼ý¿ã,#ku_jianku.png,2,0,10141,1,2,,,0,7,112,7,5,,5,86,,,,
4021,4,,21,¼ý¿ã,#ku_jianku.png,2,0,11401,1,3,,,0,7,117,7,4,,5,90,,,,
4022,4,,22,¼ý¿ã,#ku_jianku.png,2,0,12748,1,3,,,0,7,121,7,5,,5,93,,,,
4023,4,,23,¼ý¿ã,#ku_jianku.png,2,0,14183,1,3,,,0,7,126,7,4,,5,97,,,,
4024,4,,24,¼ý¿ã,#ku_jianku.png,2,0,15708,1,3,,,0,7,130,7,5,,5,100,,,,
4025,4,,25,¼ý¿ã,#ku_jianku.png,2,0,17325,1,3,,,0,7,135,7,4,,5,104,,,,
4026,4,,26,¼ý¿ã,#ku_jianku.png,2,0,19035,1,3,,,0,7,139,7,5,,5,107,,,,
4027,4,,27,¼ý¿ã,#ku_jianku.png,2,0,46314,2001,25,2002,25,1,7,144,7,54,,5,111,,,,
4028,4,,28,ÍÅ»¨´ò¿ã,#ku_tuanhuadaku.png,3,0,22741,1,3,,,0,7,198,7,6,,5,152,,,,
4029,4,,29,ÍÅ»¨´ò¿ã,#ku_tuanhuadaku.png,3,0,24740,1,3,,,0,7,204,7,6,,5,157,,,,
4030,4,,30,ÍÅ»¨´ò¿ã,#ku_tuanhuadaku.png,3,0,26837,1,3,,,0,7,210,7,6,,5,162,,,,
4031,4,,31,ÍÅ»¨´ò¿ã,#ku_tuanhuadaku.png,3,0,29034,1,4,,,0,7,216,7,6,,5,166,,,,
4032,4,,32,ÍÅ»¨´ò¿ã,#ku_tuanhuadaku.png,3,0,31334,1,4,,,0,7,222,7,6,,5,171,,,,
4033,4,,33,ÍÅ»¨´ò¿ã,#ku_tuanhuadaku.png,3,0,33735,1,4,,,0,7,228,7,5,,5,176,,,,
4034,4,,34,ÍÅ»¨´ò¿ã,#ku_tuanhuadaku.png,3,0,36241,1,4,,,0,7,233,7,6,,5,179,,,,
4035,4,,35,ÍÅ»¨´ò¿ã,#ku_tuanhuadaku.png,3,0,38852,1,4,,,0,7,239,7,6,,5,184,,,,
4036,4,,36,ÍÅ»¨´ò¿ã,#ku_tuanhuadaku.png,3,0,41570,1,4,,,0,7,245,7,6,,5,189,,,,
4037,4,,37,ÍÅ»¨´ò¿ã,#ku_tuanhuadaku.png,3,0,98656,3001,50,3002,50,1,7,251,7,71,,5,193,,,,
4038,4,,38,Éñ½«¿ã,#ku_shenjiangku.png,3,1,47330,1,4,,,0,7,322,7,7,,5,248,,,,
4039,4,,39,Éñ½«¿ã,#ku_shenjiangku.png,3,1,50373,1,4,,,0,7,329,7,8,,5,253,,,,
4040,4,,40,Éñ½«¿ã,#ku_shenjiangku.png,3,1,53530,1,4,,,0,7,337,7,7,,5,259,,,,
4041,4,,41,Éñ½«¿ã,#ku_shenjiangku.png,3,1,56798,1,6,,,0,7,344,7,8,,5,265,,,,
4042,4,,42,Éñ½«¿ã,#ku_shenjiangku.png,3,1,60180,1,6,,,0,7,352,7,7,,5,271,,,,
4043,4,,43,Éñ½«¿ã,#ku_shenjiangku.png,3,1,63676,1,6,,,0,7,359,7,8,,5,276,,,,
4044,4,,44,Éñ½«¿ã,#ku_shenjiangku.png,3,1,67289,1,6,,,0,7,367,7,7,,5,283,,,,
4045,4,,45,Éñ½«¿ã,#ku_shenjiangku.png,3,1,71017,1,6,,,0,7,374,7,8,,5,288,,,,
4046,4,,46,Éñ½«¿ã,#ku_shenjiangku.png,3,1,74864,1,8,,,0,7,382,7,7,,5,294,,,,
4047,4,,47,Éñ½«¿ã,#ku_shenjiangku.png,3,1,175178,4001,85,4002,85,1,7,389,7,87,,5,300,,,,
4048,4,,48,Ã±¶¤ÏÂ¼×,#ku_maodingxiajia.png,4,0,82915,1,8,,,0,7,476,7,9,,5,367,,,,
4049,4,,49,Ã±¶¤ÏÂ¼×,#ku_maodingxiajia.png,4,0,87122,1,8,,,0,7,485,7,9,,5,373,,,,
4050,4,,50,Ã±¶¤ÏÂ¼×,#ku_maodingxiajia.png,4,0,91450,1,8,,,0,7,494,7,9,,5,380,,,,
4051,4,,51,Ã±¶¤ÏÂ¼×,#ku_maodingxiajia.png,4,0,95901,1,10,,,0,7,503,7,9,,5,387,,,,
4052,4,,52,Ã±¶¤ÏÂ¼×,#ku_maodingxiajia.png,4,0,100476,1,10,,,0,7,512,7,9,,5,394,,,,
4053,4,,53,Ã±¶¤ÏÂ¼×,#ku_maodingxiajia.png,4,0,105176,1,10,,,0,7,521,7,9,,5,401,,,,
4054,4,,54,Ã±¶¤ÏÂ¼×,#ku_maodingxiajia.png,4,0,110002,1,10,,,0,7,530,7,9,,5,408,,,,
4055,4,,55,Ã±¶¤ÏÂ¼×,#ku_maodingxiajia.png,4,0,114955,1,10,,,0,7,539,7,9,,5,415,,,,
4056,4,,56,Ã±¶¤ÏÂ¼×,#ku_maodingxiajia.png,4,0,120035,1,15,,,0,7,548,7,9,,5,422,,,,
4057,4,,57,Ã±¶¤ÏÂ¼×,#ku_maodingxiajia.png,4,0,278322,5001,130,5002,130,1,7,557,7,103,,5,429,,,,
4058,4,,58,ÌÆâ¥ÏÂîø,#ku_tangnixiakai.png,4,1,130582,1,15,,,0,7,660,7,11,,5,508,,,,
4059,4,,59,ÌÆâ¥ÏÂîø,#ku_tangnixiakai.png,4,1,136052,1,15,,,0,7,671,7,10,,5,517,,,,
4060,4,,60,ÌÆâ¥ÏÂîø,#ku_tangnixiakai.png,4,1,141651,1,15,,,0,7,681,7,10,,5,524,,,,
4061,4,,61,ÌÆâ¥ÏÂîø,#ku_tangnixiakai.png,4,1,147384,1,20,,,0,7,691,7,11,,5,532,,,,
4062,4,,62,ÌÆâ¥ÏÂîø,#ku_tangnixiakai.png,4,1,153249,1,20,,,0,7,702,7,10,,5,541,,,,
4063,4,,63,ÌÆâ¥ÏÂîø,#ku_tangnixiakai.png,4,1,159248,1,20,,,0,7,712,7,11,,5,548,,,,
4064,4,,64,ÌÆâ¥ÏÂîø,#ku_tangnixiakai.png,4,1,165383,1,20,,,0,7,723,7,10,,5,557,,,,
4065,4,,65,ÌÆâ¥ÏÂîø,#ku_tangnixiakai.png,4,1,171653,1,20,,,0,7,733,7,11,,5,564,,,,
4066,4,,66,ÌÆâ¥ÏÂîø,#ku_tangnixiakai.png,4,1,178059,1,30,,,0,7,744,7,10,,5,573,,,,
4067,4,,67,ÌÆâ¥ÏÂîø,#ku_tangnixiakai.png,4,1,410230,6001,185,6002,185,1,7,754,7,120,,5,581,,,,
4068,4,,68,¹ØÓð¿¿ÏÂ¼×,#ku_guanyukaoxiajia.png,4,2,191285,1,30,,,0,7,874,7,12,,5,673,,,,
4069,4,,69,¹ØÓð¿¿ÏÂ¼×,#ku_guanyukaoxiajia.png,4,2,198106,1,30,,,0,7,886,7,12,,5,682,,,,
4070,4,,70,¹ØÓð¿¿ÏÂ¼×,#ku_guanyukaoxiajia.png,4,2,205066,1,30,,,0,7,898,7,12,,5,691,,,,
4071,4,,71,¹ØÓð¿¿ÏÂ¼×,#ku_guanyukaoxiajia.png,4,2,212167,1,50,,,0,7,910,7,12,,5,701,,,,
4072,4,,72,¹ØÓð¿¿ÏÂ¼×,#ku_guanyukaoxiajia.png,4,2,219411,1,50,,,0,7,922,7,12,,5,710,,,,
4073,4,,73,¹ØÓð¿¿ÏÂ¼×,#ku_guanyukaoxiajia.png,4,2,226795,1,50,,,0,7,934,7,12,,5,719,,,,
4074,4,,74,¹ØÓð¿¿ÏÂ¼×,#ku_guanyukaoxiajia.png,4,2,234324,1,50,,,0,7,946,7,12,,5,728,,,,
4075,4,,75,¹ØÓð¿¿ÏÂ¼×,#ku_guanyukaoxiajia.png,4,2,241994,1,50,,,0,7,958,7,12,,5,738,,,,
4076,4,,76,¹ØÓð¿¿ÏÂ¼×,#ku_guanyukaoxiajia.png,4,2,249812,1,80,,,0,7,970,7,12,,5,747,,,,
4077,4,,77,¹ØÓð¿¿ÏÂ¼×,#ku_guanyukaoxiajia.png,4,2,572830,7001,250,7002,250,1,7,982,7,136,,5,756,,,,
4078,4,,78,°ÔÍõ¿¿ÏÂ¼×,#ku_bawangkaoxiajia.png,5,0,265880,1,80,,,0,7,1118,7,14,,5,861,,,,
4079,4,,79,°ÔÍõ¿¿ÏÂ¼×,#ku_bawangkaoxiajia.png,5,0,274135,1,80,,,0,7,1132,7,13,,5,872,,,,
4080,4,,80,°ÔÍõ¿¿ÏÂ¼×,#ku_bawangkaoxiajia.png,5,0,282537,,,,,0,7,1145,7,0,,5,882,,,,
5001,5,,1,±¡µ×Ñ¥,#xie_bodixie.png,1,0,9,1,1,,,0,5,14,5,4,,6,14,,,,
5002,5,,2,±¡µ×Ñ¥,#xie_bodixie.png,1,0,53,1,1,,,0,5,18,5,5,,6,18,,,,
5003,5,,3,±¡µ×Ñ¥,#xie_bodixie.png,1,0,143,1,1,,,0,5,23,5,5,,6,23,,,,
5004,5,,4,±¡µ×Ñ¥,#xie_bodixie.png,1,0,287,1,1,,,0,5,28,5,4,,6,28,,,,
5005,5,,5,±¡µ×Ñ¥,#xie_bodixie.png,1,0,491,1,1,,,0,5,32,5,5,,6,32,,,,
5006,5,,6,±¡µ×Ñ¥,#xie_bodixie.png,1,0,762,1,1,,,0,5,37,5,5,,6,37,,,,
5007,5,,7,±¡µ×Ñ¥,#xie_bodixie.png,1,0,1104,1,1,,,0,5,42,5,4,,6,42,,,,
5008,5,,8,±¡µ×Ñ¥,#xie_bodixie.png,1,0,1521,1,1,,,0,5,46,5,5,,6,46,,,,
5009,5,,9,±¡µ×Ñ¥,#xie_bodixie.png,1,0,2017,1,1,,,0,5,51,5,38,,6,51,,,,
5010,5,,10,±¡µ×Ñ¥,#xie_bodixie.png,1,0,2598,1,1,,,0,5,89,5,7,,6,89,,,,
5011,5,,11,±¡µ×Ñ¥,#xie_bodixie.png,1,0,3267,1,2,,,0,5,96,5,7,,6,96,,,,
5012,5,,12,±¡µ×Ñ¥,#xie_bodixie.png,1,0,4025,1,2,,,0,5,103,5,8,,6,103,,,,
5013,5,,13,±¡µ×Ñ¥,#xie_bodixie.png,1,0,4878,1,2,,,0,5,111,5,7,,6,111,,,,
5014,5,,14,±¡µ×Ñ¥,#xie_bodixie.png,1,0,5828,1,2,,,0,5,118,5,8,,6,118,,,,
5015,5,,15,±¡µ×Ñ¥,#xie_bodixie.png,1,0,6877,1,2,,,0,5,126,5,7,,6,126,,,,
5016,5,,16,±¡µ×Ñ¥,#xie_bodixie.png,1,0,8031,1,2,,,0,5,133,5,7,,6,133,,,,
5017,5,,17,±¡µ×Ñ¥,#xie_bodixie.png,1,0,9288,1,2,,,0,5,140,5,8,,6,140,,,,
5018,5,,18,±¡µ×Ñ¥,#xie_bodixie.png,1,0,10655,1,2,,,0,5,148,5,7,,6,148,,,,
5019,5,,19,±¡µ×Ñ¥,#xie_bodixie.png,1,0,26960,1001,10,1002,10,1,5,155,5,68,,6,155,,,,
5020,5,,20,¸£×ÖÐ¬,#xie_fuzixie.png,2,0,13720,1,2,,,0,5,223,5,11,,6,223,,,,
5021,5,,21,¸£×ÖÐ¬,#xie_fuzixie.png,2,0,15425,1,3,,,0,5,234,5,10,,6,234,,,,
5022,5,,22,¸£×ÖÐ¬,#xie_fuzixie.png,2,0,17247,1,3,,,0,5,244,5,10,,6,244,,,,
5023,5,,23,¸£×ÖÐ¬,#xie_fuzixie.png,2,0,19189,1,3,,,0,5,254,5,10,,6,254,,,,
5024,5,,24,¸£×ÖÐ¬,#xie_fuzixie.png,2,0,21253,1,3,,,0,5,264,5,10,,6,264,,,,
5025,5,,25,¸£×ÖÐ¬,#xie_fuzixie.png,2,0,23441,1,3,,,0,5,274,5,10,,6,274,,,,
5026,5,,26,¸£×ÖÐ¬,#xie_fuzixie.png,2,0,25754,1,3,,,0,5,284,5,10,,6,284,,,,
5027,5,,27,¸£×ÖÐ¬,#xie_fuzixie.png,2,0,28197,1,3,,,0,5,294,5,11,,6,294,,,,
5028,5,,28,¸£×ÖÐ¬,#xie_fuzixie.png,2,0,30768,1,3,,,0,5,305,5,10,,6,305,,,,
5029,5,,29,¸£×ÖÐ¬,#xie_fuzixie.png,2,0,74384,2001,25,2002,25,1,5,315,5,99,,6,315,,,,
5030,5,,30,µÇÔÆÂÄ,#xie_dengyunlv.png,3,0,36309,1,3,,,0,5,414,5,12,,6,414,,,,
5031,5,,31,µÇÔÆÂÄ,#xie_dengyunlv.png,3,0,39282,1,4,,,0,5,426,5,13,,6,426,,,,
5032,5,,32,µÇÔÆÂÄ,#xie_dengyunlv.png,3,0,42393,1,4,,,0,5,439,5,13,,6,439,,,,
5033,5,,33,µÇÔÆÂÄ,#xie_dengyunlv.png,3,0,45641,1,4,,,0,5,452,5,13,,6,452,,,,
5034,5,,34,µÇÔÆÂÄ,#xie_dengyunlv.png,3,0,49032,1,4,,,0,5,465,5,13,,6,465,,,,
5035,5,,35,µÇÔÆÂÄ,#xie_dengyunlv.png,3,0,52565,1,4,,,0,5,478,5,13,,6,478,,,,
5036,5,,36,µÇÔÆÂÄ,#xie_dengyunlv.png,3,0,56241,1,4,,,0,5,491,5,13,,6,491,,,,
5037,5,,37,µÇÔÆÂÄ,#xie_dengyunlv.png,3,0,60065,1,4,,,0,5,504,5,13,,6,504,,,,
5038,5,,38,µÇÔÆÂÄ,#xie_dengyunlv.png,3,0,64035,1,4,,,0,5,517,5,13,,6,517,,,,
5039,5,,39,µÇÔÆÂÄ,#xie_dengyunlv.png,3,0,151452,3001,50,3002,50,1,5,530,5,129,,6,530,,,,
5040,5,,40,ºñµ×Ñ¥,#xie_houdixue.png,3,1,72423,1,4,,,0,5,659,5,16,,6,659,,,,
5041,5,,41,ºñµ×Ñ¥,#xie_houdixue.png,3,1,76845,1,6,,,0,5,675,5,15,,6,675,,,,
5042,5,,42,ºñµ×Ñ¥,#xie_houdixue.png,3,1,81421,1,6,,,0,5,690,5,16,,6,690,,,,
5043,5,,43,ºñµ×Ñ¥,#xie_houdixue.png,3,1,86150,1,6,,,0,5,706,5,16,,6,706,,,,
5044,5,,44,ºñµ×Ñ¥,#xie_houdixue.png,3,1,91038,1,6,,,0,5,722,5,16,,6,722,,,,
5045,5,,45,ºñµ×Ñ¥,#xie_houdixue.png,3,1,96083,1,6,,,0,5,738,5,15,,6,738,,,,
5046,5,,46,ºñµ×Ñ¥,#xie_houdixue.png,3,1,101287,1,8,,,0,5,753,5,16,,6,753,,,,
5047,5,,47,ºñµ×Ñ¥,#xie_houdixue.png,3,1,106651,1,8,,,0,5,769,5,16,,6,769,,,,
5048,5,,48,ºñµ×Ñ¥,#xie_houdixue.png,3,1,112180,1,8,,,0,5,785,5,15,,6,785,,,,
5049,5,,49,ºñµ×Ñ¥,#xie_houdixue.png,3,1,261936,4001,85,4002,85,1,5,800,5,160,,6,800,,,,
5050,5,,50,³¯·½Ñ¥,#xie_chaofangxue.png,4,0,123727,1,8,,,0,5,960,5,18,,6,960,,,,
5051,5,,51,³¯·½Ñ¥,#xie_chaofangxue.png,4,0,129749,1,10,,,0,5,978,5,19,,6,978,,,,
5052,5,,52,³¯·½Ñ¥,#xie_chaofangxue.png,4,0,135939,1,10,,,0,5,997,5,18,,6,997,,,,
5053,5,,53,³¯·½Ñ¥,#xie_chaofangxue.png,4,0,142299,1,10,,,0,5,1015,5,19,,6,1015,,,,
5054,5,,54,³¯·½Ñ¥,#xie_chaofangxue.png,4,0,148827,1,10,,,0,5,1034,5,18,,6,1034,,,,
5055,5,,55,³¯·½Ñ¥,#xie_chaofangxue.png,4,0,155528,1,10,,,0,5,1052,5,19,,6,1052,,,,
5056,5,,56,³¯·½Ñ¥,#xie_chaofangxue.png,4,0,162401,1,15,,,0,5,1071,5,18,,6,1071,,,,
5057,5,,57,³¯·½Ñ¥,#xie_chaofangxue.png,4,0,169448,1,15,,,0,5,1089,5,19,,6,1089,,,,
5058,5,,58,³¯·½Ñ¥,#xie_chaofangxue.png,4,0,176670,1,15,,,0,5,1108,5,18,,6,1108,,,,
5059,5,,59,³¯·½Ñ¥,#xie_chaofangxue.png,4,0,409044,5001,130,5002,130,1,5,1126,5,190,,6,1126,,,,
5060,5,,60,ÓãÁÛÑ¥,#xie_yulinxue.png,4,1,191646,1,15,,,0,5,1316,5,21,,6,1316,,,,
5061,5,,61,ÓãÁÛÑ¥,#xie_yulinxue.png,4,1,199403,1,20,,,0,5,1337,5,22,,6,1337,,,,
5062,5,,62,ÓãÁÛÑ¥,#xie_yulinxue.png,4,1,207338,1,20,,,0,5,1359,5,21,,6,1359,,,,
5063,5,,63,ÓãÁÛÑ¥,#xie_yulinxue.png,4,1,215454,1,20,,,0,5,1380,5,21,,6,1380,,,,
5064,5,,64,ÓãÁÛÑ¥,#xie_yulinxue.png,4,1,223754,1,20,,,0,5,1401,5,21,,6,1401,,,,
5065,5,,65,ÓãÁÛÑ¥,#xie_yulinxue.png,4,1,232236,1,20,,,0,5,1422,5,22,,6,1422,,,,
5066,5,,66,ÓãÁÛÑ¥,#xie_yulinxue.png,4,1,240903,1,30,,,0,5,1444,5,21,,6,1444,,,,
5067,5,,67,ÓãÁÛÑ¥,#xie_yulinxue.png,4,1,249757,1,30,,,0,5,1465,5,21,,6,1465,,,,
5068,5,,68,ÓãÁÛÑ¥,#xie_yulinxue.png,4,1,258796,1,30,,,0,5,1486,5,21,,6,1486,,,,
5069,5,,69,ÓãÁÛÑ¥,#xie_yulinxue.png,4,1,595614,6001,185,6002,185,1,5,1507,5,221,,6,1507,,,,
5070,5,,70,»¢Í·Ñ¥,#xie_hutouxue.png,4,2,277443,1,30,,,0,5,1728,5,24,,6,1728,,,,
5071,5,,71,»¢Í·Ñ¥,#xie_hutouxue.png,4,2,287050,1,50,,,0,5,1752,5,24,,6,1752,,,,
5072,5,,72,»¢Í·Ñ¥,#xie_hutouxue.png,4,2,296849,1,50,,,0,5,1776,5,24,,6,1776,,,,
5073,5,,73,»¢Í·Ñ¥,#xie_hutouxue.png,4,2,306840,1,50,,,0,5,1800,5,24,,6,1800,,,,
5074,5,,74,»¢Í·Ñ¥,#xie_hutouxue.png,4,2,317025,1,50,,,0,5,1824,5,24,,6,1824,,,,
5075,5,,75,»¢Í·Ñ¥,#xie_hutouxue.png,4,2,327405,1,50,,,0,5,1848,5,24,,6,1848,,,,
5076,5,,76,»¢Í·Ñ¥,#xie_hutouxue.png,4,2,337980,1,80,,,0,5,1872,5,24,,6,1872,,,,
5077,5,,77,»¢Í·Ñ¥,#xie_hutouxue.png,4,2,348751,1,80,,,0,5,1896,5,24,,6,1896,,,,
5078,5,,78,»¢Í·Ñ¥,#xie_hutouxue.png,4,2,359721,1,80,,,0,5,1920,5,24,,6,1920,,,,
5079,5,,79,»¢Í·Ñ¥,#xie_hutouxue.png,4,2,824200,7001,250,7002,250,1,5,1944,5,251,,6,1944,,,,
5080,5,,80,ÁúÔÆÑ¥,#xie_longyunxue.png,5,0,382257,,,,,0,5,2195,5,0,,6,2195,,,,
6001,6,1,1,Ô¡Ñª±Û¼×,#quan_yuxiebijia.png,1,0,9,1,1,,,0,4,17,4,3,,1,17,"0,0","0,0",9,9
