id,stageid,autoawardid,killawardid,time1,awardid1,time2,awardid2,time3,awardid3,time4,awardid4,time5,awardid5,time6,awardid6,time7,awardid7,time8,awardid8,time9,awardid9,time10,awardid10
21503003,21503,3,2150331,1,2150332,5,2150333,10,2150334,15,2150335,20,2150336,25,2150337,,,,,,,,
21503004,21503,4,2150341,1,2150342,5,2150343,10,2150344,15,2150345,20,2150346,25,2150347,,,,,,,,
21503005,21503,5,2150351,1,2150352,5,2150353,10,2150354,15,2150355,20,2150356,25,2150357,,,,,,,,
21506001,21506,1,2030611,1,2030612,5,2030613,10,2030614,15,2030615,20,2030616,25,2030617,,,,,,,,
21506002,21506,2,2030621,1,2030622,5,2030623,10,2030624,15,2030625,20,2030626,25,2030627,,,,,,,,
21506003,21506,3,2030631,1,2030632,5,2030633,10,2030634,15,2030635,20,2030636,25,2030637,,,,,,,,
21506004,21506,4,2030641,1,2030642,5,2030643,10,2030644,15,2030645,20,2030646,25,2030647,,,,,,,,
21506005,21506,5,2030651,1,2030652,5,2030653,10,2030654,15,2030655,20,2030656,25,2030657,,,,,,,,
21509001,21509,1,2030911,1,2030912,5,2030913,10,2030914,15,2030915,20,2030916,25,2030917,,,,,,,,
21509002,21509,2,2030921,1,2030922,5,2030923,10,2030924,15,2030925,20,2030926,25,2030927,,,,,,,,
21509003,21509,3,2030931,1,2030932,5,2030933,10,2030934,15,2030935,20,2030936,25,2030937,,,,,,,,
21509004,21509,4,2030941,1,2030942,5,2030943,10,2030944,15,2030945,20,2030946,25,2030947,,,,,,,,
21509005,21509,5,2030951,1,2030952,5,2030953,10,2030954,15,2030955,20,2030956,25,2030957,,,,,,,,
21512001,21512,1,2031211,1,2031212,5,2031213,10,2031214,15,2031215,20,2031216,25,2031217,,,,,,,,
21512002,21512,2,2031221,1,2031222,5,2031223,10,2031224,15,2031225,20,2031226,25,2031227,,,,,,,,
21512003,21512,3,2031231,1,2031232,5,2031233,10,2031234,15,2031235,20,2031236,25,2031237,,,,,,,,
21512004,21512,4,2031241,1,2031242,5,2031243,10,2031244,15,2031245,20,2031246,25,2031247,,,,,,,,
21512005,21512,5,2031251,1,2031252,5,2031253,10,2031254,15,2031255,20,2031256,25,2031257,,,,,,,,
21603001,21603,1,2160311,1,2160312,5,2160313,10,2160314,15,2160315,20,2160316,25,2160317,,,,,,,,
21603002,21603,2,2160321,1,2160322,5,2160323,10,2160324,15,2160325,20,2160326,25,2160327,,,,,,,,
21603003,21603,3,2160331,1,2160332,5,2160333,10,2160334,15,2160335,20,2160336,25,2160337,,,,,,,,
21603004,21603,4,2160341,1,2160342,5,2160343,10,2160344,15,2160345,20,2160346,25,2160347,,,,,,,,
21603005,21603,5,2160351,1,2160352,5,2160353,10,2160354,15,2160355,20,2160356,25,2160357,,,,,,,,
21606001,21606,1,2030611,1,2030612,5,2030613,10,2030614,15,2030615,20,2030616,25,2030617,,,,,,,,
21606002,21606,2,2030621,1,2030622,5,2030623,10,2030624,15,2030625,20,2030626,25,2030627,,,,,,,,
21606003,21606,3,2030631,1,2030632,5,2030633,10,2030634,15,2030635,20,2030636,25,2030637,,,,,,,,
21606004,21606,4,2030641,1,2030642,5,2030643,10,2030644,15,2030645,20,2030646,25,2030647,,,,,,,,
21606005,21606,5,2030651,1,2030652,5,2030653,10,2030654,15,2030655,20,2030656,25,2030657,,,,,,,,
21609001,21609,1,2030911,1,2030912,5,2030913,10,2030914,15,2030915,20,2030916,25,2030917,,,,,,,,
21609002,21609,2,2030921,1,2030922,5,2030923,10,2030924,15,2030925,20,2030926,25,2030927,,,,,,,,
21609003,21609,3,2030931,1,2030932,5,2030933,10,2030934,15,2030935,20,2030936,25,2030937,,,,,,,,
21609004,21609,4,2030941,1,2030942,5,2030943,10,2030944,15,2030945,20,2030946,25,2030947,,,,,,,,
21609005,21609,5,2030951,1,2030952,5,2030953,10,2030954,15,2030955,20,2030956,25,2030957,,,,,,,,
21612001,21612,1,2031211,1,2031212,5,2031213,10,2031214,15,2031215,20,2031216,25,2031217,,,,,,,,
21612002,21612,2,2031221,1,2031222,5,2031223,10,2031224,15,2031225,20,2031226,25,2031227,,,,,,,,
21612003,21612,3,2031231,1,2031232,5,2031233,10,2031234,15,2031235,20,2031236,25,2031237,,,,,,,,
21612004,21612,4,2031241,1,2031242,5,2031243,10,2031244,15,2031245,20,2031246,25,2031247,,,,,,,,
21612005,21612,5,2031251,1,2031252,5,2031253,10,2031254,15,2031255,20,2031256,25,2031257,,,,,,,,
21703001,21703,1,2170311,1,2170312,5,2170313,10,2170314,15,2170315,20,2170316,25,2170317,,,,,,,,
21703002,21703,2,2170321,1,2170322,5,2170323,10,2170324,15,2170325,20,2170326,25,2170327,,,,,,,,
21703003,21703,3,2170331,1,2170332,5,2170333,10,2170334,15,2170335,20,2170336,25,2170337,,,,,,,,
21703004,21703,4,2170341,1,2170342,5,2170343,10,2170344,15,2170345,20,2170346,25,2170347,,,,,,,,
21703005,21703,5,2170351,1,2170352,5,2170353,10,2170354,15,2170355,20,2170356,25,2170357,,,,,,,,
21706001,21706,1,2030611,1,2030612,5,2030613,10,2030614,15,2030615,20,2030616,25,2030617,,,,,,,,
21706002,21706,2,2030621,1,2030622,5,2030623,10,2030624,15,2030625,20,2030626,25,2030627,,,,,,,,
21706003,21706,3,2030631,1,2030632,5,2030633,10,2030634,15,2030635,20,2030636,25,2030637,,,,,,,,
21706004,21706,4,2030641,1,2030642,5,2030643,10,2030644,15,2030645,20,2030646,25,2030647,,,,,,,,
21706005,21706,5,2030651,1,2030652,5,2030653,10,2030654,15,2030655,20,2030656,25,2030657,,,,,,,,
21709001,21709,1,2030911,1,2030912,5,2030913,10,2030914,15,2030915,20,2030916,25,2030917,,,,,,,,
21709002,21709,2,2030921,1,2030922,5,2030923,10,2030924,15,2030925,20,2030926,25,2030927,,,,,,,,
21709003,21709,3,2030931,1,2030932,5,2030933,10,2030934,15,2030935,20,2030936,25,2030937,,,,,,,,
21709004,21709,4,2030941,1,2030942,5,2030943,10,2030944,15,2030945,20,2030946,25,2030947,,,,,,,,
21709005,21709,5,2030951,1,2030952,5,2030953,10,2030954,15,2030955,20,2030956,25,2030957,,,,,,,,
21712001,21712,1,2031211,1,2031212,5,2031213,10,2031214,15,2031215,20,2031216,25,2031217,,,,,,,,
21712002,21712,2,2031221,1,2031222,5,2031223,10,2031224,15,2031225,20,2031226,25,2031227,,,,,,,,
21712003,21712,3,2031231,1,2031232,5,2031233,10,2031234,15,2031235,20,2031236,25,2031237,,,,,,,,
21712004,21712,4,2031241,1,2031242,5,2031243,10,2031244,15,2031245,20,2031246,25,2031247,,,,,,,,
21712005,21712,5,2031251,1,2031252,5,2031253,10,2031254,15,2031255,20,2031256,25,2031257,,,,,,,,
21803001,21803,1,2180311,1,2180312,5,2180313,10,2180314,15,2180315,20,2180316,25,2180317,,,,,,,,
21803002,21803,2,2180321,1,2180322,5,2180323,10,2180324,15,2180325,20,2180326,25,2180327,,,,,,,,
21803003,21803,3,2180331,1,2180332,5,2180333,10,2180334,15,2180335,20,2180336,25,2180337,,,,,,,,
21803004,21803,4,2180341,1,2180342,5,2180343,10,2180344,15,2180345,20,2180346,25,2180347,,,,,,,,
21803005,21803,5,2180351,1,2180352,5,2180353,10,2180354,15,2180355,20,2180356,25,2180357,,,,,,,,
21806001,21806,1,2030611,1,2030612,5,2030613,10,2030614,15,2030615,20,2030616,25,2030617,,,,,,,,
21806002,21806,2,2030621,1,2030622,5,2030623,10,2030624,15,2030625,20,2030626,25,2030627,,,,,,,,
21806003,21806,3,2030631,1,2030632,5,2030633,10,2030634,15,2030635,20,2030636,25,2030637,,,,,,,,
21806004,21806,4,2030641,1,2030642,5,2030643,10,2030644,15,2030645,20,2030646,25,2030647,,,,,,,,
21806005,21806,5,2030651,1,2030652,5,2030653,10,2030654,15,2030655,20,2030656,25,2030657,,,,,,,,
21809001,21809,1,2030911,1,2030912,5,2030913,10,2030914,15,2030915,20,2030916,25,2030917,,,,,,,,
21809002,21809,2,2030921,1,2030922,5,2030923,10,2030924,15,2030925,20,2030926,25,2030927,,,,,,,,
21809003,21809,3,2030931,1,2030932,5,2030933,10,2030934,15,2030935,20,2030936,25,2030937,,,,,,,,
21809004,21809,4,2030941,1,2030942,5,2030943,10,2030944,15,2030945,20,2030946,25,2030947,,,,,,,,
21809005,21809,5,2030951,1,2030952,5,2030953,10,2030954,15,2030955,20,2030956,25,2030957,,,,,,,,
21812001,21812,1,2031211,1,2031212,5,2031213,10,2031214,15,2031215,20,2031216,25,2031217,,,,,,,,
21812002,21812,2,2031221,1,2031222,5,2031223,10,2031224,15,2031225,20,2031226,25,2031227,,,,,,,,
21812003,21812,3,2031231,1,2031232,5,2031233,10,2031234,15,2031235,20,2031236,25,2031237,,,,,,,,
21812004,21812,4,2031241,1,2031242,5,2031243,10,2031244,15,2031245,20,2031246,25,2031247,,,,,,,,
21812005,21812,5,2031251,1,2031252,5,2031253,10,2031254,15,2031255,20,2031256,25,2031257,,,,,,,,
21903001,21903,1,2190311,1,2190312,5,2190313,10,2190314,15,2190315,20,2190316,25,2190317,,,,,,,,
21903002,21903,2,2190321,1,2190322,5,2190323,10,2190324,15,2190325,20,2190326,25,2190327,,,,,,,,
21903003,21903,3,2190331,1,2190332,5,2190333,10,2190334,15,2190335,20,2190336,25,2190337,,,,,,,,
21903004,21903,4,2190341,1,2190342,5,2190343,10,2190344,15,2190345,20,2190346,25,2190347,,,,,,,,
21903005,21903,5,2190351,1,2190352,5,2190353,10,2190354,15,2190355,20,2190356,25,2190357,,,,,,,,
21906001,21906,1,2030611,1,2030612,5,2030613,10,2030614,15,2030615,20,2030616,25,2030617,,,,,,,,
21906002,21906,2,2030621,1,2030622,5,2030623,10,2030624,15,2030625,20,2030626,25,2030627,,,,,,,,
21906003,21906,3,2030631,1,2030632,5,2030633,10,2030634,15,2030635,20,2030636,25,2030637,,,,,,,,
21906004,21906,4,2030641,1,2030642,5,2030643,10,2030644,15,2030645,20,2030646,25,2030647,,,,,,,,
21906005,21906,5,2030651,1,2030652,5,2030653,10,2030654,15,2030655,20,2030656,25,2030657,,,,,,,,
21909001,21909,1,2030911,1,2030912,5,2030913,10,2030914,15,2030915,20,2030916,25,2030917,,,,,,,,
21909002,21909,2,2030921,1,2030922,5,2030923,10,2030924,15,2030925,20,2030926,25,2030927,,,,,,,,
21909003,21909,3,2030931,1,2030932,5,2030933,10,2030934,15,2030935,20,2030936,25,2030937,,,,,,,,
21909004,21909,4,2030941,1,2030942,5,2030943,10,2030944,15,2030945,20,2030946,25,2030947,,,,,,,,
21909005,21909,5,2030951,1,2030952,5,2030953,10,2030954,15,2030955,20,2030956,25,2030957,,,,,,,,
21912001,21912,1,2031211,1,2031212,5,2031213,10,2031214,15,2031215,20,2031216,25,2031217,,,,,,,,
21912002,21912,2,2031221,1,2031222,5,2031223,10,2031224,15,2031225,20,2031226,25,2031227,,,,,,,,
21912003,21912,3,2031231,1,2031232,5,2031233,10,2031234,15,2031235,20,2031236,25,2031237,,,,,,,,
21912004,21912,4,2031241,1,2031242,5,2031243,10,2031244,15,2031245,20,2031246,25,2031247,,,,,,,,
21912005,21912,5,2031251,1,2031252,5,2031253,10,2031254,15,2031255,20,2031256,25,2031257,,,,,,,,
22003001,22003,1,2200311,1,2200312,5,2200313,10,2200314,15,2200315,20,2200316,25,2200317,,,,,,,,
22003002,22003,2,2200321,1,2200322,5,2200323,10,2200324,15,2200325,20,2200326,25,2200327,,,,,,,,
22003003,22003,3,2200331,1,2200332,5,2200333,10,2200334,15,2200335,20,2200336,25,2200337,,,,,,,,
22003004,22003,4,2200341,1,2200342,5,2200343,10,2200344,15,2200345,20,2200346,25,2200347,,,,,,,,
22003005,22003,5,2200351,1,2200352,5,2200353,10,2200354,15,2200355,20,2200356,25,2200357,,,,,,,,
22006001,22006,1,2030611,1,2030612,5,2030613,10,2030614,15,2030615,20,2030616,25,2030617,,,,,,,,
22006002,22006,2,2030621,1,2030622,5,2030623,10,2030624,15,2030625,20,2030626,25,2030627,,,,,,,,
22006003,22006,3,2030631,1,2030632,5,2030633,10,2030634,15,2030635,20,2030636,25,2030637,,,,,,,,
22006004,22006,4,2030641,1,2030642,5,2030643,10,2030644,15,2030645,20,2030646,25,2030647,,,,,,,,
22006005,22006,5,2030651,1,2030652,5,2030653,10,2030654,15,2030655,20,2030656,25,2030657,,,,,,,,
22009001,22009,1,2030911,1,2030912,5,2030913,10,2030914,15,2030915,20,2030916,25,2030917,,,,,,,,
22009002,22009,2,2030921,1,2030922,5,2030923,10,2030924,15,2030925,20,2030926,25,2030927,,,,,,,,
22009003,22009,3,2030931,1,2030932,5,2030933,10,2030934,15,2030935,20,2030936,25,2030937,,,,,,,,
22009004,22009,4,2030941,1,2030942,5,2030943,10,2030944,15,2030945,20,2030946,25,2030947,,,,,,,,
22009005,22009,5,2030951,1,2030952,5,2030953,10,2030954,15,2030955,20,2030956,25,2030957,,,,,,,,
22012001,22012,1,2031211,1,2031212,5,2031213,10,2031214,15,2031215,20,2031216,25,2031217,,,,,,,,
22012002,22012,2,2031221,1,2031222,5,2031223,10,2031224,15,2031225,20,2031226,25,2031227,,,,,,,,
22012003,22012,3,2031231,1,2031232,5,2031233,10,2031234,15,2031235,20,2031236,25,2031237,,,,,,,,
22012004,22012,4,2031241,1,2031242,5,2031243,10,2031244,15,2031245,20,2031246,25,2031247,,,,,,,,
22012005,22012,5,2031251,1,2031252,5,2031253,10,2031254,15,2031255,20,2031256,25,2031257,,,,,,,,
