stageId,chapterId,name,desc,type,sceneID,sceneUI,sceneConfig,finShowList,point,capacity,stageStepCount,strengthCost,challengetimesLimit,startLimit1,startLimit2,startLimit3,startLimit4,startLimit5,bossShow,StarRequire1,StarRequire2,StarRequire3,awardGold,awardExp,awardOther,awardID,firstAwardID,awardCardID,awardShow,awardCardShow,monsterAward,firstAwardShow,threat,limittime1,limittime2,bgmusic,stageTarget
10705,107,第七章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1003,#stagePrivew_1003.png,10705-3840,10706;10707,455;309,14317,3,0,50,1;32,,,,,#monster0033_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,50,50,,1070501,1070502,,"(11,1);(11,3001);(11,3002)",,,"(11,1,10)",0,0,300,102,1
10706,107,第七章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1003,#stagePrivew_1003.png,10706-3840,,612;234,14317,2,5,50,1;32,,,,,#monster0050_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,178,178,,1070601,1070602,,"(9,1001);(9,1002);(6,1)",,,"(9,1002,1)",0,0,300,101,2
10707,107,第七章 第7关,数数多少个字凑十个吧,1,1003,#stagePrivew_1003.png,10707-3840,10708,487;440,14317,3,0,50,1;33,,,,,#monster0036_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,52,52,,1070701,1070702,,"(11,1);(11,3001);(11,3002)",,,"(11,3001,10)",0,0,300,102,1
10708,107,第七章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1003,#stagePrivew_1003.png,10708-3840,10709;10710,632;456,14317,30,0,50,1;33,,,,,#monster0067_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,53,53,,1070801,1070802,,"(11,1);(11,3001);(11,3002)",,,"(11,3002,10)",0,0,300,101,3
10709,107,第七章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1003,#stagePrivew_1003.png,10709-3840,,784;442,17385,1,5,50,1;34,,,,,#monster0026_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,189,189,,1070901,1070902,,"(9,1001);(9,1002);(6,1)",,,"(9,1003,1)",0,0,300,102,6
10710,107,第七章 第10关,数数多少个字凑十个吧,1,1003,#stagePrivew_1003.png,10710-3840,10711,808;313,17385,3,0,50,1;34,,,,,#monster0031_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,55,55,,1071001,1071002,,"(11,1);(11,3001);(11,3002)",,,"(11,3001,10)",0,0,300,101,2
10711,107,第七章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1003,#stagePrivew_1003.png,10711-3840,10712;10801,935;248,17385,3,0,50,1;35,,,,,#monster0045_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,56,56,,1071101,1071102,,"(11,1);(11,3001);(11,3002)",,,"(11,3002,10)",0,0,300,102,1
10712,107,第七章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1003,#stagePrivew_1003.png,10712-3840,,756;157,17385,2,5,50,1;35,,,,,#monster0045_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,199,199,,1071201,1071202,,"(9,1001);(9,1002);(6,1)",,,"(9,1004,1)",0,0,300,101,2
10801,108,第八章 第1关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1006,#stagePrivew_1006.png,10801-3840,10802,212;422,17385,3,0,50,1;35,,,,,#monster0027_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,58,58,,1080101,1080102,,"(11,1);(11,3001);(11,3002)",,,"(11,1,10)",0,0,300,102,1
10802,108,第八章 第2关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1006,#stagePrivew_1006.png,10802-3840,10803;10804,297;317,19322,20,0,50,1;36,,,,,#monster0033_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,59,59,,1080201,1080202,,"(11,1);(11,3001);(11,3002)",,,"(11,3001,10)",0,0,300,101,3
10803,108,第八章 第3关,数数多少个字凑十个吧,2,1006,#stagePrivew_1006.png,10803-3840,,200;200,19322,1,5,50,1;36,,,,,#monster0005_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,210,210,,1080301,1080302,,"(9,1001);(9,1002);(6,1)",,,"(9,1005,1)",0,0,300,102,6
10804,108,第八章 第4关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1006,#stagePrivew_1006.png,10804-3840,10805,397;207,19322,3,0,50,1;37,,,,,#monster0022_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,61,61,,1080401,1080402,,"(11,1);(11,3001);(11,3002)",,,"(11,3002,10)",0,0,300,101,2
10805,108,第八章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1006,#stagePrivew_1006.png,10805-3840,10806;10807,455;309,19322,3,0,50,1;37,,,,,#monster0028_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,62,62,,1080501,1080502,,"(11,1);(11,3001);(11,3002)",,,"(11,1,10)",0,0,300,102,1
10806,108,第八章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1006,#stagePrivew_1006.png,10806-3840,,612;234,19322,2,5,50,1;37,,,,,#monster0022_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,220,220,,1080601,1080602,,"(9,1001);(9,1002);(6,1)",,,"(9,1006,1)",0,0,300,101,2
10807,108,第八章 第7关,数数多少个字凑十个吧,1,1006,#stagePrivew_1006.png,10807-3840,10808,487;440,21352,3,0,50,1;38,,,,,#monster0056_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,64,64,,1080701,1080702,,"(11,1);(11,3001);(11,3002)",,,"(11,3001,10)",0,0,300,102,1
10808,108,第八章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1006,#stagePrivew_1006.png,10808-3840,10809;10810,632;456,21352,30,0,50,1;38,,,,,#monster0029_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,65,65,,1080801,1080802,,"(11,1);(11,3001);(11,3002)",,,"(11,3002,10)",0,0,300,101,3
10809,108,第八章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1006,#stagePrivew_1006.png,10809-3840,,784;442,21352,1,5,50,1;39,,,,,#monster0050_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,231,231,,1080901,1080902,,"(9,1001);(9,1002);(6,1)",,,"(9,1007,1)",0,0,300,102,6
10810,108,第八章 第10关,数数多少个字凑十个吧,1,1006,#stagePrivew_1006.png,10810-3840,10811,808;313,21352,3,0,50,1;39,,,,,#monster0019_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,67,67,,1081001,1081002,,"(11,1);(11,3001);(11,3002)",,,"(11,3001,10)",0,0,300,101,2
10811,108,第八章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1006,#stagePrivew_1006.png,10811-3840,10812;10901,935;248,24164,3,0,50,1;40,,,,,#monster0063_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,68,68,,1081101,1081102,,"(11,1);(11,3001);(11,3002)",,,"(11,3002,10)",0,0,300,102,1
10812,108,第八章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1006,#stagePrivew_1006.png,10812-3840,,756;157,24164,2,5,50,1;40,,,,,#monster0063_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,241,241,,1081201,1081202,,"(9,1001);(9,1002);(6,1)",,,"(9,1008,1)",0,0,300,101,2
10901,109,第九章 第1关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1004,#stagePrivew_1004.png,10901-3840,10902,212;422,24164,3,0,50,1;40,,,,,#monster0020_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,70,70,,1090101,1090102,,"(11,1);(11,4001);(11,4002)",,,"(11,1,10)",0,0,300,102,1
10902,109,第九章 第2关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1004,#stagePrivew_1004.png,10902-3840,10903;10904,297;317,24164,20,0,50,1;41,,,,,#monster0024_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,71,71,,1090201,1090202,,"(11,1);(11,4001);(11,4002)",,,"(11,4001,10)",0,0,300,101,3
10903,109,第九章 第3关,数数多少个字凑十个吧,2,1004,#stagePrivew_1004.png,10903-3840,,200;200,24164,1,5,50,1;41,,,,,#monster0058_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,252,252,,1090301,1090302,,"(9,1001);(9,1002);(6,1)",,,"(9,1001,1)",0,0,300,102,6
10904,109,第九章 第4关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1004,#stagePrivew_1004.png,10904-3840,10905,397;207,26723,3,0,50,1;42,,,,,#monster0005_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,73,73,,1090401,1090402,,"(11,1);(11,4001);(11,4002)",,,"(11,4002,10)",0,0,300,101,2
10905,109,第九章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1004,#stagePrivew_1004.png,10905-3840,10906;10907,455;309,26723,3,0,50,1;42,,,,,#monster0070_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,74,74,,1090501,1090502,,"(11,1);(11,4001);(11,4002)",,,"(11,1,10)",0,0,300,102,1
10906,109,第九章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1004,#stagePrivew_1004.png,10906-3840,,612;234,26723,2,5,50,1;42,,,,,#monster0047_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,262,262,,1090601,1090602,,"(9,1001);(9,1002);(6,1)",,,"(9,1002,1)",0,0,300,101,2
10907,109,第九章 第7关,数数多少个字凑十个吧,1,1004,#stagePrivew_1004.png,10907-3840,10908,487;440,29516,3,0,50,1;43,,,,,#monster0036_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,76,76,,1090701,1090702,,"(11,1);(11,4001);(11,4002)",,,"(11,4001,10)",0,0,300,102,1
10908,109,第九章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1004,#stagePrivew_1004.png,10908-3840,10909;10910,632;456,29516,30,0,50,1;43,,,,,#monster0069_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,77,77,,1090801,1090802,,"(11,1);(11,4001);(11,4002)",,,"(11,4002,10)",0,0,300,101,3
10909,109,第九章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1004,#stagePrivew_1004.png,10909-3840,,784;442,29516,1,5,50,1;44,,,,,#monster0033_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,273,273,,1090901,1090902,,"(9,1001);(9,1002);(6,1)",,,"(9,1003,1)",0,0,300,102,6
10910,109,第九章 第10关,数数多少个字凑十个吧,1,1004,#stagePrivew_1004.png,10910-3840,10911,808;313,29516,3,0,50,1;44,,,,,#monster0032_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,79,79,,1091001,1091002,,"(11,1);(11,4001);(11,4002)",,,"(11,4001,10)",0,0,300,101,2
10911,109,第九章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1004,#stagePrivew_1004.png,10911-3840,10912;11001,935;248,31034,3,0,50,1;45,,,,,#monster0046_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,80,80,,1091101,1091102,,"(11,1);(11,4001);(11,4002)",,,"(11,4002,10)",0,0,300,102,1
10912,109,第九章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1004,#stagePrivew_1004.png,10912-3840,,756;157,31034,2,5,50,1;45,,,,,#monster0046_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,283,283,,1091201,1091202,,"(9,1001);(9,1002);(6,1)",,,"(9,1004,1)",0,0,300,101,2
11001,110,第十章 第1关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1002,#stagePrivew_1002.png,11001-3840,11002,212;422,31034,3,0,50,1;45,,,,,#monster0039_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,82,82,,1100101,1100102,,"(11,1);(11,4001);(11,4002)",,,"(11,1,10)",0,0,300,102,1
11002,110,第十章 第2关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1002,#stagePrivew_1002.png,11002-3840,11003;11004,297;317,32306,20,0,50,1;46,,,,,#monster0028_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,83,83,,1100201,1100202,,"(11,1);(11,4001);(11,4002)",,,"(11,4001,10)",0,0,300,101,3
11003,110,第十章 第3关,数数多少个字凑十个吧,2,1002,#stagePrivew_1002.png,11003-3840,,200;200,32306,1,5,50,1;46,,,,,#monster0039_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,294,294,,1100301,1100302,,"(9,1001);(9,1002);(6,1)",,,"(9,1005,1)",0,0,300,102,6
11004,110,第十章 第4关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1002,#stagePrivew_1002.png,11004-3840,11005,397;207,35781,3,0,50,1;47,,,,,#monster0022_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,85,85,,1100401,1100402,,"(11,1);(11,4001);(11,4002)",,,"(11,4002,10)",0,0,300,101,2
11005,110,第十章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1002,#stagePrivew_1002.png,11005-3840,11006;11007,455;309,35781,3,0,50,1;47,,,,,#monster0028_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,86,86,,1100501,1100502,,"(11,1);(11,4001);(11,4002)",,,"(11,1,10)",0,0,300,102,1
11006,110,第十章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1002,#stagePrivew_1002.png,11006-3840,,612;234,35781,2,5,50,1;47,,,,,#monster0046_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,304,304,,1100601,1100602,,"(9,1001);(9,1002);(6,1)",,,"(9,1006,1)",0,0,300,101,2
11007,110,第十章 第7关,数数多少个字凑十个吧,1,1002,#stagePrivew_1002.png,11007-3840,11008,487;440,35781,3,0,50,1;48,,,,,#monster0056_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,88,88,,1100701,1100702,,"(11,1);(11,4001);(11,4002)",,,"(11,4001,10)",0,0,300,102,1
11008,110,第十章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1002,#stagePrivew_1002.png,11008-3840,11009;11010,632;456,35781,30,0,50,1;48,,,,,#monster0038_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,89,89,,1100801,1100802,,"(11,1);(11,4001);(11,4002)",,,"(11,4002,10)",0,0,300,101,3
11009,110,第十章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1002,#stagePrivew_1002.png,11009-3840,,784;442,37768,1,5,50,1;49,,,,,#monster0013_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,315,315,,1100901,1100902,,"(9,1001);(9,1002);(6,1)",,,"(9,1007,1)",0,0,300,102,6
11010,110,第十章 第10关,数数多少个字凑十个吧,1,1002,#stagePrivew_1002.png,11010-3840,11011,808;313,37768,3,0,50,1;49,,,,,#monster0019_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,91,91,,1101001,1101002,,"(11,1);(11,4001);(11,4002)",,,"(11,4001,10)",0,0,300,101,2
11011,110,第十章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1002,#stagePrivew_1002.png,11011-3840,11012;11101,935;248,39701,3,0,50,1;50,,,,,#monster0014_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,92,92,,1101101,1101102,,"(11,1);(11,4001);(11,4002)",,,"(11,4002,10)",0,0,300,102,1
11012,110,第十章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1002,#stagePrivew_1002.png,11012-3840,,756;157,39701,2,5,50,1;50,,,,,#monster0014_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,325,325,,1101201,1101202,,"(9,1001);(9,1002);(6,1)",,,"(9,1008,1)",0,0,300,101,2
11101,111,第十一章 第1关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11101-3840,11102,212;422,11200,3,0,50,1;50,,,,,#monster0011_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,94,94,,1110101,1110102,,"(11,1);(11,5001);(11,5002)",,,"(11,1,10)",0,0,300,102,1
11102,111,第十一章 第2关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11102-3840,11103;11104,297;317,11300,20,0,50,1;51,,,,,#monster0013_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,95,95,,1110201,1110202,,"(11,1);(11,5001);(11,5002)",,,"(11,5001,10)",0,0,300,101,3
11103,111,第十一章 第3关,数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11103-3840,,200;200,11400,1,5,50,1;51,,,,,#monster0014_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,336,336,,1110301,1110302,,"(9,1001);(9,1002);(6,1)",,,"(9,1001,1)",0,0,300,102,6
11104,111,第十一章 第4关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11104-3840,11105,397;207,11500,3,0,50,1;52,,,,,#monster0016_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,97,97,,1110401,1110402,,"(11,1);(11,5001);(11,5002)",,,"(11,5002,10)",0,0,300,101,2
11105,111,第十一章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11105-3840,11106;11107,455;309,11600,3,0,50,1;52,,,,,#monster0017_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,98,98,,1110501,1110502,,"(11,1);(11,5001);(11,5002)",,,"(11,1,10)",0,0,300,102,1
11106,111,第十一章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11106-3840,,612;234,11700,2,5,50,1;52,,,,,#monster0018_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,346,346,,1110601,1110602,,"(9,1001);(9,1002);(6,1)",,,"(9,1002,1)",0,0,300,101,2
11107,111,第十一章 第7关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11107-3840,11108,487;440,11800,3,0,50,1;53,,,,,#monster0019_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,100,100,,1110701,1110702,,"(11,1);(11,5001);(11,5002)",,,"(11,5001,10)",0,0,300,102,1
11108,111,第十一章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11108-3840,11109;11110,632;456,11900,30,0,50,1;53,,,,,#monster0020_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,101,101,,1110801,1110802,,"(11,1);(11,5001);(11,5002)",,,"(11,5002,10)",0,0,300,101,3
11109,111,第十一章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11109-3840,,784;442,12000,1,5,50,1;54,,,,,#monster0021_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,357,357,,1110901,1110902,,"(9,1001);(9,1002);(6,1)",,,"(9,1003,1)",0,0,300,102,6
11110,111,第十一章 第10关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11110-3840,11111,808;313,12100,3,0,50,1;54,,,,,#monster0022_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,103,103,,1111001,1111002,,"(11,1);(11,5001);(11,5002)",,,"(11,5001,10)",0,0,300,101,2
11111,111,第十一章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11111-3840,11112;11201,935;248,12200,3,0,50,1;55,,,,,#monster0023_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,104,104,,1111101,1111102,,"(11,1);(11,5001);(11,5002)",,,"(11,5002,10)",0,0,300,102,1
11112,111,第十一章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11112-3840,,756;157,12300,2,5,50,1;55,,,,,#monster0024_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,367,367,,1111201,1111202,,"(9,1001);(9,1002);(6,1)",,,"(9,1004,1)",0,0,300,101,2
11201,112,第十二章 第1关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11201-3840,11202,212;422,12400,3,0,50,1;55,,,,,#monster0025_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,106,106,,1120101,1120102,,"(11,1);(11,5001);(11,5002)",,,"(11,1,10)",0,0,300,102,1
11202,112,第十二章 第2关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11202-3840,11203;11204,297;317,12500,20,0,50,1;56,,,,,#monster0026_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,107,107,,1120201,1120202,,"(11,1);(11,5001);(11,5002)",,,"(11,5001,10)",0,0,300,101,3
11203,112,第十二章 第3关,数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11203-3840,,200;200,12600,1,5,50,1;56,,,,,#monster0027_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,378,378,,1120301,1120302,,"(9,1001);(9,1002);(6,1)",,,"(9,1005,1)",0,0,300,102,6
11204,112,第十二章 第4关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11204-3840,11205,397;207,12700,3,0,50,1;57,,,,,#monster0028_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,109,109,,1120401,1120402,,"(11,1);(11,5001);(11,5002)",,,"(11,5002,10)",0,0,300,101,2
11205,112,第十二章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11205-3840,11206;11207,455;309,12800,3,0,50,1;57,,,,,#monster0029_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,110,110,,1120501,1120502,,"(11,1);(11,5001);(11,5002)",,,"(11,1,10)",0,0,300,102,1
11206,112,第十二章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11206-3840,,612;234,12900,2,5,50,1;57,,,,,#monster0030_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,388,388,,1120601,1120602,,"(9,1001);(9,1002);(6,1)",,,"(9,1006,1)",0,0,300,101,2
11207,112,第十二章 第7关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11207-3840,11208,487;440,13000,3,0,50,1;58,,,,,#monster0031_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,112,112,,1120701,1120702,,"(11,1);(11,5001);(11,5002)",,,"(11,5001,10)",0,0,300,102,1
11208,112,第十二章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11208-3840,11209;11210,632;456,13100,30,0,50,1;58,,,,,#monster0032_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,113,113,,1120801,1120802,,"(11,1);(11,5001);(11,5002)",,,"(11,5002,10)",0,0,300,101,3
11209,112,第十二章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11209-3840,,784;442,13200,1,5,50,1;59,,,,,#monster0033_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,399,399,,1120901,1120902,,"(9,1001);(9,1002);(6,1)",,,"(9,1007,1)",0,0,300,102,6
11210,112,第十二章 第10关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11210-3840,11211,808;313,13300,3,0,50,1;59,,,,,#monster0034_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,115,115,,1121001,1121002,,"(11,1);(11,5001);(11,5002)",,,"(11,5001,10)",0,0,300,101,2
11211,112,第十二章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11211-3840,11212;11301,935;248,13400,3,0,50,1;60,,,,,#monster0035_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,116,116,,1121101,1121102,,"(11,1);(11,5001);(11,5002)",,,"(11,5002,10)",0,0,300,102,1
11212,112,第十二章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11212-3840,,756;157,13500,2,5,50,1;60,,,,,#monster0036_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,409,409,,1121201,1121202,,"(9,1001);(9,1002);(6,1)",,,"(9,1008,1)",0,0,300,101,2
11301,113,第十三章 第1关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11301-3840,11302,212;422,13600,3,0,50,1;60,,,,,#monster0037_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,118,118,,1130101,1130102,,"(11,1);(11,6001);(11,6002)",,,"(11,1,10)",0,0,300,102,1
11302,113,第十三章 第2关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11302-3840,11303;11304,297;317,13700,20,0,50,1;61,,,,,#monster0038_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,119,119,,1130201,1130202,,"(11,1);(11,6001);(11,6002)",,,"(11,6001,10)",0,0,300,101,3
